test_id,Ed_prc,Gtan/fe/fp
CU2,12.31918,0.9794859
CU2,12.34173,1.036431
CU2,12.36389,1.048942
CU2,12.38492,1.003222
CU2,12.40732,1.028537
CU2,12.42894,1.070179
CU2,12.45017,1.109249
CU2,12.47143,1.104804
CU2,12.49295,1.05305
CU2,12.5144,1.075448
CU2,12.53656,1.125787
CU2,12.55717,1.140128
CU2,12.57766,1.024477
CU2,12.59969,1.108329
CU2,12.6204,1.012675
CU2,12.6427,1.064831
CU2,12.66432,1.023942
CU2,12.68597,1.015858
CU2,12.70798,0.9846448
CU2,12.73019,0.9989394
CU2,12.75235,0.9834455
CU2,12.77502,0.9760211
CU2,12.79818,0.9849122
CU2,12.82114,0.9050783
CU2,12.84483,0.9503693
CU2,12.86802,0.9132584
CU2,12.89174,0.9033705
CU2,12.91572,0.9154303
CU2,12.93971,0.964312
CU2,12.96341,0.9505117
CU2,12.98759,0.9199218
CU2,13.01175,0.9311482
CU2,13.03552,0.9307673
CU2,13.05994,0.9920816
CU2,13.08371,0.9805447
CU2,13.10773,0.9314712
CU2,13.13205,0.9752946
CU2,13.15621,0.9675768
CU2,13.18035,0.9551737
CU2,13.20451,0.9813261
CU2,13.22745,1.060217
CU2,13.25032,1.012961
CU2,13.2737,1.024855
CU2,13.29656,0.9902384
CU2,13.3195,0.9941585
CU2,13.34215,1.03482
CU2,13.36461,1.020969
CU2,13.38712,1.031
CU2,13.40927,1.062895
CU2,13.43137,1.03342
CU2,13.45405,1.010186
CU2,13.47637,0.9885566
CU2,13.49901,1.101015
CU2,13.5202,1.078674
CU2,13.54245,1.164082
CU2,13.56324,1.089541
CU2,13.58512,1.076802
CU2,13.60713,1.09856
CU2,13.62811,1.065345
CU2,13.64964,1.028629
CU2,13.67152,1.042513
CU2,13.69299,1.117827
CU2,13.7137,0.9992789
CU2,13.73573,1.029667
CU2,13.75669,0.9767217
CU2,13.77909,1.065138
CU2,13.80036,1.117799
CU2,13.82124,1.030946
CU2,13.84328,1.060208
CU2,13.86484,1.107975
CU2,13.88588,1.077801
CU2,13.90742,1.088086
CU2,13.92873,1.12441
CU2,13.95,1.123384
CU2,13.97128,1.129977
CU2,13.9923,1.094122
CU2,14.01384,1.069733
CU2,14.03536,1.099048
CU2,14.05677,1.091802
CU2,14.07791,1.050272
CU2,14.09935,1.118249
CU2,14.12062,1.029169
CU2,14.14275,1.071653
CU2,14.16449,1.09212
CU2,14.18562,1.121695
CU2,14.20648,1.092838
CU2,14.22723,1.104498
CU2,14.24817,1.083586
CU2,14.26894,1.122272
CU2,14.28982,1.07613
CU2,14.31119,1.037696
CU2,14.33311,1.144334
CU2,14.35358,1.062917
CU2,14.37475,1.081167
CU2,14.3962,1.04715
CU2,14.41798,1.035013
CU2,14.43961,1.032876
CU2,14.46088,1.058681
CU2,14.48241,1.04046
CU2,14.50415,1.127569
CU2,14.52509,1.170652
CU2,14.54547,1.105254
CU2,14.56633,1.142044
CU2,14.58728,1.051934
CU2,14.60908,1.120967
CU2,14.6301,1.182031
CU2,14.65065,1.135936
CU2,14.67223,1.115097
CU2,14.69375,1.094277
CU2,14.71525,1.135341
CU2,14.73663,1.140893
CU2,14.75718,1.074193
CU2,14.77935,1.079423
CU2,14.80083,1.160059
CU2,14.82161,1.094376
CU2,14.84331,1.115996
CU2,14.86487,1.156814
CU2,14.88542,1.225718
CU2,14.90544,1.238094
CU2,14.92532,1.186355
CU2,14.94562,1.114682
CU2,14.96698,1.167048
CU2,14.98746,1.193828
CU2,15.00756,1.170424
CU2,15.02778,1.140214
CU2,15.0478,1.091477
CU2,15.06846,1.063865
CU2,15.08965,1.031284
CU2,15.11164,1.079786
CU2,15.133,1.021341
CU2,15.15506,1.071977
CU2,15.17673,1.022604
CU2,15.19837,1.067347
CU2,15.22017,1.008956
CU2,15.24266,1.066263
CU2,15.26541,1.02333
CU2,15.2881,1.067769
CU2,15.31038,1.063014
CU2,15.33257,1.028894
CU2,15.35532,1.048202
CU2,15.37745,1.008994
CU2,15.40056,1.070301
CU2,15.42284,0.9567143
CU2,15.44608,1.03657
CU2,15.46805,1.004719
CU2,15.49048,1.036905
CU2,15.51233,1.02353
CU2,15.53424,0.97973
CU2,15.55676,0.9804245
CU2,15.57925,1.018916
CU2,15.60121,0.9898296
CU2,15.62321,1.014531
CU2,15.6453,1.093833
CU2,15.6665,1.025616
CU2,15.68913,1.054456
CU2,15.71007,1.030294
CU2,15.7325,1.01573
CU2,15.75497,1.159474
CU2,15.77534,1.128928
CU2,15.79588,1.135004
CU2,15.81634,1.166013
CU2,15.83644,1.157245
CU2,15.85684,1.03651
CU2,15.87891,1.101188
CU2,15.90031,1.051434
CU2,15.92262,1.183359
CU2,15.94259,1.12984
CU2,15.96352,1.078095
CU2,15.98562,1.107662
CU2,16.00712,1.09631
CU2,16.0291,1.057743
CU2,16.0515,1.071095
CU2,16.07368,1.17385
CU2,16.09434,1.150322
CU2,16.1148,1.139231
CU2,16.13521,1.047371
CU2,16.15715,1.142845
CU2,16.17801,1.124572
CU2,16.19876,1.063633
CU2,16.22047,1.107484
CU2,16.24118,1.148688
CU2,16.26126,1.077623
CU2,16.28236,1.084631
CU2,16.30254,1.090526
CU2,16.32298,1.080483
CU2,16.34448,1.143454
CU2,16.36487,1.100354
CU2,16.38549,1.022926
CU2,16.40712,1.101195
CU2,16.42813,1.031784
CU2,16.44963,1.100463
CU2,16.47048,1.082781
CU2,16.49156,1.094782
CU2,16.51327,1.108124
CU2,16.53443,1.092645
CU2,16.55537,1.071757
CU2,16.57639,1.111276
CU2,16.59695,1.100641
CU2,16.61776,1.108354
CU2,16.6374,1.070623
CU2,16.65839,1.014379
CU2,16.68002,1.099973
CU2,16.70013,1.070316
CU2,16.72088,1.044275
CU2,16.74205,1.08523
CU2,16.76255,1.056166
CU2,16.78373,1.029813
CU2,16.80519,1.082661
CU2,16.82568,1.050981
CU2,16.84737,1.122807
CU2,16.86806,1.121754
CU2,16.88858,1.093251
CU2,16.90965,1.063011
CU2,16.93071,1.083524
CU2,16.95138,1.08566
CU2,16.97213,1.075413
CU2,16.99355,1.067018
CU2,17.01453,1.071827
CU2,17.0357,1.079885
CU2,17.05663,1.078564
CU2,17.07768,1.059493
CU2,17.09893,1.045096
CU2,17.12042,1.08268
CU2,17.14124,1.057914
CU2,17.16246,1.064178
CU2,17.18328,1.01246
CU2,17.20475,1.065017
CU2,17.22519,1.020961
CU2,17.24582,0.9545364
CU2,17.26816,0.9524288
CU2,17.28984,0.9256099
CU2,17.31209,0.9507557
CU2,17.33364,0.9679483
CU2,17.35587,0.9421152
CU2,17.3788,0.940077
CU2,17.40245,0.9968626
CU2,17.42426,0.9410317
CU2,17.44805,0.9405029
CU2,17.47192,1.001712
CU2,17.49446,0.9518705
CU2,17.51792,0.9883064
CU2,17.54074,0.9799507
CU2,17.56336,0.9517962
CU2,17.58658,0.9362231
CU2,17.60917,0.9560442
CU2,17.6311,0.9118671
CU2,17.65433,0.9201512
CU2,17.67712,0.9479512
CU2,17.69926,0.9168393
CU2,17.72201,0.9833295
CU2,17.74349,0.9791184
CU2,17.76542,0.9328373
CU2,17.78831,1.016481
CU2,17.80982,1.065096
CU2,17.83131,0.997235
CU2,17.85383,1.051476
CU2,17.87548,1.087437
CU2,17.89608,1.033482
CU2,17.91792,1.116316
CU2,17.93806,1.038581
CU2,17.96027,1.04051
CU2,17.98206,1.066774
CU2,18.0034,0.9958424
CU2,18.0248,0.953166
CU2,18.04673,1.054192
CU2,18.06715,1.009503
CU2,18.08887,1.024697
CU2,18.11028,1.037392
CU2,18.13199,0.940769
CU2,18.1545,1.031346
CU2,18.17438,1.038315
CU2,18.19409,1.018776
CU2,18.215,1.049842
CU2,18.23556,1.094658
CU2,18.25606,0.932058
CU2,18.27873,1.036767
CU2,18.29879,0.9706939
CU2,18.31994,0.9610704
CU2,18.34082,1.070198
CU2,18.36075,0.9922944
CU2,18.38218,0.9298012
CU2,18.40518,1.004637
CU2,18.42611,0.9597099
CU2,18.44738,0.9084632
CU2,18.46934,1.003082
CU2,18.49048,0.9469026
CU2,18.51272,0.9281019
CU2,18.53549,1.086078
CU2,18.55539,0.9186108
CU2,18.57826,1.020102
CU2,18.59951,1.060992
CU2,18.61978,0.9952328
CU2,18.64165,0.9657918
CU2,18.66459,1.026518
CU2,18.68572,1.048576
CU2,18.70566,1.010707
CU2,18.7268,1.059733
CU2,18.74729,0.9627062
CU2,18.76966,1.055195
CU2,18.79052,0.9891352
CU2,18.81192,1.019984
CU2,18.83312,0.9923533
CU2,18.85428,1.038002
CU2,18.87457,0.9574924
CU2,18.89574,0.9435312
CU2,18.91782,0.965189
CU2,18.93839,0.9240502
CU2,18.95981,0.9193631
CU2,18.98091,0.9359432
CU2,19.00181,0.9036229
CU2,19.02378,0.8985796
CU2,19.0452,0.91878
CU2,19.06685,0.8928647
CU2,19.08888,0.9570117
CU2,19.11064,0.945073
CU2,19.13231,0.9432939
CU2,19.1548,0.9541327
CU2,19.17665,0.9640014
CU2,19.19867,0.9279336
CU2,19.22094,0.9293331
CU2,19.24359,0.9131425
CU2,19.26655,0.9526902
CU2,19.28887,0.9336974
CU2,19.31129,0.9541848
CU2,19.33385,0.9459743
CU2,19.35618,0.9322482
CU2,19.37853,0.9075506
CU2,19.40117,0.9215062
CU2,19.42388,0.9177798
CU2,19.44641,0.9430214
CU2,19.46886,0.9532782
CU2,19.49114,0.9228904
CU2,19.51351,0.9604072
CU2,19.53548,0.9159292
CU2,19.55753,0.9387654
CU2,19.57962,0.9466165
CU2,19.60182,0.9601083
CU2,19.62344,0.9220106
CU2,19.64533,0.9322328
CU2,19.66708,0.9319827
CU2,19.6885,0.9365108
CU2,19.71026,0.9261175
CU2,19.73175,0.9045428
CU2,19.75357,0.9317731
CU2,19.77527,0.9238954
CU2,19.79693,0.8938025
CU2,19.81852,0.9309211
CU2,19.84029,0.9330028
CU2,19.86181,0.9397938
CU2,19.8836,0.9135393
CU2,19.90532,0.917638
CU2,19.92693,0.9231909
CU2,19.94846,0.9279895
CU2,19.97005,0.9039344
CU2,19.99138,0.9282447
CU2,20.01284,0.9572818
CU2,20.03417,0.9554286
CU2,20.05577,0.9396732
CU2,20.07726,0.9620793
CU2,20.09863,0.9052452
CU2,20.12027,0.9433554
CU2,20.14156,0.9174089
CU2,20.16328,0.9222357
CU2,20.18469,0.9079807
CU2,20.20623,0.8788746
CU2,20.22802,0.8619993
CU2,20.24955,0.8013678
CU2,20.27121,0.8302532
CU2,20.29264,0.8162104
CU2,20.31403,0.8620776
CU2,20.33544,0.8079379
CU2,20.35726,0.8463407
CU2,20.37865,0.8394433
CU2,20.40012,0.8956909
CU2,20.42163,0.9119646
CU2,20.44289,0.9241951
CU2,20.4645,0.9566933
CU2,20.48559,0.9241493
CU2,20.50707,0.9179468
CU2,20.52862,0.936799
CU2,20.55024,0.9340258
CU2,20.57159,0.9293831
CU2,20.59311,0.9323129
CU2,20.61452,0.8946748
CU2,20.63601,0.8650973
CU2,20.65733,0.8640307
CU2,20.67857,0.8542462
CU2,20.70015,0.9053847
CU2,20.72157,0.8902289
CU2,20.74302,0.883933
CU2,20.76425,0.8727128
CU2,20.78554,0.8466254
CU2,20.80693,0.880588
CU2,20.8284,0.8770017
CU2,20.84963,0.8651656
CU2,20.87123,0.8598714
CU2,20.89308,0.8631299
CU2,20.91493,0.8095359
CU2,20.93684,0.8031527
CU2,20.95883,0.8057988
CU2,20.98063,0.7966439
CU2,21.00321,0.8106618
CU2,21.02569,0.7814769
CU2,21.04837,0.7711647
CU2,21.07117,0.8148879
CU2,21.09401,0.7801401
CU2,21.11645,0.765487
CU2,21.13926,0.7816038
CU2,21.16198,0.7886146
CU2,21.18472,0.7784421
CU2,21.20782,0.8358871
CU2,21.23034,0.8503278
CU2,21.25289,0.849311
CU2,21.27556,0.8372032
CU2,21.29819,0.8469245
CU2,21.3203,0.8511594
CU2,21.34288,0.898916
CU2,21.36499,0.89664
CU2,21.38716,0.915629
CU2,21.40918,0.9003699
CU2,21.43096,0.8666497
CU2,21.45246,0.8510498
CU2,21.47418,0.8474053
CU2,21.49573,0.9121743
CU2,21.51701,0.9021375
CU2,21.53798,0.8857684
CU2,21.55958,0.8394816
CU2,21.58183,0.8943137
CU2,21.60256,0.7934887
CU2,21.62475,0.7903301
CU2,21.64723,0.7635494
CU2,21.6698,0.8164612
CU2,21.6912,0.7915042
CU2,21.71278,0.7464286
CU2,21.73491,0.723316
CU2,21.75748,0.793521
CU2,21.7792,0.8083628
CU2,21.8002,0.7772223
CU2,21.82277,0.8481613
CU2,21.8437,0.8772779
CU2,21.86436,0.8620535
CU2,21.8856,0.8426656
CU2,21.90753,0.8605975
CU2,21.92917,0.909115
CU2,21.95019,0.8878923
CU2,21.97168,0.8764684
CU2,21.99264,0.8587148
CU2,22.01406,0.8662052
CU2,22.03523,0.9061998
CU2,22.05661,0.875823
CU2,22.07817,0.9096771
CU2,22.09903,0.8676008
CU2,22.11994,0.8522529
CU2,22.14121,0.8269447
CU2,22.16242,0.8242331
CU2,22.18378,0.7760826
CU2,22.20543,0.8030316
CU2,22.22671,0.7634717
CU2,22.2481,0.7618864
CU2,22.26955,0.7758686
CU2,22.29081,0.8125162
CU2,22.31225,0.8152809
CU2,22.33358,0.8390244
CU2,22.35484,0.7895963
CU2,22.37635,0.8462097
CU2,22.39715,0.8269093
CU2,22.41832,0.8731373
CU2,22.43892,0.8508828
CU2,22.45976,0.8075128
CU2,22.48113,0.743987
CU2,22.50318,0.7622297
CU2,22.52444,0.7712655
CU2,22.5457,0.7584389
CU2,22.56724,0.7722235
CU2,22.58931,0.7338628
CU2,22.61169,0.7443021
CU2,22.6338,0.7277349
CU2,22.6568,0.7556254
CU2,22.67961,0.7719313
CU2,22.70161,0.7888599
CU2,22.72368,0.7745693
CU2,22.74638,0.7201604
CU2,22.76975,0.7000831
CU2,22.79286,0.7127639
CU2,22.81593,0.7163185
CU2,22.83847,0.702813
CU2,22.86203,0.6452998
CU2,22.88536,0.6635968
CU2,22.90854,0.6495273
CU2,22.93223,0.647557
CU2,22.95589,0.6381611
CU2,22.97946,0.6713862
CU2,23.00276,0.7001889
CU2,23.02589,0.6395238
CU2,23.04948,0.6942268
CU2,23.07201,0.7135124
CU2,23.09391,0.7071873
CU2,23.11654,0.6682484
CU2,23.14033,0.6708284
CU2,23.16372,0.7276172
CU2,23.18614,0.6968116
CU2,23.20868,0.6747114
CU2,23.23117,0.7022729
CU2,23.25338,0.766749
CU2,23.27482,0.6800969
CU2,23.29795,0.679729
CU2,23.32051,0.6983051
CU2,23.3427,0.7495018
CU2,23.36353,0.7475781
CU2,23.38414,0.7579645
CU2,23.4051,0.7230041
CU2,23.4268,0.7895997
CU2,23.4479,0.7565825
CU2,23.46917,0.7581467
CU2,23.49043,0.7860312
CU2,23.5113,0.813171
CU2,23.5322,0.7939006
CU2,23.55339,0.7495166
CU2,23.57499,0.7308604
CU2,23.59712,0.7272823
CU2,23.61922,0.755719
CU2,23.64071,0.7268609
CU2,23.66206,0.7629457
CU2,23.68272,0.7159114
CU2,23.70436,0.741278
CU2,23.72567,0.7324016
CU2,23.74695,0.7621726
CU2,23.76824,0.789081
CU2,23.78851,0.7718547
CU2,23.8085,0.7206542
CU2,23.82897,0.7177179
CU2,23.84942,0.7179289
CU2,23.87038,0.687011
CU2,23.89192,0.7035389
CU2,23.91302,0.7427528
CU2,23.93402,0.69149
CU2,23.95563,0.7317579
CU2,23.97591,0.7197938
CU2,23.99745,0.7698788
CU2,24.01914,0.7889315
CU2,24.04004,0.8153927
CU2,24.06109,0.7918648
CU2,24.08214,0.7929397
CU2,24.10343,0.7976859
CU2,24.1239,0.7393685
CU2,24.14529,0.7852339
CU2,24.16622,0.7733915
CU2,24.18738,0.7546716
CU2,24.20817,0.7043358
CU2,24.2293,0.7083262
CU2,24.25069,0.6601217
CU2,24.27206,0.6668159
CU2,24.29346,0.6226258
CU2,24.31458,0.6724079
CU2,24.33605,0.6417837
CU2,24.35724,0.6718918
CU2,24.37788,0.6278937
CU2,24.39909,0.6675605
CU2,24.42006,0.6823164
CU2,24.44105,0.7058155
CU2,24.46164,0.7114622
CU2,24.48272,0.7418299
CU2,24.50371,0.7755976
CU2,24.52459,0.7339734
CU2,24.54532,0.7343675
CU2,24.56594,0.6543579
CU2,24.58775,0.7174599
CU2,24.60886,0.6747904
CU2,24.63061,0.6863666
CU2,24.65157,0.6291738
CU2,24.67314,0.6554136
CU2,24.69393,0.6003454
CU2,24.71486,0.6050601
CU2,24.73605,0.5817593
CU2,24.75767,0.611263
CU2,24.7793,0.6719782
CU2,24.8003,0.5983122
CU2,24.82158,0.5822105
CU2,24.84274,0.5845479
CU2,24.86386,0.6078777
CU2,24.88498,0.5720306
CU2,24.90623,0.5888131
CU2,24.92758,0.5367338
CU2,24.94931,0.6035892
CU2,24.97036,0.6242895
CU2,24.99115,0.5916473
CU2,25.01237,0.57937
CU2,25.03436,0.5981186
CU2,25.05533,0.6058221
CU2,25.07669,0.5966849
CU2,25.0979,0.6182656
CU2,25.11937,0.5828289
CU2,25.14089,0.6095386
CU2,25.16263,0.5521777
CU2,25.18462,0.5168499
CU2,25.20732,0.472823
CU2,25.23,0.4994456
CU2,25.252,0.4941934
CU2,25.27509,0.4720112
CU2,25.29844,0.5167359
CU2,25.32173,0.5080208
CU2,25.34545,0.5016146
CU2,25.3692,0.4930187
CU2,25.39249,0.4877935
CU2,25.41659,0.4436267
CU2,25.43991,0.4673193
CU2,25.46328,0.4370532
CU2,25.48716,0.4473051
CU2,25.51085,0.42767
CU2,25.53449,0.3818536
CU2,25.55828,0.3729237
CU2,25.58182,0.3823062
CU2,25.60531,0.3821368
CU2,25.62885,0.4003661
CU2,25.65159,0.4139387
CU2,25.6745,0.4117325
CU2,25.69732,0.4077887
CU2,25.7198,0.4112005
CU2,25.74143,0.4378269
CU2,25.76276,0.4096028
CU2,25.78429,0.408345
CU2,25.80568,0.4331819
CU2,25.82728,0.4214454
CU2,25.84872,0.4184795
CU2,25.87021,0.4172495
CU2,25.89168,0.4407237
CU2,25.91316,0.4366501
CU2,25.93449,0.405959
CU2,25.957,0.3906533
CU2,25.97935,0.3823088
CU2,26.00144,0.4087614
CU2,26.02283,0.3823905
CU2,26.0439,0.4063557
CU2,26.06462,0.3391142
CU2,26.08663,0.3507666
CU2,26.10875,0.3137435
CU2,26.12958,0.3008185
CU2,26.15165,0.3126194
CU2,26.17358,0.3355275
CU2,26.19452,0.3283129
CU2,26.21562,0.2789868
CU2,26.23818,0.2892471
CU2,26.25985,0.25832
CU2,26.28317,0.2820125
CU2,26.3035,0.2947336
CU2,26.32377,0.3035862
CU2,26.34603,0.2912765
CU2,26.36781,0.3181345
CU2,26.3886,0.2840639
CU2,26.41071,0.2945861
CU2,26.43288,0.289861
CU2,26.45435,0.2598996
CU2,26.47696,0.3102425
CU2,26.4962,0.3038608
CU2,26.51938,0.2772247
CU2,26.54246,0.3100407
CU2,26.56343,0.3263423
CU2,26.58486,0.2953874
CU2,26.60675,0.2690516
CU2,26.62817,0.2667556
CU2,26.64863,0.250575
CU2,26.67025,0.2825045
CU2,26.69082,0.2267674
CU2,26.71295,0.2151094
CU2,26.73282,0.1832474
CU2,26.75416,0.1537748
CU2,26.77684,0.1740797
CU2,26.79779,0.1348428
CU2,26.81942,0.1622681
CU2,26.84127,0.1518017
CU2,26.86395,0.1769917
CU2,26.88438,0.16143
CU2,26.90657,0.1875751
CU2,26.92893,0.2002763
CU2,26.95127,0.2261304
CU2,26.97286,0.2274542
CU2,26.99341,0.1994444
CU2,27.01494,0.2356145
CU2,27.03552,0.2277715
CU2,27.05606,0.2102015
CU2,27.07765,0.1913067
CU2,27.10034,0.2207384
CU2,27.12063,0.1700975
CU2,27.14117,0.1545908
CU2,27.16303,0.1205008
CU2,27.18466,0.1287768
CU2,27.20686,0.1470361
CU2,27.22734,0.1516258
CU2,27.24895,0.1397345
CU2,27.27047,0.1492528
CU2,27.29231,0.1068956
CU2,27.31388,0.1096958
CU2,27.33526,0.1568505
CU2,27.35689,0.1229541
CU2,27.37825,0.15924
CU2,27.3985,0.1274614
CU2,27.41912,0.0761616
CU2,27.44282,0.05289481
CU2,27.46388,0.0762343
CU2,27.48655,0.1008241
CU2,27.50635,0.138119
CU2,27.52782,0.08890954
CU2,27.55099,0.06698312
CU2,27.57351,0.0892123
CU2,27.59563,0.09626632
CU2,27.61863,0.07657179
CU2,27.64159,0.09395302
CU2,27.66299,0.08163219
CU2,27.68645,0.04783311
CU2,27.70886,0.03448296
CU2,27.73276,0.01565907
CU2,27.75486,0.04762398
CU2,27.77665,0.0510788
CU2,27.79983,0.06214226
CU2,27.82176,0.05142128
CU2,27.84414,0.07609412
CU2,27.86641,0.08770233
CU2,27.89,0.103124
CU2,27.91271,0.1582721
CU2,27.93421,0.1449647
CU2,27.95686,0.1873943
CU2,27.97871,0.162477
CU2,28.00231,0.1891869
CU2,28.02393,0.1538829
CU2,28.04685,0.1431552
CU2,28.06987,0.1241183
CU2,28.09249,0.1586483
CU2,28.11394,0.1127413
CU2,28.13635,0.07079194
CU2,28.15959,0.07175896
CU2,28.18138,0.07173599
CU2,28.20457,0.09438302
CU2,28.22616,0.07146829
CU2,28.24878,0.09428905
CU2,28.27088,0.1044601
CU2,28.29234,0.1320572
CU2,28.31442,0.09189804
CU2,28.33632,0.1256268
CU2,28.35806,0.1222637
CU2,28.38011,0.1252052
CU2,28.40251,0.1105314
CU2,28.42433,0.06417444
CU2,28.4465,0.06165411
CU2,28.46844,0.03869474
CU2,28.49059,0.03550849
CU2,28.51282,0.02605876
CU2,28.53461,0.03223817
CU2,28.55623,0.04989628
CU2,28.57776,0.06280156
CU2,28.60024,0.05211111
CU2,28.62177,0.04003585
CU2,28.64375,0.0454426
CU2,28.66627,0.08210994
CU2,28.68853,0.09108554
CU2,28.71048,0.08946203
CU2,28.73253,0.09979754
CU2,28.75456,0.1066939
CU2,28.77719,0.07535807
CU2,28.79987,0.08983716
CU2,28.82156,0.1234915
CU2,28.84342,0.1237681
CU2,28.86571,0.1586546
CU2,28.88699,0.121146
CU2,28.90842,0.1364505
CU2,28.93059,0.1040666
CU2,28.95218,0.09233908
CU2,28.97434,0.066032
CU2,28.99588,0.07927387
CU2,29.01759,0.06771959
CU2,29.03923,0.07967096
CU2,29.06168,0.08284934
CU2,29.083,0.0624429
CU2,29.10477,0.05696785
CU2,29.12623,0.05935204
CU2,29.14813,0.08814168
CU2,29.1703,0.1070707
CU2,29.19222,0.1140063
CU2,29.21361,0.08126328
CU2,29.23593,0.06896578
CU2,29.25766,0.03895111
CU2,29.27897,0.09477707
CU2,29.3005,0.07513963
CU2,29.32347,0.05522979
CU2,29.34534,0.02859645
CU2,29.36772,0.05877819
CU2,29.39058,0.04124069
CU2,29.41228,0.03780811
CU2,29.4361,0.03384757
CU2,29.45893,0.00467594
CU2,29.482,-0.0003729731
CU2,29.50538,-0.03981126
CU2,29.52837,-0.03758934
CU2,29.54948,-0.03204927
CU2,29.5731,-0.03820087
CU2,29.59483,-0.04395361
CU2,29.61689,-0.04140004
CU2,29.64016,-0.04400744
CU2,29.66183,-0.03083652
CU2,29.6837,0.002941878
CU2,29.70603,0.09116746
CU2,29.72885,0.04354856
CU2,29.75238,0.04683581
CU2,29.77676,0.09968659
CU2,29.80086,0.09636902
CU2,29.82482,0.06307917
CU2,29.84747,0.03525996
CU2,29.87081,0.06025813
CU2,29.89418,0.1046011
CU2,29.91721,0.1020051
CU2,29.94005,0.0276059
CU2,29.96226,0.02063939
CU2,29.98431,0.02955772
CU2,30.0059,-0.02012505
CU2,30.02713,0.004017237
CU2,30.04858,0.02346585
CU2,30.07081,0.02699074
CU2,30.09234,0.05072895
CU2,30.11383,0.04733173
CU2,30.13552,0.06316762
CU2,30.15745,0.01858169
CU2,30.17979,0.06911559
CU2,30.20179,0.08046716
CU2,30.22362,0.07458231
CU2,30.2454,0.07455008
CU2,30.26716,0.07306435
CU2,30.28907,0.06605062
CU2,30.31069,0.04419982
CU2,30.33269,0.0007637617
CU2,30.35432,0.001310787
CU2,30.37591,-0.003696069
CU2,30.39684,0.02452557
CU2,30.41828,0.02363524
CU2,30.43977,0.04127696
CU2,30.46107,-0.004538802
CU2,30.48286,-0.01786291
CU2,30.50412,0.005657798
CU2,30.52589,0.004695585
CU2,30.54736,0.01008141
CU2,30.56893,0.02109926
CU2,30.5904,0.05894639
CU2,30.61209,0.002002718
CU2,30.63344,-0.03066164
CU2,30.65503,-0.02989546
CU2,30.67665,0.007117783
CU2,30.6981,0.01024932
CU2,30.71958,0.03824235
CU2,30.74074,0.04903252
CU2,30.76194,0.08570109
CU2,30.78332,0.09200268
CU2,30.80491,0.05805301
CU2,30.82644,0.108577
CU2,30.84811,0.08834782
CU2,30.86902,0.09922739
CU2,30.89007,0.06458464
CU2,30.9112,0.09259668
CU2,30.93226,0.08786826
CU2,30.95355,0.06088971
CU2,30.97479,0.02465542
CU2,30.99642,0.02777952
CU2,31.01705,0.03775606
CU2,31.03802,0.04044063
CU2,31.05916,0.06359508
CU2,31.08063,0.04195159
CU2,31.10231,0.08674853
CU2,31.1234,0.08085168
CU2,31.14517,0.08951839
CU2,31.16635,0.06593174
CU2,31.18774,0.09644521
CU2,31.20851,0.08029247
CU2,31.22979,0.08612191
CU2,31.25114,0.07198046
CU2,31.27255,0.05222426
CU2,31.29342,0.05566792
CU2,31.31477,0.05506192
CU2,31.33634,0.06370183
CU2,31.35724,-0.003409024
CU2,31.37846,0.04132718
CU2,31.39961,0.0202081
CU2,31.42108,0.006730572
CU2,31.44241,0.01829939
CU2,31.46364,-0.02564478
CU2,31.4849,-0.001546353
CU2,31.50707,0.01738067
CU2,31.52734,0.02007981
CU2,31.54815,0.002659558
CU2,31.56944,0.02195558
CU2,31.59096,-0.0004380023
CU2,31.61186,0.005901981
CU2,31.63361,-0.002106763
CU2,31.65566,0.02958433
CU2,31.67702,0.03646072
CU2,31.69878,0.05066965
CU2,31.71953,0.01543124
CU2,31.74219,0.04429669
CU2,31.76438,-0.003026825
CU2,31.78639,0.04791179
CU2,31.80829,0.04958771
CU2,31.83061,0.07312407
CU2,31.85264,0.06565935
CU2,31.87471,0.03955343
CU2,31.89739,0.02686275
CU2,31.91954,0.04526628
CU2,31.94234,0.04681007
CU2,31.96456,0.0004275927
CU2,31.98712,0.005689257
CU2,32.00876,-0.007983917
CU2,32.03162,0.00657892
CU2,32.05262,-0.02733371
CU2,32.07435,-0.04643316
CU2,32.09644,-0.01312369
CU2,32.11932,0.0295794
CU2,32.14086,0.006321854
CU2,32.16154,0.02420557
CU2,32.18314,0.02930991
CU2,32.20343,0.06218908
CU2,32.22529,0.04853339
CU2,32.2461,0.03960042
CU2,32.27002,0.05291343
CU2,32.29157,0.07327985
CU2,32.31317,0.04595377
CU2,32.33365,0.01804241
CU2,32.35556,-0.001570788
CU2,32.37861,0.00164067
CU2,32.40092,0.004106865
CU2,32.42296,0.01910438
CU2,32.44489,0.03096255
CU2,32.46673,0.03343205
CU2,32.48717,-0.009640262
CU2,32.50816,0.04069401
CU2,32.52885,0.02454835
CU2,32.54945,0.04932581
CU2,32.57013,0.03490073
CU2,32.59058,0.08724751
CU2,32.61075,0.05098948
CU2,32.6319,0.05530306
CU2,32.65287,0.03235786
CU2,32.67368,0.02193341
CU2,32.69417,0.06948239
CU2,32.71536,0.03711089
CU2,32.73674,0.02719928
CU2,32.758,0.01876965
CU2,32.77887,0.0431276
CU2,32.80046,0.006904273
CU2,32.8216,0.03546299
CU2,32.84283,0.02724059
CU2,32.86381,0.006924693
CU2,32.88444,0.01687703
CU2,32.90613,-0.0119744
CU2,32.92735,-0.02642311
