test_id,Ed_prc,Gtan/fe/fp
CD2,43.60839,-0.01185366
CD2,43.63262,-0.01136783
CD2,43.65652,-0.05161474
CD2,43.68074,-0.02190683
CD2,43.70517,-0.05450668
CD2,43.72894,-0.08917225
CD2,43.75351,0.0009467832
CD2,43.77763,-0.06527861
CD2,43.80163,-0.0452023
CD2,43.8258,-0.03819312
CD2,43.84954,-0.07409756
CD2,43.87406,-0.08994006
CD2,43.89765,-0.07632642
CD2,43.92176,-0.07167929
CD2,43.94564,-0.02704037
CD2,43.97037,-0.07975266
CD2,43.99437,-0.108497
CD2,44.01893,-0.06744452
CD2,44.04209,-0.0617701
CD2,44.06691,-0.04075058
CD2,44.09207,-0.08102253
CD2,44.11614,-0.07312378
CD2,44.14047,-0.04910045
CD2,44.16462,-0.06961655
CD2,44.1875,-0.0793904
CD2,44.21032,-0.01371262
CD2,44.23353,-0.003633259
CD2,44.2565,-0.02763481
CD2,44.28142,-0.02343312
CD2,44.30432,-0.04559488
CD2,44.32738,0.02791624
CD2,44.34969,0.01528144
CD2,44.37414,0.01072039
CD2,44.39835,-0.01158004
CD2,44.42311,-0.02184618
CD2,44.44794,-0.05600082
CD2,44.47091,-0.04221462
CD2,44.49423,-0.05678832
CD2,44.51786,-0.0825594
CD2,44.54161,-0.08901386
CD2,44.56506,-0.0700717
CD2,44.58967,-0.03205083
CD2,44.6127,-0.03503851
CD2,44.63615,-0.01242683
CD2,44.65984,0.02362663
CD2,44.68272,0.003771426
CD2,44.70717,-0.00660975
CD2,44.73138,-0.002380822
CD2,44.75461,0.002447433
CD2,44.77819,0.01986432
CD2,44.80216,-0.006801942
CD2,44.82571,-0.02859898
CD2,44.8493,-0.01834403
CD2,44.87213,-0.03549035
CD2,44.8952,0.002065825
CD2,44.91662,-0.01590698
CD2,44.9358,-0.02501854
CD3,0.02271809,16.37359
CD3,0.0287738,15.88725
CD3,0.03827359,14.41973
CD3,0.04982886,13.87047
CD3,0.06292333,12.3109
CD3,0.07711862,11.84456
CD3,0.09089713,10.23871
CD3,0.1060281,9.841286
CD3,0.1208847,9.115307
CD3,0.13622,8.344485
CD3,0.1521043,8.084639
CD3,0.1676897,7.38767
CD3,0.1839784,7.135559
CD3,0.1999772,6.729616
CD3,0.2162172,6.568994
CD3,0.2321697,5.914499
CD3,0.2491473,5.793279
CD3,0.2658018,5.394077
CD3,0.2831273,5.055368
CD3,0.3008998,4.960573
CD3,0.3183447,4.715446
CD3,0.3359572,4.516757
CD3,0.3537961,4.296726
CD3,0.3719803,4.094005
CD3,0.3903665,3.882947
CD3,0.408978,3.743028
CD3,0.4278478,3.673858
CD3,0.4465401,3.5082
CD3,0.4654572,3.428552
CD3,0.4840207,3.318696
CD3,0.5028755,3.166587
CD3,0.5221397,3.005498
CD3,0.541892,3.031914
CD3,0.5609208,2.951376
CD3,0.5799411,2.824017
CD3,0.5995903,2.72257
CD3,0.6192943,2.644161
CD3,0.639066,2.714642
CD3,0.6581044,2.604946
CD3,0.6775354,2.578402
CD3,0.6967198,2.282456
CD3,0.7176961,2.335897
CD3,0.7378492,2.246011
CD3,0.7585195,2.165994
CD3,0.7795643,2.348998
CD3,0.7982011,2.124076
CD3,0.8186448,2.130591
CD3,0.8387277,2.006887
CD3,0.8593604,1.975283
CD3,0.8801936,1.89363
CD3,0.9013731,2.009431
CD3,0.9211253,1.941317
CD3,0.9412751,1.815379
CD3,0.9620259,1.834232
CD3,0.9827411,1.735817
CD3,1.004128,1.854839
CD3,1.023674,1.705032
CD3,1.044521,1.62077
CD3,1.066436,1.621439
CD3,1.087866,1.632025
CD3,1.10909,1.624157
CD3,1.130015,1.586408
CD3,1.151105,1.584578
CD3,1.172091,1.549397
CD3,1.192839,1.426137
CD3,1.215234,1.470893
CD3,1.236938,1.420848
CD3,1.25864,1.5085
CD3,1.27921,1.395235
CD3,1.300716,1.404576
CD3,1.32213,1.320394
CD3,1.343925,1.368073
CD3,1.365408,1.280397
CD3,1.387185,1.311477
CD3,1.408816,1.358691
CD3,1.429361,1.302592
CD3,1.450962,1.215966
CD3,1.473297,1.249887
CD3,1.4949,1.243182
CD3,1.51614,1.157774
CD3,1.538328,1.203213
CD3,1.559967,1.162939
CD3,1.58182,1.204905
CD3,1.603244,1.136781
CD3,1.625156,1.066553
CD3,1.64829,1.026206
CD3,1.671566,1.147939
CD3,1.692702,1.068744
CD3,1.714924,1.106078
CD3,1.736563,1.083417
CD3,1.758423,1.083305
CD3,1.779957,1.055936
CD3,1.802013,0.9599467
CD3,1.82523,1.009313
CD3,1.847872,1.033044
CD3,1.869699,1.023558
CD3,1.891819,0.9795478
CD3,1.914551,0.9704636
CD3,1.936843,0.9208492
CD3,1.96032,0.9820035
CD3,1.982503,0.9491396
CD3,2.005365,0.9441232
CD3,2.027658,0.9934779
CD3,2.049244,0.9642525
CD3,2.071206,0.9061601
CD3,2.094009,0.9225008
CD3,2.116068,0.9016419
CD3,2.138438,0.886781
CD3,2.161508,0.88856
CD3,2.183865,0.8553389
CD3,2.206871,0.8327423
CD3,2.230023,0.8282107
CD3,2.253428,0.8271349
CD3,2.276507,0.819007
CD3,2.299452,0.8243733
CD3,2.322187,0.835726
CD3,2.344858,0.8342945
CD3,2.367156,0.828975
CD3,2.389495,0.7950481
CD3,2.412516,0.8024032
CD3,2.435274,0.7565454
CD3,2.458903,0.7827523
CD3,2.481585,0.7811612
CD3,2.504145,0.7385588
CD3,2.527881,0.7778175
CD3,2.550557,0.7246973
CD3,2.574067,0.7072587
CD3,2.59772,0.6994515
CD3,2.621511,0.7286566
CD3,2.644454,0.691366
CD3,2.667857,0.7494659
CD3,2.690132,0.7105425
CD3,2.713152,0.685082
CD3,2.736654,0.7066678
CD3,2.759188,0.6585814
CD3,2.78319,0.6851882
CD3,2.80649,0.6870657
CD3,2.829456,0.6654838
CD3,2.85287,0.638083
CD3,2.876468,0.671518
CD3,2.89965,0.6453825
CD3,2.92329,0.6265712
CD3,2.94718,0.6362011
CD3,2.970724,0.6447909
CD3,2.994112,0.640154
CD3,3.01712,0.6181025
CD3,3.040649,0.6069012
CD3,3.064593,0.6276905
CD3,3.087676,0.618686
CD3,3.11114,0.5984014
CD3,3.134982,0.5833499
CD3,3.159083,0.5920395
CD3,3.182747,0.5975799
CD3,3.206104,0.6027259
CD3,3.229355,0.5744635
CD3,3.253125,0.58278
CD3,3.27623,0.573131
CD3,3.299331,0.5499564
CD3,3.323284,0.5669994
CD3,3.346639,0.5586688
CD3,3.369653,0.5683316
CD3,3.392164,0.5684042
CD3,3.414935,0.5470215
CD3,3.438123,0.5425992
CD3,3.461922,0.5444777
CD3,3.485564,0.5348233
CD3,3.509571,0.5665895
CD3,3.532346,0.5467638
CD3,3.555909,0.5225755
CD3,3.579921,0.5344547
CD3,3.604016,0.527982
CD3,3.627952,0.5298374
CD3,3.651498,0.5425575
CD3,3.674509,0.522843
CD3,3.69715,0.5229678
CD3,3.720073,0.5334735
CD3,3.742582,0.4930745
CD3,3.766605,0.5031054
CD3,3.789021,0.5510692
CD3,3.811301,0.5014724
CD3,3.833949,0.4930882
CD3,3.856523,0.5001709
CD3,3.879571,0.485007
CD3,3.903186,0.4909127
CD3,3.926994,0.4843506
CD3,3.950212,0.4665117
CD3,3.974284,0.4927981
CD3,3.997294,0.497258
CD3,4.020727,0.4644746
CD3,4.04371,0.4780901
CD3,4.067084,0.4573068
CD3,4.091031,0.4630781
CD3,4.114554,0.4428785
CD3,4.13848,0.4473115
CD3,4.162086,0.4687492
CD3,4.185073,0.4500683
CD3,4.208424,0.4455314
CD3,4.231786,0.4202711
CD3,4.255738,0.421947
CD3,4.28023,0.4503658
CD3,4.303572,0.4582155
CD3,4.32627,0.4272208
CD3,4.350064,0.4451366
CD3,4.373682,0.4209354
CD3,4.397362,0.404035
CD3,4.422207,0.4481382
CD3,4.445035,0.4142766
CD3,4.468855,0.4459519
CD3,4.491699,0.4290862
CD3,4.514496,0.4092235
CD3,4.537701,0.3879916
CD3,4.562232,0.4161218
CD3,4.585392,0.4024845
CD3,4.608682,0.4257217
CD3,4.631531,0.4140377
CD3,4.654384,0.3675764
CD3,4.679165,0.4278675
CD3,4.702236,0.383661
CD3,4.726965,0.3855675
CD3,4.751629,0.3929255
CD3,4.775409,0.4098589
CD3,4.797381,0.369015
CD3,4.821442,0.3871145
CD3,4.844513,0.3746624
CD3,4.867667,0.3554866
CD3,4.891952,0.3801184
CD3,4.914173,0.3248187
CD3,4.939307,0.3750488
CD3,4.961456,0.3754086
CD3,4.984267,0.3548587
CD3,5.008225,0.3638974
CD3,5.033524,0.380358
CD3,5.057119,0.3474139
CD3,5.081501,0.3564133
CD3,5.106217,0.3767105
CD3,5.129329,0.3428725
CD3,5.154238,0.3855621
CD3,5.176586,0.3500237
CD3,5.201015,0.3523797
CD3,5.224574,0.350347
CD3,5.248226,0.3396711
CD3,5.271202,0.3324248
CD3,5.294723,0.3501459
CD3,5.31792,0.3328218
CD3,5.341109,0.3319303
CD3,5.364515,0.3606837
CD3,5.387381,0.3148525
CD3,5.411741,0.3233084
CD3,5.435498,0.3140302
CD3,5.459259,0.3037232
CD3,5.483061,0.3222071
CD3,5.507035,0.3159465
CD3,5.530789,0.3172089
CD3,5.554577,0.3182908
CD3,5.578342,0.3284122
CD3,5.602247,0.3093245
CD3,5.626483,0.3243789
CD3,5.649846,0.3127481
CD3,5.673298,0.3146837
CD3,5.696913,0.3082406
CD3,5.72025,0.3109561
CD3,5.743777,0.3151528
CD3,5.767038,0.2974584
CD3,5.790645,0.2686529
CD3,5.814457,0.2901215
CD3,5.8379,0.2767306
CD3,5.86118,0.2821057
CD3,5.885101,0.271702
CD3,5.909085,0.2827363
CD3,5.9331,0.287697
CD3,5.957131,0.298383
CD3,5.980818,0.2827205
CD3,6.004685,0.2963195
CD3,6.028517,0.287381
CD3,6.052481,0.2703341
CD3,6.076268,0.3018106
CD3,6.100202,0.2995353
CD3,6.123886,0.3007846
CD3,6.147506,0.2821753
CD3,6.171091,0.3015144
CD3,6.194737,0.2642619
CD3,6.218496,0.2766855
CD3,6.242539,0.2603025
CD3,6.266493,0.2783461
CD3,6.290317,0.2675188
CD3,6.314158,0.2628415
CD3,6.337964,0.2509397
CD3,6.361752,0.2630054
CD3,6.385586,0.2417556
CD3,6.409971,0.2436152
CD3,6.434094,0.2538086
CD3,6.457744,0.2450218
CD3,6.482005,0.2633346
CD3,6.506033,0.2596306
CD3,6.529909,0.2544449
CD3,6.554135,0.2456479
CD3,6.578279,0.23885
CD3,6.602644,0.2207257
CD3,6.626389,0.2483754
CD3,6.649704,0.2351997
CD3,6.673381,0.2366376
CD3,6.697371,0.231481
CD3,6.720657,0.2269177
CD3,6.744138,0.2424692
CD3,6.767705,0.2369648
CD3,6.791151,0.2161522
CD3,6.815068,0.2364693
CD3,6.838469,0.2486345
CD3,6.862282,0.2258434
CD3,6.886601,0.2271489
CD3,6.910637,0.2255486
CD3,6.935055,0.2121902
CD3,6.959512,0.2351304
CD3,6.983816,0.1950561
CD3,7.007583,0.2219176
CD3,7.031088,0.2346696
CD3,7.054438,0.2149545
CD3,7.078966,0.220875
CD3,7.103602,0.2358709
CD3,7.12737,0.2203246
CD3,7.150688,0.2306635
CD3,7.174853,0.265909
CD3,7.197505,0.2257309
CD3,7.221788,0.2514843
CD3,7.245209,0.2111889
CD3,7.269533,0.2140156
CD3,7.293773,0.2187622
CD3,7.31778,0.216955
CD3,7.341422,0.2252992
CD3,7.364782,0.2280665
CD3,7.389243,0.2233649
CD3,7.41317,0.1903705
CD3,7.438069,0.1879349
CD3,7.461622,0.2014316
CD3,7.486375,0.2014321
CD3,7.510409,0.2135885
CD3,7.533785,0.2180435
CD3,7.556852,0.1880622
CD3,7.580361,0.1735998
CD3,7.604764,0.1783166
CD3,7.628818,0.1598317
CD3,7.65261,0.20186
CD3,7.676547,0.2028305
CD3,7.70019,0.1861517
CD3,7.724074,0.2053524
CD3,7.748111,0.1793962
CD3,7.772478,0.1727519
CD3,7.796797,0.1857221
CD3,7.821219,0.2043501
CD3,7.845217,0.1641633
CD3,7.86941,0.1762325
CD3,7.893523,0.1801195
CD3,7.916982,0.1891813
CD3,7.94054,0.1674174
CD3,7.964713,0.1763732
CD3,7.988674,0.1924377
CD3,8.012677,0.1821303
CD3,8.036619,0.1675439
CD3,8.060466,0.1571964
CD3,8.08448,0.1859
CD3,8.108353,0.1889175
CD3,8.131891,0.1363463
CD3,8.156321,0.1538562
CD3,8.180947,0.158328
CD3,8.20488,0.1671389
CD3,8.228882,0.139921
CD3,8.252765,0.1425322
CD3,8.276613,0.1576465
CD3,8.300543,0.1751852
CD3,8.324775,0.1709344
CD3,8.348534,0.1586875
CD3,8.372608,0.1647372
CD3,8.396679,0.16871
CD3,8.420579,0.1647752
CD3,8.444297,0.1492679
CD3,8.468188,0.1644567
CD3,8.492437,0.1901547
CD3,8.516563,0.1575151
CD3,8.540628,0.1877292
CD3,8.564237,0.1407365
CD3,8.588391,0.1810517
CD3,8.612341,0.1539081
CD3,8.636399,0.171468
CD3,8.660733,0.1610785
CD3,8.685167,0.1840854
CD3,8.709453,0.1587513
CD3,8.733588,0.1627886
CD3,8.757627,0.1614621
CD3,8.781791,0.139008
CD3,8.806006,0.14981
CD3,8.829945,0.1555617
CD3,8.853878,0.1403853
CD3,8.878095,0.1595289
CD3,8.901696,0.1581
CD3,8.92562,0.1406922
CD3,8.949931,0.1436356
CD3,8.973904,0.1662226
CD3,8.998016,0.1414178
CD3,9.022002,0.1486005
CD3,9.046001,0.1617497
CD3,9.070411,0.1576425
CD3,9.094758,0.1785166
CD3,9.118562,0.1421151
CD3,9.142886,0.1493158
CD3,9.166844,0.1539057
CD3,9.19063,0.1381099
CD3,9.214712,0.1171942
CD3,9.23843,0.1514597
CD3,9.262529,0.1501338
CD3,9.286387,0.1418868
CD3,9.309574,0.1259258
CD3,9.332964,0.1147241
CD3,9.35749,0.110569
CD3,9.381984,0.1117972
CD3,9.406409,0.1025252
CD3,9.430759,0.1024522
CD3,9.454696,0.1019797
CD3,9.479435,0.0961877
CD3,9.503827,0.08106032
CD3,9.528028,0.1017636
CD3,9.552939,0.1048062
CD3,9.57748,0.1306806
CD3,9.601178,0.1033079
CD3,9.624598,0.119991
CD3,9.648551,0.1405163
CD3,9.672278,0.127066
CD3,9.696611,0.1170073
CD3,9.720534,0.1616154
CD3,9.74427,0.1063145
CD3,9.768666,0.1333963
CD3,9.792615,0.09227294
CD3,9.816571,0.09287965
CD3,9.841036,0.1069863
CD3,9.865599,0.1164817
CD3,9.889747,0.08222115
CD3,9.914264,0.1286839
CD3,9.938465,0.1021725
CD3,9.96243,0.09449832
CD3,9.986726,0.1241442
CD3,10.01071,0.1185074
CD3,10.03484,0.1096625
CD3,10.05932,0.1418079
CD3,10.08316,0.1228732
CD3,10.10718,0.1186154
CD3,10.13099,0.1302989
CD3,10.15482,0.127589
CD3,10.1787,0.1186193
CD3,10.20354,0.1181942
CD3,10.22802,0.1175845
CD3,10.25248,0.1009017
CD3,10.27714,0.09675258
CD3,10.30143,0.08374589
CD3,10.32618,0.08393759
CD3,10.35055,0.09308922
CD3,10.37514,0.07157451
CD3,10.39964,0.07164706
CD3,10.42445,0.08430274
CD3,10.44846,0.09330436
CD3,10.47246,0.08672359
CD3,10.49697,0.09350437
CD3,10.52125,0.1076385
CD3,10.54584,0.1094938
CD3,10.56985,0.09696872
CD3,10.59399,0.09119005
CD3,10.61831,0.09888561
CD3,10.64268,0.1112905
CD3,10.6668,0.09984212
CD3,10.69165,0.08611645
CD3,10.71648,0.0750821
CD3,10.74075,0.07287503
CD3,10.76425,0.05809864
CD3,10.78875,0.06642815
CD3,10.81249,0.08160219
CD3,10.83645,0.08922688
CD3,10.86085,0.07318783
CD3,10.88529,0.05732819
CD3,10.90981,0.05664821
CD3,10.93408,0.04844165
CD3,10.95857,0.08420554
CD3,10.98311,0.06677318
CD3,11.0081,0.09555837
CD3,11.03213,0.07426427
CD3,11.0572,0.07635257
CD3,11.08214,0.06436372
CD3,11.10682,0.07707
CD3,11.13127,0.07829529
CD3,11.15547,0.1053564
CD3,11.17945,0.0960506
CD3,11.20301,0.08440863
CD3,11.2266,0.086366
CD3,11.25118,0.08064162
CD3,11.27563,0.04927587
CD3,11.29971,0.09018872
CD3,11.32391,0.06621034
CD3,11.34849,0.07584289
CD3,11.37274,0.05384062
CD3,11.39707,0.06651303
CD3,11.42141,0.04660083
CD3,11.44617,0.05919773
CD3,11.47099,0.03706412
CD3,11.4956,0.08390871
CD3,11.51979,0.09458359
CD3,11.54412,0.05287726
CD3,11.56885,0.06473413
CD3,11.59266,0.05720451
CD3,11.6172,0.07075354
CD3,11.64171,0.04094045
CD3,11.6662,0.08478602
CD3,11.69071,0.08212538
CD3,11.71524,0.0787705
CD3,11.73933,0.04193935
CD3,11.76401,0.05939459
CD3,11.78879,0.05152488
CD3,11.81323,0.04445171
CD3,11.83801,0.04700849
CD3,11.86228,0.06466917
CD3,11.88688,0.077072
CD3,11.91159,0.04969265
CD3,11.93607,0.05192232
CD3,11.96066,0.05130171
CD3,11.98514,0.0617371
CD3,12.00979,0.06449316
CD3,12.03451,0.08514643
CD3,12.05885,0.06976429
CD3,12.08319,0.06306312
CD3,12.10787,0.0369824
CD3,12.13255,0.05361902
CD3,12.15682,0.06035499
CD3,12.18132,0.04670037
CD3,12.20594,0.04857211
CD3,12.23093,0.05160923
CD3,12.25534,0.03650762
CD3,12.27971,0.04583563
CD3,12.30435,0.0298502
CD3,12.32928,0.04524787
CD3,12.35395,0.06665045
CD3,12.37854,0.04417452
CD3,12.40342,0.04395671
CD3,12.42814,0.03547335
CD3,12.45267,0.07218837
CD3,12.47716,0.03706752
CD3,12.50183,0.05781805
CD3,12.52659,0.04137322
CD3,12.55156,0.06150942
CD3,12.5758,0.03236471
CD3,12.6001,0.01199302
CD3,12.6242,0.03006335
CD3,12.64814,0.03996742
CD3,12.67302,0.0358323
CD3,12.69801,0.0272538
CD3,12.72204,0.02287329
CD3,12.74677,0.01414201
CD3,12.77105,0.01505663
CD3,12.79522,0.02977364
CD3,12.82047,0.06165622
CD3,12.84568,0.07268489
CD3,12.87061,0.03630843
CD3,12.89604,0.03093887
CD3,12.92026,0.04465419
CD3,12.94427,0.0405078
CD3,12.96938,0.09221751
CD3,12.99393,0.08235328
CD3,13.01877,0.06699485
CD3,13.04377,0.04040736
CD3,13.0681,0.04670448
CD3,13.09234,0.02449663
CD3,13.11716,0.04930964
CD3,13.1415,0.04066351
CD3,13.16623,0.05175932
CD3,13.19117,0.04814146
CD3,13.21563,0.01280376
CD3,13.24021,0.02483499
CD3,13.26494,0.02907748
CD3,13.28943,0.07251329
CD3,13.31414,0.04164412
CD3,13.33893,0.05470341
CD3,13.3635,0.05617627
CD3,13.38825,0.0401384
CD3,13.41299,0.01806843
CD3,13.43778,0.05327609
CD3,13.4625,0.03897362
CD3,13.48699,0.03770903
CD3,13.51171,0.02940399
CD3,13.53659,-0.003737625
CD3,13.56127,0.01883541
CD3,13.586,0.01043719
CD3,13.61037,0.01757288
CD3,13.63507,0.04001883
CD3,13.66,0.02824561
CD3,13.68485,-0.001302963
CD3,13.70979,0.01345467
CD3,13.73463,-0.01376323
CD3,13.75898,0.02802833
CD3,13.78344,0.0636937
CD3,13.80766,0.05127882
CD3,13.83192,0.04468552
CD3,13.85679,0.03433625
CD3,13.88114,0.03137317
CD3,13.90467,0.05377214
CD3,13.92856,0.03782504
CD3,13.95264,0.03633832
CD3,13.97661,0.05534263
CD3,14.00173,0.02631237
CD3,14.0262,-0.003012008
CD3,14.05052,-0.001018421
CD3,14.07487,0.03779024
CD3,14.09962,0.0002094671
CD3,14.12412,-0.002835354
CD3,14.14884,0.01454483
CD3,14.17322,0.01407814
CD3,14.19744,0.0298266
CD3,14.22281,0.02278389
CD3,14.24654,0.04674327
CD3,14.2711,0.04751234
CD3,14.29583,0.02774654
CD3,14.32073,-0.01419304
CD3,14.34487,0.01993656
CD3,14.36951,0.002286365
CD3,14.39427,0.002221673
CD3,14.41934,0.01989752
CD3,14.4442,-0.01309816
CD3,14.46841,0.004785456
CD3,14.49321,-0.03783377
CD3,14.51774,0.0001061804
CD3,14.54253,-0.0001039122
CD3,14.56711,0.02689035
CD3,14.59168,0.001570646
CD3,14.61611,0.03377118
CD3,14.64074,0.01271826
CD3,14.66502,0.01110215
CD3,14.68926,0.01519782
CD3,14.71372,0.007329114
CD3,14.73833,0.0261868
CD3,14.76279,-0.0005346064
CD3,14.78685,0.007474377
CD3,14.81086,0.001839965
CD3,14.83526,-0.0006207448
CD3,14.8599,0.008288912
CD3,14.88399,-0.004972832
CD3,14.90837,-0.009561374
CD3,14.93354,-0.01523994
CD3,14.958,-0.03348872
CD3,14.98219,-0.03463043
CD3,15.00646,-0.03124589
CD3,15.03065,-0.006536923
CD3,15.05522,-0.005182851
CD3,15.07949,0.0269929
CD3,15.10339,-0.01570861
CD3,15.12794,-0.003646941
CD3,15.15226,0.01165592
CD3,15.17597,0.002417634
CD3,15.20018,0.01098559
CD3,15.22466,0.01475997
CD3,15.24881,0.01598397
CD3,15.27365,-0.005743762
CD3,15.29784,0.01055701
CD3,15.32212,-0.01891442
CD3,15.34645,0.02391453
CD3,15.3706,0.02950494
CD3,15.3947,0.0225849
CD3,15.41918,0.01091899
CD3,15.44333,0.0355066
CD3,15.46734,0.01536256
CD3,15.49145,0.01398156
CD3,15.51545,0.02152671
CD3,15.53945,0.008665533
CD3,15.56338,-0.01075225
CD3,15.58738,-0.01983789
CD3,15.61141,-0.04493854
CD3,15.6356,-0.0271075
CD3,15.65957,-0.02398834
CD3,15.68362,-0.03373072
CD3,15.70765,0.005004005
CD3,15.73195,0.02006355
CD3,15.75603,-0.008667877
CD3,15.78047,-0.01365717
CD3,15.80475,-0.03046741
CD3,15.82902,0.004526193
CD3,15.85339,0.006813486
CD3,15.87753,-0.02063529
CD3,15.90163,0.02562949
CD3,15.92576,-0.001390153
CD3,15.95006,-0.01704384
CD3,15.9741,-0.05460283
CD3,15.9982,-0.03826781
CD3,16.02241,-0.02750613
CD3,16.0464,0.006356685
CD3,16.07019,-0.02816134
CD3,16.09469,-0.003731763
CD3,16.11886,-0.03546838
CD3,16.14258,-0.03602497
CD3,16.166,-0.03077639
CD3,16.18934,-0.01362784
CD3,16.21342,-0.03726642
CD3,16.23719,-0.03582856
CD3,16.261,-0.04109825
CD3,16.28542,-0.02892031
CD3,16.30974,-0.02367337
CD3,16.3333,-0.03068354
CD3,16.35721,-0.01169221
CD3,16.38212,-0.00652961
CD3,16.40716,-0.02990315
CD3,16.43191,-0.02347854
CD3,16.45568,-0.005552986
CD3,16.48018,0.01039066
CD3,16.50417,0.003867253
CD3,16.52798,0.01280126
CD3,16.55196,-0.004276081
CD3,16.57619,0.006905052
CD3,16.60041,-0.001345386
CD3,16.62378,-0.03728195
CD3,16.64743,-0.007287899
CD3,16.67126,0.006713999
CD3,16.69529,-0.004456272
CD3,16.71889,0.008650943
CD3,16.74278,0.002069585
CD3,16.76652,0.01940685
CD3,16.79026,-0.0153983
CD3,16.81394,-0.002260368
CD3,16.83791,-0.02179639
CD3,16.86184,0.01343027
CD3,16.88562,0.005417927
CD3,16.90964,-0.03226416
CD3,16.93381,-0.02944431
CD3,16.95802,-0.04275339
CD3,16.98203,-0.05165723
CD3,17.00612,-0.04577457
CD3,17.03019,-0.02779608
CD3,17.05409,-0.04306568
CD3,17.07785,-0.0291092
CD3,17.10213,-0.05512884
CD3,17.12613,-0.07288821
CD3,17.15005,-0.04497767
CD3,17.17361,-0.01468956
CD3,17.19716,-0.01072536
CD3,17.22158,-0.0261195
CD3,17.24592,-0.01879738
CD3,17.27019,-0.04226871
CD3,17.29461,-0.04468084
CD3,17.31819,-0.02533707
CD3,17.34148,-0.01368752
CD3,17.36546,0.01491351
CD3,17.38913,-0.03593382
CD3,17.41311,-0.04048493
CD3,17.43707,-0.04455313
CD3,17.46041,-0.005224763
CD3,17.4838,-0.03879223
CD3,17.50727,0.01660109
CD3,17.53075,0.0008482003
CD3,17.55499,0.001135206
CD3,17.57897,-0.01065978
CD3,17.60265,0.01396095
CD3,17.62603,0.01412767
CD3,17.65022,0.02185647
CD3,17.67382,0.01046243
CD3,17.69765,-0.03649826
CD3,17.72153,-0.01679636
CD3,17.74542,-0.0354649
CD3,17.76918,-0.06602901
CD3,17.79281,-0.02709286
CD3,17.81703,-0.03974921
CD3,17.84108,-0.04941035
CD3,17.86568,-0.01249741
CD3,17.88943,-0.008826604
CD3,17.91373,-0.03477868
CD3,17.9373,0.01250089
CD3,17.96095,-0.03663308
CD3,17.98459,-0.04729807
CD3,18.00828,-0.01386808
CD3,18.03223,-0.05446296
CD3,18.05581,-0.01219681
CD3,18.07947,-0.04466806
CD3,18.10301,-0.04226505
CD3,18.12634,-0.04067633
CD3,18.14965,-0.02547667
CD3,18.1733,-0.05792584
CD3,18.19735,-0.006563631
CD3,18.22198,-0.03129262
CD3,18.2457,-0.02788084
CD3,18.26953,-0.0162933
CD3,18.29336,-0.02262692
CD3,18.31765,-0.005313821
CD3,18.34158,-0.03429355
CD3,18.36559,-0.07731184
CD3,18.38991,-0.01685448
CD3,18.41418,0.01018845
CD3,18.43805,0.01870064
CD3,18.4613,0.0265878
CD3,18.4852,0.02163635
CD3,18.5089,0.001056464
CD3,18.53274,0.01193503
CD3,18.55606,-0.03379375
CD3,18.57942,-0.003574257
CD3,18.60363,-0.01864353
CD3,18.62751,-0.03855945
CD3,18.6512,-0.06922043
CD3,18.67539,-0.05846547
CD3,18.69852,-0.08467763
CD3,18.72312,-0.0409785
CD3,18.74679,-0.06019311
CD3,18.77086,-0.05321674
CD3,18.79476,-0.05580788
CD3,18.81896,-0.05987741
CD3,18.84299,-0.03536092
CD3,18.86694,-0.01263487
CD3,18.89091,-0.003697604
CD3,18.91416,-0.02970265
CD3,18.93879,0.003317721
CD3,18.96205,-0.05835534
CD3,18.98639,-0.04389877
CD3,19.01027,-0.03201505
CD3,19.0344,-0.007818054
CD3,19.05964,-0.04194351
CD3,19.08361,-0.003640765
CD3,19.10736,-0.08140705
CD3,19.13148,-0.07077135
CD3,19.15548,-0.07810236
CD3,19.18092,-0.08400584
CD3,19.20469,-0.05806442
CD3,19.22846,-0.007399391
CD3,19.25236,-0.06599392
CD3,19.27641,-0.07874182
CD3,19.2991,-0.05293148
CD3,19.32252,-0.04952338
CD3,19.34646,-0.05709374
CD3,19.37036,-0.0423089
CD3,19.39446,-0.03256586
CD3,19.41685,-0.02080448
CD3,19.44072,-0.07381285
CD3,19.46478,-0.08453564
CD3,19.48813,-0.05499432
CD3,19.51142,-0.02218806
CD3,19.53472,-0.04991612
CD3,19.55933,-0.07458165
CD3,19.58384,-0.03707072
CD3,19.60925,-0.03970991
CD3,19.63374,-0.08028678
CD3,19.65741,-0.07254174
CD3,19.68125,-0.03759182
CD3,19.70467,-0.05134107
CD3,19.72918,-0.05955292
CD3,19.75375,-0.04321258
CD3,19.77808,-0.04366444
CD3,19.80167,-0.02405371
CD3,19.82514,-0.01116138
CD3,19.84711,-0.01165112
CD3,19.86984,-0.02472846
CD3,19.89464,0.007888671
CD3,19.91828,-0.0005083204
CD3,19.94245,-0.008454676
CD3,19.96709,-0.03794422
CD3,19.9911,-0.03590015
CD3,20.01513,-0.05311071
CD3,20.03881,-0.0797927
CD3,20.06238,-0.07888477
CD3,20.08715,-0.08926134
CD3,20.11294,-0.05132368
CD3,20.13736,-0.08832737
CD3,20.16198,-0.08745173
CD3,20.18625,-0.06831589
CD3,20.21006,-0.05319503
CD3,20.23392,-0.03922054
CD3,20.25805,-0.03536729
CD3,20.28207,-0.01161991
CD3,20.30655,-0.05253627
