CD1_p_kPa,CD1_e,CD2_p_kPa,CD2_e,CD3_p_kPa,CD3_e,CD4_p_kPa,CD4_e,CD5_p_kPa,CD5_e,CD6_p_kPa,CD6_e
1.746177E+02,6.802258E-01,2.470528E+02,5.186947E-01,1.951429E+02,5.782688E-01,1.270970E+02,5.289533E-01,4.470506E+02,5.126585E-01,1.063661E+03,5.018542E-01
1.747030E+02,6.802348E-01,2.469687E+02,5.188939E-01,1.952022E+02,5.783119E-01,1.271435E+02,5.291030E-01,4.472346E+02,5.127889E-01,1.064038E+03,5.019611E-01
1.747198E+02,6.802163E-01,2.470408E+02,5.190513E-01,1.951884E+02,5.783661E-01,1.270784E+02,5.292488E-01,4.472429E+02,5.129082E-01,1.064496E+03,5.020385E-01
1.748098E+02,6.802287E-01,2.469886E+02,5.191972E-01,1.953166E+02,5.784370E-01,1.270725E+02,5.294128E-01,4.473168E+02,5.130239E-01,1.064508E+03,5.021725E-01
1.748033E+02,6.802038E-01,2.470495E+02,5.193238E-01,1.953510E+02,5.784697E-01,1.271303E+02,5.295274E-01,4.473897E+02,5.131288E-01,1.064411E+03,5.022588E-01
1.749270E+02,6.801908E-01,2.469837E+02,5.194918E-01,1.954699E+02,5.785415E-01,1.271320E+02,5.296516E-01,4.474508E+02,5.132433E-01,1.064919E+03,5.023827E-01
1.748790E+02,6.802019E-01,2.470552E+02,5.196662E-01,1.954914E+02,5.785818E-01,1.270743E+02,5.298103E-01,4.474098E+02,5.133823E-01,1.065162E+03,5.024711E-01
1.750328E+02,6.801885E-01,2.469578E+02,5.198144E-01,1.956021E+02,5.786275E-01,1.270827E+02,5.299597E-01,4.474869E+02,5.135122E-01,1.065587E+03,5.026009E-01
1.749621E+02,6.801584E-01,2.470875E+02,5.199845E-01,1.956711E+02,5.786857E-01,1.270817E+02,5.301250E-01,4.474919E+02,5.136202E-01,1.065313E+03,5.026895E-01
1.750735E+02,6.801591E-01,2.469980E+02,5.201567E-01,1.957252E+02,5.787650E-01,1.270623E+02,5.302821E-01,4.476106E+02,5.137070E-01,1.065862E+03,5.027801E-01
1.750225E+02,6.801586E-01,2.470437E+02,5.202789E-01,1.957125E+02,5.788155E-01,1.271093E+02,5.303968E-01,4.476937E+02,5.138541E-01,1.065891E+03,5.028742E-01
1.750663E+02,6.801613E-01,2.470129E+02,5.204398E-01,1.958437E+02,5.788640E-01,1.270219E+02,5.305183E-01,4.477862E+02,5.139523E-01,1.066578E+03,5.029743E-01
1.751149E+02,6.801631E-01,2.470497E+02,5.206147E-01,1.958114E+02,5.789052E-01,1.270902E+02,5.306893E-01,4.477520E+02,5.140843E-01,1.066724E+03,5.030881E-01
1.751569E+02,6.801688E-01,2.470351E+02,5.207714E-01,1.959592E+02,5.789453E-01,1.270754E+02,5.307966E-01,4.477355E+02,5.142092E-01,1.066713E+03,5.032202E-01
1.752114E+02,6.801569E-01,2.470105E+02,5.209487E-01,1.959983E+02,5.790233E-01,1.271015E+02,5.309650E-01,4.477737E+02,5.143432E-01,1.066869E+03,5.033092E-01
1.752614E+02,6.801514E-01,2.470476E+02,5.210932E-01,1.960389E+02,5.790520E-01,1.270769E+02,5.311133E-01,4.477547E+02,5.144651E-01,1.067213E+03,5.033753E-01
1.753172E+02,6.801351E-01,2.470739E+02,5.212385E-01,1.960367E+02,5.791232E-01,1.270684E+02,5.312484E-01,4.477763E+02,5.145610E-01,1.067553E+03,5.034827E-01
1.753536E+02,6.801121E-01,2.470360E+02,5.213807E-01,1.961542E+02,5.791654E-01,1.270422E+02,5.313774E-01,4.478852E+02,5.146873E-01,1.067954E+03,5.036002E-01
1.754101E+02,6.801078E-01,2.470099E+02,5.215686E-01,1.961606E+02,5.792225E-01,1.270462E+02,5.315202E-01,4.478528E+02,5.147890E-01,1.067559E+03,5.037105E-01
1.754656E+02,6.801055E-01,2.470517E+02,5.217285E-01,1.963472E+02,5.792854E-01,1.270196E+02,5.316905E-01,4.479732E+02,5.149088E-01,1.068099E+03,5.038353E-01
1.754700E+02,6.801064E-01,2.470278E+02,5.218834E-01,1.963298E+02,5.793343E-01,1.270296E+02,5.318252E-01,4.479882E+02,5.150378E-01,1.068366E+03,5.039292E-01
1.755246E+02,6.800905E-01,2.471119E+02,5.220281E-01,1.964161E+02,5.793660E-01,1.270064E+02,5.319320E-01,4.480728E+02,5.151760E-01,1.068993E+03,5.040503E-01
1.756490E+02,6.800887E-01,2.470340E+02,5.221878E-01,1.964468E+02,5.794249E-01,1.270392E+02,5.321057E-01,4.479936E+02,5.152978E-01,1.068883E+03,5.041109E-01
1.755956E+02,6.800926E-01,2.470888E+02,5.223288E-01,1.965220E+02,5.794872E-01,1.269528E+02,5.322355E-01,4.481055E+02,5.154101E-01,1.068697E+03,5.042095E-01
1.756955E+02,6.800765E-01,2.470158E+02,5.225218E-01,1.965392E+02,5.795296E-01,1.270022E+02,5.323615E-01,4.481192E+02,5.155303E-01,1.069215E+03,5.043139E-01
1.756778E+02,6.800790E-01,2.470830E+02,5.226638E-01,1.966229E+02,5.796018E-01,1.270225E+02,5.325155E-01,4.481804E+02,5.156375E-01,1.069595E+03,5.044158E-01
1.757456E+02,6.800864E-01,2.470409E+02,5.228122E-01,1.966682E+02,5.796442E-01,1.269621E+02,5.326681E-01,4.482467E+02,5.157506E-01,1.069962E+03,5.045330E-01
1.757914E+02,6.800829E-01,2.470705E+02,5.229970E-01,1.966657E+02,5.797055E-01,1.270349E+02,5.328008E-01,4.482237E+02,5.158549E-01,1.069796E+03,5.046686E-01
1.758084E+02,6.800629E-01,2.469871E+02,5.231324E-01,1.967079E+02,5.797796E-01,1.270621E+02,5.329735E-01,4.483385E+02,5.159977E-01,1.070021E+03,5.047584E-01
1.758223E+02,6.800663E-01,2.469648E+02,5.232901E-01,1.968914E+02,5.798287E-01,1.269705E+02,5.331389E-01,4.483243E+02,5.161173E-01,1.070093E+03,5.048627E-01
1.759383E+02,6.800724E-01,2.469615E+02,5.234548E-01,1.969038E+02,5.798882E-01,1.270582E+02,5.332764E-01,4.482988E+02,5.162621E-01,1.070349E+03,5.049620E-01
1.759742E+02,6.800499E-01,2.469820E+02,5.235892E-01,1.969374E+02,5.799183E-01,1.270069E+02,5.334122E-01,4.484092E+02,5.163648E-01,1.071041E+03,5.050579E-01
1.760042E+02,6.800563E-01,2.469826E+02,5.237371E-01,1.969912E+02,5.799858E-01,1.269345E+02,5.335716E-01,4.484029E+02,5.165025E-01,1.070409E+03,5.051676E-01
1.760651E+02,6.800590E-01,2.469314E+02,5.239283E-01,1.971170E+02,5.800455E-01,1.269687E+02,5.337257E-01,4.483871E+02,5.165853E-01,1.070813E+03,5.052500E-01
1.760751E+02,6.800351E-01,2.469560E+02,5.240892E-01,1.971009E+02,5.800876E-01,1.268906E+02,5.338468E-01,4.484550E+02,5.167071E-01,1.071145E+03,5.053643E-01
1.761167E+02,6.800215E-01,2.468958E+02,5.242441E-01,1.971376E+02,5.801523E-01,1.269427E+02,5.339730E-01,4.484392E+02,5.168413E-01,1.071327E+03,5.055003E-01
1.761131E+02,6.800250E-01,2.468931E+02,5.243853E-01,1.971545E+02,5.802061E-01,1.268712E+02,5.341325E-01,4.485473E+02,5.169552E-01,1.071735E+03,5.055712E-01
1.762379E+02,6.800549E-01,2.468397E+02,5.245390E-01,1.972374E+02,5.802668E-01,1.269359E+02,5.342688E-01,4.485306E+02,5.170931E-01,1.071669E+03,5.057019E-01
1.762333E+02,6.800209E-01,2.468311E+02,5.247138E-01,1.972807E+02,5.803136E-01,1.268422E+02,5.344004E-01,4.485966E+02,5.171904E-01,1.071644E+03,5.057834E-01
1.763051E+02,6.800273E-01,2.467649E+02,5.248516E-01,1.973205E+02,5.803832E-01,1.268993E+02,5.345605E-01,4.486550E+02,5.173250E-01,1.071741E+03,5.059018E-01
1.762521E+02,6.800421E-01,2.468167E+02,5.250152E-01,1.973920E+02,5.804335E-01,1.268765E+02,5.346956E-01,4.486404E+02,5.174377E-01,1.072326E+03,5.060045E-01
1.763744E+02,6.800290E-01,2.467262E+02,5.251843E-01,1.974256E+02,5.804998E-01,1.268309E+02,5.348133E-01,4.487038E+02,5.175521E-01,1.072757E+03,5.061182E-01
1.764234E+02,6.800060E-01,2.468337E+02,5.253222E-01,1.975080E+02,5.805458E-01,1.267720E+02,5.349441E-01,4.487774E+02,5.176698E-01,1.072224E+03,5.062120E-01
1.765375E+02,6.800207E-01,2.467370E+02,5.254764E-01,1.975476E+02,5.806066E-01,1.267297E+02,5.351136E-01,4.487574E+02,5.177783E-01,1.072764E+03,5.063186E-01
1.764682E+02,6.800495E-01,2.467991E+02,5.256366E-01,1.975389E+02,5.806550E-01,1.267833E+02,5.352537E-01,4.487634E+02,5.179115E-01,1.072963E+03,5.064219E-01
1.765789E+02,6.799911E-01,2.467103E+02,5.258056E-01,1.976237E+02,5.806919E-01,1.267324E+02,5.353863E-01,4.487364E+02,5.180324E-01,1.073307E+03,5.065035E-01
1.765478E+02,6.799678E-01,2.467001E+02,5.259512E-01,1.977014E+02,5.807541E-01,1.267288E+02,5.355203E-01,4.488197E+02,5.181636E-01,1.073321E+03,5.066302E-01
1.765501E+02,6.799829E-01,2.467537E+02,5.261155E-01,1.977607E+02,5.808180E-01,1.267385E+02,5.356577E-01,4.487780E+02,5.182593E-01,1.073182E+03,5.067345E-01
1.766379E+02,6.799908E-01,2.466720E+02,5.262548E-01,1.977730E+02,5.808558E-01,1.267628E+02,5.357804E-01,4.488049E+02,5.183956E-01,1.073395E+03,5.068506E-01
1.766987E+02,6.800323E-01,2.466602E+02,5.264018E-01,1.978315E+02,5.809148E-01,1.267092E+02,5.359231E-01,4.488685E+02,5.185027E-01,1.073729E+03,5.069672E-01
1.766794E+02,6.800031E-01,2.466377E+02,5.265410E-01,1.979115E+02,5.809747E-01,1.267615E+02,5.360614E-01,4.489455E+02,5.186298E-01,1.074228E+03,5.070530E-01
1.767141E+02,6.799774E-01,2.466084E+02,5.266988E-01,1.979292E+02,5.810146E-01,1.267435E+02,5.362379E-01,4.488729E+02,5.187448E-01,1.074176E+03,5.071639E-01
1.768143E+02,6.799989E-01,2.466115E+02,5.268748E-01,1.979676E+02,5.810965E-01,1.266932E+02,5.363740E-01,4.488444E+02,5.188677E-01,1.073772E+03,5.072592E-01
1.767755E+02,6.799610E-01,2.465822E+02,5.270232E-01,1.980615E+02,5.811481E-01,1.266633E+02,5.365168E-01,4.488912E+02,5.189751E-01,1.074092E+03,5.073606E-01
1.768317E+02,6.799932E-01,2.465657E+02,5.271787E-01,1.981301E+02,5.811896E-01,1.267015E+02,5.366476E-01,4.488095E+02,5.190845E-01,1.074683E+03,5.074558E-01
1.766815E+02,6.800095E-01,2.465037E+02,5.273412E-01,1.981122E+02,5.812813E-01,1.266489E+02,5.367582E-01,4.488995E+02,5.191785E-01,1.074836E+03,5.075842E-01
1.768859E+02,6.799710E-01,2.465255E+02,5.275038E-01,1.982727E+02,5.813236E-01,1.266110E+02,5.369019E-01,4.488385E+02,5.193250E-01,1.074939E+03,5.076931E-01
1.768713E+02,6.799633E-01,2.464734E+02,5.276510E-01,1.981988E+02,5.813686E-01,1.265921E+02,5.370382E-01,4.487951E+02,5.194515E-01,1.074745E+03,5.078169E-01
1.769910E+02,6.799694E-01,2.464784E+02,5.277801E-01,1.983318E+02,5.814440E-01,1.265854E+02,5.372011E-01,4.488117E+02,5.195774E-01,1.074891E+03,5.078788E-01
1.769367E+02,6.799833E-01,2.464071E+02,5.279309E-01,1.983087E+02,5.814894E-01,1.266780E+02,5.373321E-01,4.488256E+02,5.197205E-01,1.075164E+03,5.079870E-01
1.769783E+02,6.799822E-01,2.464294E+02,5.281115E-01,1.984494E+02,5.815548E-01,1.266899E+02,5.374537E-01,4.488595E+02,5.198046E-01,1.075309E+03,5.081169E-01
1.770060E+02,6.799599E-01,2.463492E+02,5.282686E-01,1.984365E+02,5.816040E-01,1.266176E+02,5.375669E-01,4.488092E+02,5.199070E-01,1.075259E+03,5.082239E-01
1.770176E+02,6.799703E-01,2.463443E+02,5.284398E-01,1.985439E+02,5.816357E-01,1.265703E+02,5.377272E-01,4.488414E+02,5.200341E-01,1.075223E+03,5.083188E-01
1.771062E+02,6.799552E-01,2.461904E+02,5.285853E-01,1.985554E+02,5.817134E-01,1.266316E+02,5.378575E-01,4.488005E+02,5.201518E-01,1.075726E+03,5.084271E-01
1.771390E+02,6.799287E-01,2.461630E+02,5.287118E-01,1.986345E+02,5.817532E-01,1.265425E+02,5.380015E-01,4.488091E+02,5.202620E-01,1.076162E+03,5.085403E-01
1.771991E+02,6.799770E-01,2.460284E+02,5.288866E-01,1.986152E+02,5.818031E-01,1.265379E+02,5.381218E-01,4.487931E+02,5.203822E-01,1.076337E+03,5.086303E-01
1.771526E+02,6.799607E-01,2.460694E+02,5.290575E-01,1.987066E+02,5.818731E-01,1.265823E+02,5.382680E-01,4.489043E+02,5.205142E-01,1.076128E+03,5.087310E-01
1.771752E+02,6.799576E-01,2.459056E+02,5.292165E-01,1.986611E+02,5.819451E-01,1.265096E+02,5.384108E-01,4.488369E+02,5.206299E-01,1.075924E+03,5.088431E-01
1.771898E+02,6.799573E-01,2.458951E+02,5.293972E-01,1.988118E+02,5.820107E-01,1.265077E+02,5.385312E-01,4.489544E+02,5.207283E-01,1.076607E+03,5.089636E-01
1.772270E+02,6.799461E-01,2.458170E+02,5.295442E-01,1.987470E+02,5.820483E-01,1.265209E+02,5.386558E-01,4.488879E+02,5.208409E-01,1.077009E+03,5.090755E-01
1.771927E+02,6.799553E-01,2.458155E+02,5.296494E-01,1.989347E+02,5.821590E-01,1.265153E+02,5.387895E-01,4.488917E+02,5.209528E-01,1.077142E+03,5.091861E-01
1.772666E+02,6.799330E-01,2.457718E+02,5.298169E-01,1.989241E+02,5.821822E-01,1.264111E+02,5.389234E-01,4.488429E+02,5.210902E-01,1.076881E+03,5.092726E-01
1.772809E+02,6.799351E-01,2.458072E+02,5.299986E-01,1.989848E+02,5.822296E-01,1.263436E+02,5.390702E-01,4.488325E+02,5.212152E-01,1.077070E+03,5.093775E-01
1.773030E+02,6.799345E-01,2.456636E+02,5.301458E-01,1.989993E+02,5.822876E-01,1.263611E+02,5.391921E-01,4.488647E+02,5.213270E-01,1.077478E+03,5.094839E-01
1.773115E+02,6.799210E-01,2.457468E+02,5.303049E-01,1.991512E+02,5.823573E-01,1.263861E+02,5.393297E-01,4.487946E+02,5.214607E-01,1.077580E+03,5.095775E-01
1.773596E+02,6.799174E-01,2.455761E+02,5.304300E-01,1.990525E+02,5.824113E-01,1.263210E+02,5.394674E-01,4.488681E+02,5.215790E-01,1.077464E+03,5.096664E-01
1.774610E+02,6.799219E-01,2.456203E+02,5.305843E-01,1.991664E+02,5.824923E-01,1.263359E+02,5.395997E-01,4.488538E+02,5.216820E-01,1.077395E+03,5.097739E-01
1.774759E+02,6.799085E-01,2.455900E+02,5.307466E-01,1.991702E+02,5.825327E-01,1.263249E+02,5.397263E-01,4.489466E+02,5.218071E-01,1.077703E+03,5.099026E-01
1.775185E+02,6.799511E-01,2.455610E+02,5.308991E-01,1.993066E+02,5.825892E-01,1.262862E+02,5.398469E-01,4.490416E+02,5.219156E-01,1.077984E+03,5.100382E-01
1.775025E+02,6.799113E-01,2.454386E+02,5.310339E-01,1.992949E+02,5.826410E-01,1.262290E+02,5.399697E-01,4.489238E+02,5.220207E-01,1.078209E+03,5.101357E-01
1.776193E+02,6.799105E-01,2.454308E+02,5.312132E-01,1.993804E+02,5.826993E-01,1.262617E+02,5.400826E-01,4.489452E+02,5.221518E-01,1.078056E+03,5.102357E-01
1.775407E+02,6.799232E-01,2.453438E+02,5.313388E-01,1.993853E+02,5.827545E-01,1.262738E+02,5.402458E-01,4.488390E+02,5.222638E-01,1.077845E+03,5.103227E-01
1.776804E+02,6.799294E-01,2.453579E+02,5.315112E-01,1.994568E+02,5.827851E-01,1.262393E+02,5.403824E-01,4.488300E+02,5.223581E-01,1.078134E+03,5.104155E-01
1.776266E+02,6.799029E-01,2.452196E+02,5.316443E-01,1.994281E+02,5.828547E-01,1.262462E+02,5.404959E-01,4.486402E+02,5.225057E-01,1.078399E+03,5.105494E-01
1.776783E+02,6.799239E-01,2.452551E+02,5.318164E-01,1.995096E+02,5.829192E-01,1.262221E+02,5.406508E-01,4.486703E+02,5.226165E-01,1.078547E+03,5.106705E-01
1.775990E+02,6.799048E-01,2.452522E+02,5.319607E-01,1.995231E+02,5.829806E-01,1.261699E+02,5.407711E-01,4.486596E+02,5.227657E-01,1.078417E+03,5.107705E-01
1.777188E+02,6.798996E-01,2.452561E+02,5.320952E-01,1.996282E+02,5.830217E-01,1.262307E+02,5.408786E-01,4.486673E+02,5.228703E-01,1.078288E+03,5.108351E-01
1.777622E+02,6.799075E-01,2.451111E+02,5.322430E-01,1.995943E+02,5.830901E-01,1.261592E+02,5.410017E-01,4.485331E+02,5.229729E-01,1.078594E+03,5.109800E-01
1.777896E+02,6.798950E-01,2.451054E+02,5.324150E-01,1.996864E+02,5.831536E-01,1.261266E+02,5.411480E-01,4.484581E+02,5.230745E-01,1.079226E+03,5.110904E-01
1.777841E+02,6.798970E-01,2.450203E+02,5.325547E-01,1.996576E+02,5.831999E-01,1.262016E+02,5.412803E-01,4.484405E+02,5.231793E-01,1.079185E+03,5.111960E-01
1.778192E+02,6.798921E-01,2.449626E+02,5.326924E-01,1.997296E+02,5.832902E-01,1.261143E+02,5.414187E-01,4.484288E+02,5.232995E-01,1.078756E+03,5.113070E-01
1.779072E+02,6.798964E-01,2.449455E+02,5.328571E-01,1.997374E+02,5.833615E-01,1.261172E+02,5.415564E-01,4.484288E+02,5.234096E-01,1.078920E+03,5.113926E-01
1.778745E+02,6.798880E-01,2.450017E+02,5.330160E-01,1.997786E+02,5.834287E-01,1.260678E+02,5.416895E-01,4.484687E+02,5.235285E-01,1.079424E+03,5.114902E-01
1.780271E+02,6.798818E-01,2.448231E+02,5.331265E-01,1.997443E+02,5.834576E-01,1.261233E+02,5.417860E-01,4.483888E+02,5.236245E-01,1.079675E+03,5.115885E-01
1.779399E+02,6.798840E-01,2.449678E+02,5.333206E-01,1.998348E+02,5.835338E-01,1.260960E+02,5.419093E-01,4.483233E+02,5.237842E-01,1.079332E+03,5.116873E-01
1.779844E+02,6.798799E-01,2.448278E+02,5.334809E-01,1.998255E+02,5.835997E-01,1.260609E+02,5.420137E-01,4.483902E+02,5.238968E-01,1.079321E+03,5.118042E-01
1.780202E+02,6.798927E-01,2.447604E+02,5.336326E-01,1.998810E+02,5.836384E-01,1.260981E+02,5.421320E-01,4.483496E+02,5.240262E-01,1.079446E+03,5.119050E-01
1.781270E+02,6.798761E-01,2.446684E+02,5.337510E-01,1.999211E+02,5.837016E-01,1.259544E+02,5.423081E-01,4.483114E+02,5.240995E-01,1.079957E+03,5.120287E-01
1.780332E+02,6.798674E-01,2.446006E+02,5.338858E-01,2.000179E+02,5.837544E-01,1.260148E+02,5.424173E-01,4.483312E+02,5.242124E-01,1.079919E+03,5.121604E-01
1.781061E+02,6.798969E-01,2.445866E+02,5.340443E-01,2.000568E+02,5.838014E-01,1.259612E+02,5.425497E-01,4.483281E+02,5.243396E-01,1.079911E+03,5.122674E-01
1.781459E+02,6.798952E-01,2.445266E+02,5.341989E-01,2.000414E+02,5.838696E-01,1.259279E+02,5.426599E-01,4.482663E+02,5.244677E-01,1.079784E+03,5.123517E-01
1.781172E+02,6.798709E-01,2.445340E+02,5.343366E-01,2.001078E+02,5.839268E-01,1.259251E+02,5.427718E-01,4.481555E+02,5.245567E-01,1.079780E+03,5.124558E-01
1.782417E+02,6.798677E-01,2.444285E+02,5.345026E-01,2.002083E+02,5.839711E-01,1.259183E+02,5.429294E-01,4.481093E+02,5.246892E-01,1.080303E+03,5.125678E-01
1.781827E+02,6.798896E-01,2.444727E+02,5.346604E-01,2.001428E+02,5.840392E-01,1.259244E+02,5.430558E-01,4.481543E+02,5.248201E-01,1.080144E+03,5.126754E-01
1.782062E+02,6.798595E-01,2.443463E+02,5.347750E-01,2.001956E+02,5.841092E-01,1.259191E+02,5.431949E-01,4.481763E+02,5.249240E-01,1.080532E+03,5.127667E-01
1.782002E+02,6.798808E-01,2.443491E+02,5.349413E-01,2.003199E+02,5.841661E-01,1.258292E+02,5.433262E-01,4.479922E+02,5.250160E-01,1.079710E+03,5.128599E-01
1.783217E+02,6.798636E-01,2.442805E+02,5.350875E-01,2.002153E+02,5.842211E-01,1.258752E+02,5.434359E-01,4.480030E+02,5.251301E-01,1.079835E+03,5.130106E-01
1.783269E+02,6.798796E-01,2.441991E+02,5.352307E-01,2.003328E+02,5.842779E-01,1.257851E+02,5.435463E-01,4.480289E+02,5.252188E-01,1.080250E+03,5.131303E-01
1.783965E+02,6.798905E-01,2.441557E+02,5.353590E-01,2.003027E+02,5.843395E-01,1.258538E+02,5.436694E-01,4.480686E+02,5.253634E-01,1.080464E+03,5.132033E-01
1.783064E+02,6.798674E-01,2.440759E+02,5.355327E-01,2.003496E+02,5.844185E-01,1.257929E+02,5.437709E-01,4.479930E+02,5.254812E-01,1.080140E+03,5.133192E-01
1.784607E+02,6.798777E-01,2.440113E+02,5.356172E-01,2.003801E+02,5.844831E-01,1.258367E+02,5.439118E-01,4.478405E+02,5.256145E-01,1.080001E+03,5.134238E-01
1.784824E+02,6.798794E-01,2.439564E+02,5.358129E-01,2.004703E+02,5.845267E-01,1.257439E+02,5.440402E-01,4.477539E+02,5.257127E-01,1.080553E+03,5.135430E-01
1.784980E+02,6.798766E-01,2.439591E+02,5.359417E-01,2.004681E+02,5.845762E-01,1.257852E+02,5.441828E-01,4.478143E+02,5.258118E-01,1.080452E+03,5.136588E-01
1.785498E+02,6.798837E-01,2.439405E+02,5.361111E-01,2.005440E+02,5.846510E-01,1.257386E+02,5.442969E-01,4.478499E+02,5.259247E-01,1.080790E+03,5.137958E-01
1.785084E+02,6.798839E-01,2.438289E+02,5.362340E-01,2.005111E+02,5.846736E-01,1.256444E+02,5.444255E-01,4.476994E+02,5.260494E-01,1.080115E+03,5.138892E-01
1.784926E+02,6.798659E-01,2.437914E+02,5.364204E-01,2.006157E+02,5.847419E-01,1.256485E+02,5.445324E-01,4.476727E+02,5.261469E-01,1.080284E+03,5.139804E-01
1.784823E+02,6.798706E-01,2.436697E+02,5.365394E-01,2.005990E+02,5.847912E-01,1.256492E+02,5.446388E-01,4.477440E+02,5.262438E-01,1.080472E+03,5.140661E-01
1.785655E+02,6.798870E-01,2.437524E+02,5.366969E-01,2.007012E+02,5.848430E-01,1.256043E+02,5.447627E-01,4.477106E+02,5.263704E-01,1.080774E+03,5.142036E-01
1.786032E+02,6.798553E-01,2.436282E+02,5.367743E-01,2.006486E+02,5.848996E-01,1.256653E+02,5.449038E-01,4.476372E+02,5.264670E-01,1.080754E+03,5.143040E-01
1.786747E+02,6.798554E-01,2.435425E+02,5.369621E-01,2.007851E+02,5.849678E-01,1.255619E+02,5.450256E-01,4.474818E+02,5.265724E-01,1.080492E+03,5.144098E-01
1.786475E+02,6.798582E-01,2.434969E+02,5.371281E-01,2.007604E+02,5.850329E-01,1.254762E+02,5.451432E-01,4.475637E+02,5.266928E-01,1.080497E+03,5.145417E-01
1.787542E+02,6.798690E-01,2.435817E+02,5.372766E-01,2.008340E+02,5.850927E-01,1.255264E+02,5.452769E-01,4.474657E+02,5.267922E-01,1.080978E+03,5.146410E-01
1.787474E+02,6.798766E-01,2.434452E+02,5.373991E-01,2.008682E+02,5.851784E-01,1.255326E+02,5.454047E-01,4.474357E+02,5.269021E-01,1.080874E+03,5.147346E-01
1.787736E+02,6.798767E-01,2.434361E+02,5.375840E-01,2.009365E+02,5.852496E-01,1.255339E+02,5.455165E-01,4.474705E+02,5.270437E-01,1.080993E+03,5.148322E-01
1.787506E+02,6.798663E-01,2.432786E+02,5.376918E-01,2.008906E+02,5.853176E-01,1.254393E+02,5.456383E-01,4.473679E+02,5.271568E-01,1.080579E+03,5.149264E-01
1.788362E+02,6.798771E-01,2.431912E+02,5.378403E-01,2.009885E+02,5.853733E-01,1.254463E+02,5.457587E-01,4.473158E+02,5.272532E-01,1.080628E+03,5.150751E-01
1.788174E+02,6.798703E-01,2.430968E+02,5.379686E-01,2.009695E+02,5.854293E-01,1.253249E+02,5.458799E-01,4.472269E+02,5.273636E-01,1.081238E+03,5.151769E-01
1.788650E+02,6.798687E-01,2.431143E+02,5.380865E-01,2.010218E+02,5.855059E-01,1.253092E+02,5.459808E-01,4.472549E+02,5.274585E-01,1.081146E+03,5.152774E-01
1.788162E+02,6.798795E-01,2.431079E+02,5.382132E-01,2.009513E+02,5.855498E-01,1.252539E+02,5.461030E-01,4.470926E+02,5.275561E-01,1.081117E+03,5.154107E-01
1.789811E+02,6.798615E-01,2.430393E+02,5.383997E-01,2.010521E+02,5.856301E-01,1.252964E+02,5.462285E-01,4.468976E+02,5.276637E-01,1.080864E+03,5.154709E-01
1.789880E+02,6.798631E-01,2.430471E+02,5.385286E-01,2.010239E+02,5.856427E-01,1.251716E+02,5.463449E-01,4.468612E+02,5.277954E-01,1.080794E+03,5.155850E-01
1.790211E+02,6.798718E-01,2.429429E+02,5.386996E-01,2.011289E+02,5.857177E-01,1.252675E+02,5.464704E-01,4.467548E+02,5.278966E-01,1.081529E+03,5.157010E-01
1.789592E+02,6.798660E-01,2.429298E+02,5.388188E-01,2.010940E+02,5.857777E-01,1.252616E+02,5.465936E-01,4.468397E+02,5.280012E-01,1.081423E+03,5.158189E-01
1.789866E+02,6.798618E-01,2.429181E+02,5.389442E-01,2.011655E+02,5.858489E-01,1.252166E+02,5.467038E-01,4.467440E+02,5.281139E-01,1.081301E+03,5.159255E-01
1.790133E+02,6.798831E-01,2.428202E+02,5.390876E-01,2.011513E+02,5.858940E-01,1.251824E+02,5.468393E-01,4.466442E+02,5.282129E-01,1.081145E+03,5.160182E-01
1.790517E+02,6.798822E-01,2.428198E+02,5.392418E-01,2.012768E+02,5.859407E-01,1.250387E+02,5.469453E-01,4.465829E+02,5.283243E-01,1.081108E+03,5.161389E-01
1.790700E+02,6.798682E-01,2.427061E+02,5.393859E-01,2.012432E+02,5.860112E-01,1.250975E+02,5.470540E-01,4.464259E+02,5.284193E-01,1.081114E+03,5.162596E-01
1.790934E+02,6.798545E-01,2.425473E+02,5.395167E-01,2.013140E+02,5.860758E-01,1.250843E+02,5.471808E-01,4.465790E+02,5.285085E-01,1.081438E+03,5.163604E-01
1.791571E+02,6.798817E-01,2.426077E+02,5.396671E-01,2.012920E+02,5.861391E-01,1.250075E+02,5.472948E-01,4.465277E+02,5.286482E-01,1.081045E+03,5.164668E-01
1.790971E+02,6.798752E-01,2.425648E+02,5.397836E-01,2.013906E+02,5.861946E-01,1.250355E+02,5.474081E-01,4.464865E+02,5.287763E-01,1.081057E+03,5.165760E-01
1.791761E+02,6.798640E-01,2.425824E+02,5.399235E-01,2.013253E+02,5.862535E-01,1.249190E+02,5.475268E-01,4.464244E+02,5.288906E-01,1.081165E+03,5.166820E-01
1.791965E+02,6.798502E-01,2.424306E+02,5.400705E-01,2.014144E+02,5.863084E-01,1.249285E+02,5.476470E-01,4.464504E+02,5.290008E-01,1.081532E+03,5.167975E-01
1.793499E+02,6.798662E-01,2.424429E+02,5.401924E-01,2.014042E+02,5.863773E-01,1.249512E+02,5.477540E-01,4.464120E+02,5.291069E-01,1.081210E+03,5.168974E-01
1.792857E+02,6.798745E-01,2.423324E+02,5.403543E-01,2.015112E+02,5.864563E-01,1.248629E+02,5.478657E-01,4.463040E+02,5.291919E-01,1.080758E+03,5.169995E-01
