CD1_p_kPa,CD1_e,CD2_p_kPa,CD2_e,CD3_p_kPa,CD3_e,CD4_p_kPa,CD4_e,CD5_p_kPa,CD5_e,CD6_p_kPa,CD6_e
1.842006E+02,6.828949E-01,2.126141E+02,5.799522E-01,2.007657E+02,6.126413E-01,1.132158E+02,5.786343E-01,4.109304E+02,5.609702E-01,9.944989E+02,5.529285E-01
1.842307E+02,6.829137E-01,2.126248E+02,5.800173E-01,2.006245E+02,6.126864E-01,1.130940E+02,5.786676E-01,4.108923E+02,5.610255E-01,9.944401E+02,5.529760E-01
1.841547E+02,6.828800E-01,2.125808E+02,5.800374E-01,2.006091E+02,6.127209E-01,1.131089E+02,5.787012E-01,4.106621E+02,5.610596E-01,9.937588E+02,5.529762E-01
1.842504E+02,6.829015E-01,2.125681E+02,5.800835E-01,2.006508E+02,6.127718E-01,1.131390E+02,5.787246E-01,4.103101E+02,5.610741E-01,9.938636E+02,5.530061E-01
1.841338E+02,6.829167E-01,2.126005E+02,5.801224E-01,2.007491E+02,6.128054E-01,1.131902E+02,5.787549E-01,4.105403E+02,5.611292E-01,9.938572E+02,5.530386E-01
1.842806E+02,6.829390E-01,2.125349E+02,5.801608E-01,2.006088E+02,6.128177E-01,1.130582E+02,5.787650E-01,4.104894E+02,5.611511E-01,9.938856E+02,5.530327E-01
1.842232E+02,6.829405E-01,2.126881E+02,5.801883E-01,2.005905E+02,6.128780E-01,1.130820E+02,5.788172E-01,4.105061E+02,5.612191E-01,9.935191E+02,5.530869E-01
1.842804E+02,6.829339E-01,2.126787E+02,5.802247E-01,2.005622E+02,6.128983E-01,1.131297E+02,5.788440E-01,4.105148E+02,5.612506E-01,9.930933E+02,5.530833E-01
1.842886E+02,6.829607E-01,2.125874E+02,5.802742E-01,2.004588E+02,6.129741E-01,1.131139E+02,5.788681E-01,4.104854E+02,5.612847E-01,9.930005E+02,5.531180E-01
1.842130E+02,6.829498E-01,2.125441E+02,5.803073E-01,2.003565E+02,6.129901E-01,1.132225E+02,5.789301E-01,4.104494E+02,5.613192E-01,9.930608E+02,5.531210E-01
1.842210E+02,6.829723E-01,2.125185E+02,5.803441E-01,2.003728E+02,6.130373E-01,1.131620E+02,5.789379E-01,4.103692E+02,5.613592E-01,9.926096E+02,5.531412E-01
1.842247E+02,6.829760E-01,2.124625E+02,5.803879E-01,2.003195E+02,6.130978E-01,1.131411E+02,5.789729E-01,4.103892E+02,5.613837E-01,9.921267E+02,5.531748E-01
1.842673E+02,6.829708E-01,2.123871E+02,5.804327E-01,2.005428E+02,6.131185E-01,1.131687E+02,5.789965E-01,4.102526E+02,5.614507E-01,9.917258E+02,5.531985E-01
1.842618E+02,6.829814E-01,2.123628E+02,5.804655E-01,2.003748E+02,6.131637E-01,1.130897E+02,5.790421E-01,4.101799E+02,5.614768E-01,9.918947E+02,5.532419E-01
1.842121E+02,6.829954E-01,2.123729E+02,5.805004E-01,2.004138E+02,6.132002E-01,1.130631E+02,5.790675E-01,4.103353E+02,5.615153E-01,9.920391E+02,5.532564E-01
1.841606E+02,6.830055E-01,2.123441E+02,5.805290E-01,2.003752E+02,6.132551E-01,1.130984E+02,5.791167E-01,4.103264E+02,5.615495E-01,9.921393E+02,5.532505E-01
1.842270E+02,6.830137E-01,2.125297E+02,5.805767E-01,2.003466E+02,6.132948E-01,1.130953E+02,5.791277E-01,4.103009E+02,5.615864E-01,9.916833E+02,5.532650E-01
1.842399E+02,6.830265E-01,2.124316E+02,5.806160E-01,2.002824E+02,6.133323E-01,1.131438E+02,5.791786E-01,4.102291E+02,5.616419E-01,9.916482E+02,5.532942E-01
1.842778E+02,6.830168E-01,2.123342E+02,5.806473E-01,2.003214E+02,6.133749E-01,1.132200E+02,5.792090E-01,4.100561E+02,5.616710E-01,9.914480E+02,5.533205E-01
1.842410E+02,6.830292E-01,2.122533E+02,5.806997E-01,2.002994E+02,6.134040E-01,1.131302E+02,5.792333E-01,4.101033E+02,5.616970E-01,9.916701E+02,5.533257E-01
1.841903E+02,6.830386E-01,2.122423E+02,5.807202E-01,2.003086E+02,6.134348E-01,1.131974E+02,5.792613E-01,4.098954E+02,5.617703E-01,9.913653E+02,5.533380E-01
1.841087E+02,6.830418E-01,2.120865E+02,5.807726E-01,2.003109E+02,6.134731E-01,1.131829E+02,5.793167E-01,4.100997E+02,5.617654E-01,9.907008E+02,5.533746E-01
1.841575E+02,6.830572E-01,2.122053E+02,5.808091E-01,2.002801E+02,6.135001E-01,1.131318E+02,5.793416E-01,4.100919E+02,5.618545E-01,9.906323E+02,5.533755E-01
1.841014E+02,6.830476E-01,2.120626E+02,5.808470E-01,2.002646E+02,6.135376E-01,1.130101E+02,5.793634E-01,4.098359E+02,5.618671E-01,9.907163E+02,5.533870E-01
1.841490E+02,6.830619E-01,2.120773E+02,5.808685E-01,2.002622E+02,6.135860E-01,1.131303E+02,5.793965E-01,4.097093E+02,5.619127E-01,9.906524E+02,5.534169E-01
1.840262E+02,6.830608E-01,2.120972E+02,5.809006E-01,2.002841E+02,6.136051E-01,1.130915E+02,5.794360E-01,4.098023E+02,5.619414E-01,9.907639E+02,5.534166E-01
1.840562E+02,6.830931E-01,2.119937E+02,5.809345E-01,2.002236E+02,6.136505E-01,1.130397E+02,5.794724E-01,4.098279E+02,5.619761E-01,9.901214E+02,5.534389E-01
1.840297E+02,6.830680E-01,2.119270E+02,5.809830E-01,2.002364E+02,6.136703E-01,1.130334E+02,5.794905E-01,4.098232E+02,5.620111E-01,9.903933E+02,5.534558E-01
1.840457E+02,6.830869E-01,2.118589E+02,5.810069E-01,2.002065E+02,6.137010E-01,1.130559E+02,5.795230E-01,4.096941E+02,5.620484E-01,9.905214E+02,5.534783E-01
1.841220E+02,6.831049E-01,2.118648E+02,5.810649E-01,2.001936E+02,6.137370E-01,1.129759E+02,5.795488E-01,4.097668E+02,5.621086E-01,9.903864E+02,5.534933E-01
1.840482E+02,6.830966E-01,2.117940E+02,5.810962E-01,2.001921E+02,6.138007E-01,1.129933E+02,5.795853E-01,4.098295E+02,5.621464E-01,9.898821E+02,5.535078E-01
1.841588E+02,6.830867E-01,2.118171E+02,5.811296E-01,2.001852E+02,6.138290E-01,1.129078E+02,5.795985E-01,4.098958E+02,5.621714E-01,9.896645E+02,5.535259E-01
1.840621E+02,6.831189E-01,2.117995E+02,5.811635E-01,2.001747E+02,6.138624E-01,1.128910E+02,5.796338E-01,4.098798E+02,5.622201E-01,9.897012E+02,5.535530E-01
1.840993E+02,6.831114E-01,2.117235E+02,5.812088E-01,2.001258E+02,6.138878E-01,1.129199E+02,5.796569E-01,4.099731E+02,5.622540E-01,9.894886E+02,5.535541E-01
1.841262E+02,6.831200E-01,2.118972E+02,5.812543E-01,2.000865E+02,6.139393E-01,1.129485E+02,5.797018E-01,4.098059E+02,5.623038E-01,9.893446E+02,5.535933E-01
1.841379E+02,6.831303E-01,2.118672E+02,5.813035E-01,2.001341E+02,6.139705E-01,1.127752E+02,5.797168E-01,4.098190E+02,5.623090E-01,9.888613E+02,5.535935E-01
1.841732E+02,6.831433E-01,2.117544E+02,5.813168E-01,2.001620E+02,6.140196E-01,1.128928E+02,5.797580E-01,4.098580E+02,5.623712E-01,9.886716E+02,5.536182E-01
1.842516E+02,6.831493E-01,2.116825E+02,5.813510E-01,2.000591E+02,6.141002E-01,1.128043E+02,5.797871E-01,4.098885E+02,5.623986E-01,9.887631E+02,5.536487E-01
1.842707E+02,6.831649E-01,2.116450E+02,5.813841E-01,1.999103E+02,6.141274E-01,1.129618E+02,5.798100E-01,4.096975E+02,5.624538E-01,9.887363E+02,5.536901E-01
1.842724E+02,6.831658E-01,2.116293E+02,5.814320E-01,1.999269E+02,6.141705E-01,1.128646E+02,5.798447E-01,4.097222E+02,5.624867E-01,9.888783E+02,5.536681E-01
1.842350E+02,6.831718E-01,2.115390E+02,5.814552E-01,1.999375E+02,6.141962E-01,1.129211E+02,5.798752E-01,4.095501E+02,5.625300E-01,9.881733E+02,5.536782E-01
1.842635E+02,6.831878E-01,2.116309E+02,5.814985E-01,2.000441E+02,6.142366E-01,1.129122E+02,5.799239E-01,4.096515E+02,5.625638E-01,9.880266E+02,5.537011E-01
1.843542E+02,6.831883E-01,2.114430E+02,5.815292E-01,1.998690E+02,6.142861E-01,1.129148E+02,5.799281E-01,4.095564E+02,5.626080E-01,9.881184E+02,5.536998E-01
1.842599E+02,6.831993E-01,2.114665E+02,5.815594E-01,1.999884E+02,6.143275E-01,1.129546E+02,5.799775E-01,4.095708E+02,5.626453E-01,9.881643E+02,5.537317E-01
1.842607E+02,6.831921E-01,2.116040E+02,5.815844E-01,1.999385E+02,6.143561E-01,1.129320E+02,5.799938E-01,4.094919E+02,5.626884E-01,9.882577E+02,5.537585E-01
1.842335E+02,6.832085E-01,2.115065E+02,5.816322E-01,1.999275E+02,6.143997E-01,1.130154E+02,5.800428E-01,4.093904E+02,5.627360E-01,9.877137E+02,5.537543E-01
1.843310E+02,6.832255E-01,2.115549E+02,5.816682E-01,1.998049E+02,6.144353E-01,1.129669E+02,5.800826E-01,4.092583E+02,5.627685E-01,9.871622E+02,5.537931E-01
1.843011E+02,6.832239E-01,2.115553E+02,5.816942E-01,1.998299E+02,6.144730E-01,1.129277E+02,5.801178E-01,4.090977E+02,5.627835E-01,9.876998E+02,5.538255E-01
1.843259E+02,6.832327E-01,2.116056E+02,5.817287E-01,1.998116E+02,6.145075E-01,1.130120E+02,5.801288E-01,4.090234E+02,5.628276E-01,9.876317E+02,5.538189E-01
1.842851E+02,6.832441E-01,2.116280E+02,5.817976E-01,1.997675E+02,6.145349E-01,1.129153E+02,5.801871E-01,4.090215E+02,5.628420E-01,9.873067E+02,5.538295E-01
1.842901E+02,6.832423E-01,2.115783E+02,5.818277E-01,1.997803E+02,6.145711E-01,1.129523E+02,5.802144E-01,4.088753E+02,5.628972E-01,9.867715E+02,5.538530E-01
1.841513E+02,6.832461E-01,2.115319E+02,5.818709E-01,1.997521E+02,6.146020E-01,1.128320E+02,5.802339E-01,4.087622E+02,5.629166E-01,9.869221E+02,5.538651E-01
1.842895E+02,6.832494E-01,2.113177E+02,5.818864E-01,1.996605E+02,6.146423E-01,1.129212E+02,5.802636E-01,4.089033E+02,5.629465E-01,9.870821E+02,5.539042E-01
1.843111E+02,6.832579E-01,2.113430E+02,5.819322E-01,1.996222E+02,6.146718E-01,1.128217E+02,5.802938E-01,4.088758E+02,5.630059E-01,9.868535E+02,5.539149E-01
1.842694E+02,6.832882E-01,2.112079E+02,5.819403E-01,1.996417E+02,6.147001E-01,1.128276E+02,5.803284E-01,4.087215E+02,5.630415E-01,9.864383E+02,5.539333E-01
1.842812E+02,6.832748E-01,2.112029E+02,5.820071E-01,1.996205E+02,6.147383E-01,1.127752E+02,5.803504E-01,4.088038E+02,5.630706E-01,9.861970E+02,5.539486E-01
1.842893E+02,6.833075E-01,2.111577E+02,5.820226E-01,1.995187E+02,6.147626E-01,1.128417E+02,5.803763E-01,4.086126E+02,5.631109E-01,9.860605E+02,5.539684E-01
1.842643E+02,6.832944E-01,2.111642E+02,5.820644E-01,1.995689E+02,6.148315E-01,1.128464E+02,5.804027E-01,4.085671E+02,5.631382E-01,9.862147E+02,5.539958E-01
1.842669E+02,6.832905E-01,2.110363E+02,5.820919E-01,1.994476E+02,6.148588E-01,1.128996E+02,5.804324E-01,4.087304E+02,5.631874E-01,9.864112E+02,5.540022E-01
1.843009E+02,6.833132E-01,2.110242E+02,5.821228E-01,1.995962E+02,6.148703E-01,1.128111E+02,5.804591E-01,4.087704E+02,5.632121E-01,9.859860E+02,5.540202E-01
1.841408E+02,6.833118E-01,2.112443E+02,5.821594E-01,1.994955E+02,6.149122E-01,1.128177E+02,5.805217E-01,4.086023E+02,5.632403E-01,9.860161E+02,5.540322E-01
1.842334E+02,6.833135E-01,2.111755E+02,5.821768E-01,1.994991E+02,6.149601E-01,1.126693E+02,5.805053E-01,4.084085E+02,5.632755E-01,9.860185E+02,5.540574E-01
1.842150E+02,6.833258E-01,2.110470E+02,5.822258E-01,1.994831E+02,6.149950E-01,1.128119E+02,5.805490E-01,4.084963E+02,5.633186E-01,9.862928E+02,5.540669E-01
1.842145E+02,6.833460E-01,2.110259E+02,5.822633E-01,1.994440E+02,6.150294E-01,1.127419E+02,5.805671E-01,4.084972E+02,5.633530E-01,9.859566E+02,5.541040E-01
1.842423E+02,6.833302E-01,2.111100E+02,5.822740E-01,1.994121E+02,6.150785E-01,1.128158E+02,5.805940E-01,4.081924E+02,5.633882E-01,9.855474E+02,5.541319E-01
1.842149E+02,6.833411E-01,2.110624E+02,5.823230E-01,1.994976E+02,6.151054E-01,1.127217E+02,5.806218E-01,4.080007E+02,5.634374E-01,9.853592E+02,5.541465E-01
1.842417E+02,6.833376E-01,2.109879E+02,5.823551E-01,1.994155E+02,6.151329E-01,1.127050E+02,5.806528E-01,4.080420E+02,5.634681E-01,9.852768E+02,5.541800E-01
1.843036E+02,6.833359E-01,2.110805E+02,5.823660E-01,1.994011E+02,6.151842E-01,1.127450E+02,5.806857E-01,4.081533E+02,5.635117E-01,9.854916E+02,5.541920E-01
1.843401E+02,6.833622E-01,2.110383E+02,5.824172E-01,1.994137E+02,6.152159E-01,1.127552E+02,5.807265E-01,4.080624E+02,5.635407E-01,9.852926E+02,5.542085E-01
1.843240E+02,6.833584E-01,2.109207E+02,5.824693E-01,1.993864E+02,6.152706E-01,1.127299E+02,5.807458E-01,4.082189E+02,5.635635E-01,9.846510E+02,5.542403E-01
1.844017E+02,6.833860E-01,2.109159E+02,5.825200E-01,1.992397E+02,6.152871E-01,1.126257E+02,5.807908E-01,4.083248E+02,5.636176E-01,9.844442E+02,5.542694E-01
1.842904E+02,6.833922E-01,2.107617E+02,5.825468E-01,1.992643E+02,6.153126E-01,1.126883E+02,5.808356E-01,4.082395E+02,5.636722E-01,9.848395E+02,5.542799E-01
1.843045E+02,6.833871E-01,2.107800E+02,5.825608E-01,1.993177E+02,6.153525E-01,1.126497E+02,5.808418E-01,4.079911E+02,5.636949E-01,9.850876E+02,5.543134E-01
1.843599E+02,6.833989E-01,2.107784E+02,5.826083E-01,1.992846E+02,6.153922E-01,1.127085E+02,5.808837E-01,4.079531E+02,5.637202E-01,9.848881E+02,5.543232E-01
1.843158E+02,6.833950E-01,2.107779E+02,5.826474E-01,1.992550E+02,6.154376E-01,1.126611E+02,5.808991E-01,4.080363E+02,5.637612E-01,9.842669E+02,5.543601E-01
1.842351E+02,6.834133E-01,2.108718E+02,5.826742E-01,1.993256E+02,6.154886E-01,1.127120E+02,5.809259E-01,4.081362E+02,5.638061E-01,9.844992E+02,5.543679E-01
1.842345E+02,6.834128E-01,2.108814E+02,5.827061E-01,1.992106E+02,6.155184E-01,1.126065E+02,5.809777E-01,4.080747E+02,5.638325E-01,9.847941E+02,5.543964E-01
1.842072E+02,6.833996E-01,2.107497E+02,5.827315E-01,1.993132E+02,6.155456E-01,1.125773E+02,5.810038E-01,4.080389E+02,5.638778E-01,9.848080E+02,5.544468E-01
1.842803E+02,6.834284E-01,2.109363E+02,5.827725E-01,1.991914E+02,6.155816E-01,1.124767E+02,5.810321E-01,4.079251E+02,5.638991E-01,9.843443E+02,5.544590E-01
1.841791E+02,6.834315E-01,2.107794E+02,5.828470E-01,1.992743E+02,6.155898E-01,1.125988E+02,5.810573E-01,4.079831E+02,5.639284E-01,9.838107E+02,5.544450E-01
1.843206E+02,6.834502E-01,2.108262E+02,5.828490E-01,1.992636E+02,6.156256E-01,1.124955E+02,5.810680E-01,4.078931E+02,5.639719E-01,9.839543E+02,5.544871E-01
1.843698E+02,6.834631E-01,2.107822E+02,5.829026E-01,1.992065E+02,6.157006E-01,1.124822E+02,5.811101E-01,4.078450E+02,5.640063E-01,9.841599E+02,5.544961E-01
1.843103E+02,6.834696E-01,2.107432E+02,5.829506E-01,1.991989E+02,6.157133E-01,1.124620E+02,5.810997E-01,4.078852E+02,5.640432E-01,9.843365E+02,5.545389E-01
1.842950E+02,6.834739E-01,2.105764E+02,5.829631E-01,1.991688E+02,6.157379E-01,1.125674E+02,5.811749E-01,4.077914E+02,5.640710E-01,9.838378E+02,5.545705E-01
1.842401E+02,6.834871E-01,2.106477E+02,5.830190E-01,1.992493E+02,6.157802E-01,1.124740E+02,5.811810E-01,4.075346E+02,5.641029E-01,9.835534E+02,5.545439E-01
1.843347E+02,6.834787E-01,2.106180E+02,5.830165E-01,1.991942E+02,6.158131E-01,1.125596E+02,5.812137E-01,4.077922E+02,5.641265E-01,9.839950E+02,5.545707E-01
1.843070E+02,6.834824E-01,2.107327E+02,5.830347E-01,1.992297E+02,6.158641E-01,1.125949E+02,5.812522E-01,4.077291E+02,5.641744E-01,9.839434E+02,5.545777E-01
1.843449E+02,6.834979E-01,2.106197E+02,5.830562E-01,1.992055E+02,6.158794E-01,1.126009E+02,5.812674E-01,4.077245E+02,5.642057E-01,9.841067E+02,5.546109E-01
1.842085E+02,6.834987E-01,2.106653E+02,5.830806E-01,1.991129E+02,6.159166E-01,1.124920E+02,5.812780E-01,4.076211E+02,5.642499E-01,9.832598E+02,5.546465E-01
1.842858E+02,6.835048E-01,2.106996E+02,5.831480E-01,1.991160E+02,6.159670E-01,1.125343E+02,5.813007E-01,4.075843E+02,5.642903E-01,9.829997E+02,5.546790E-01
1.843205E+02,6.835144E-01,2.106209E+02,5.831594E-01,1.990661E+02,6.159889E-01,1.125095E+02,5.813493E-01,4.075700E+02,5.643255E-01,9.828176E+02,5.546823E-01
1.843438E+02,6.835116E-01,2.105855E+02,5.832077E-01,1.990038E+02,6.160355E-01,1.125793E+02,5.813693E-01,4.074614E+02,5.643528E-01,9.831826E+02,5.547332E-01
1.843508E+02,6.835528E-01,2.106353E+02,5.832091E-01,1.989642E+02,6.160588E-01,1.125981E+02,5.813922E-01,4.074229E+02,5.643938E-01,9.830705E+02,5.547508E-01
1.842783E+02,6.835284E-01,2.107904E+02,5.832639E-01,1.989568E+02,6.161065E-01,1.125496E+02,5.814063E-01,4.074764E+02,5.644370E-01,9.825037E+02,5.548029E-01
1.842616E+02,6.835507E-01,2.106735E+02,5.832928E-01,1.988753E+02,6.161382E-01,1.125068E+02,5.814351E-01,4.073850E+02,5.644812E-01,9.824543E+02,5.548155E-01
1.843274E+02,6.835506E-01,2.105349E+02,5.833552E-01,1.989192E+02,6.161555E-01,1.124404E+02,5.814797E-01,4.072963E+02,5.645083E-01,9.823235E+02,5.548246E-01
1.843393E+02,6.835712E-01,2.103969E+02,5.833671E-01,1.989011E+02,6.161895E-01,1.124471E+02,5.814878E-01,4.071632E+02,5.645437E-01,9.826415E+02,5.548485E-01
1.842946E+02,6.835583E-01,2.104006E+02,5.834075E-01,1.989411E+02,6.162664E-01,1.124643E+02,5.815439E-01,4.072200E+02,5.645760E-01,9.825608E+02,5.548727E-01
1.842414E+02,6.835655E-01,2.103579E+02,5.834442E-01,1.989223E+02,6.163044E-01,1.124198E+02,5.815705E-01,4.069736E+02,5.646166E-01,9.820052E+02,5.548928E-01
1.842954E+02,6.835679E-01,2.104122E+02,5.834630E-01,1.988441E+02,6.163228E-01,1.124149E+02,5.816160E-01,4.070068E+02,5.646598E-01,9.820126E+02,5.549118E-01
1.841761E+02,6.835849E-01,2.104623E+02,5.835108E-01,1.987813E+02,6.163457E-01,1.124319E+02,5.816389E-01,4.069066E+02,5.646754E-01,9.818871E+02,5.549424E-01
1.841917E+02,6.836143E-01,2.103914E+02,5.835584E-01,1.986792E+02,6.163786E-01,1.124082E+02,5.816787E-01,4.067527E+02,5.647222E-01,9.821326E+02,5.549522E-01
1.842387E+02,6.835815E-01,2.101917E+02,5.836050E-01,1.987368E+02,6.164291E-01,1.124904E+02,5.817030E-01,4.068053E+02,5.647529E-01,9.816325E+02,5.549875E-01
1.841761E+02,6.836281E-01,2.104339E+02,5.836090E-01,1.987447E+02,6.164730E-01,1.124062E+02,5.817228E-01,4.064702E+02,5.647843E-01,9.814790E+02,5.549878E-01
1.842725E+02,6.836052E-01,2.102867E+02,5.836540E-01,1.987254E+02,6.164687E-01,1.124020E+02,5.817512E-01,4.065743E+02,5.648361E-01,9.816493E+02,5.550094E-01
1.842348E+02,6.836254E-01,2.102488E+02,5.836746E-01,1.986771E+02,6.165321E-01,1.124628E+02,5.817727E-01,4.068745E+02,5.648809E-01,9.818245E+02,5.550391E-01
1.842287E+02,6.836277E-01,2.101986E+02,5.837222E-01,1.987536E+02,6.165730E-01,1.123497E+02,5.818109E-01,4.066637E+02,5.648994E-01,9.822816E+02,5.550386E-01
1.842684E+02,6.836347E-01,2.101845E+02,5.837447E-01,1.986951E+02,6.165697E-01,1.123254E+02,5.818186E-01,4.068547E+02,5.649341E-01,9.816473E+02,5.550769E-01
1.842952E+02,6.836415E-01,2.103141E+02,5.837790E-01,1.987199E+02,6.166123E-01,1.123523E+02,5.818736E-01,4.067658E+02,5.649547E-01,9.812306E+02,5.550924E-01
1.842689E+02,6.836556E-01,2.101911E+02,5.838360E-01,1.987360E+02,6.166547E-01,1.123756E+02,5.819031E-01,4.065113E+02,5.649750E-01,9.813990E+02,5.551368E-01
1.843484E+02,6.836865E-01,2.101130E+02,5.838724E-01,1.986744E+02,6.166829E-01,1.124201E+02,5.819028E-01,4.064628E+02,5.650187E-01,9.816356E+02,5.551075E-01
1.841412E+02,6.836645E-01,2.101172E+02,5.838587E-01,1.987628E+02,6.167109E-01,1.123841E+02,5.819617E-01,4.064682E+02,5.650249E-01,9.816875E+02,5.551655E-01
1.841981E+02,6.836734E-01,2.099424E+02,5.838930E-01,1.986906E+02,6.167359E-01,1.124796E+02,5.819920E-01,4.066071E+02,5.650536E-01,9.814519E+02,5.551871E-01
1.842608E+02,6.836750E-01,2.100355E+02,5.839159E-01,1.985779E+02,6.167606E-01,1.124601E+02,5.820376E-01,4.065143E+02,5.650973E-01,9.811107E+02,5.552238E-01
1.843235E+02,6.836967E-01,2.100739E+02,5.839364E-01,1.985746E+02,6.168082E-01,1.124282E+02,5.820357E-01,4.066088E+02,5.651450E-01,9.811129E+02,5.552296E-01
1.843209E+02,6.837115E-01,2.100546E+02,5.839690E-01,1.985000E+02,6.168342E-01,1.124325E+02,5.820731E-01,4.064383E+02,5.651788E-01,9.813568E+02,5.552517E-01
1.842139E+02,6.837064E-01,2.100386E+02,5.840007E-01,1.985581E+02,6.168683E-01,1.124814E+02,5.820861E-01,4.063479E+02,5.652083E-01,9.814067E+02,5.552708E-01
1.842190E+02,6.837012E-01,2.100295E+02,5.840596E-01,1.985646E+02,6.168938E-01,1.124440E+02,5.821210E-01,4.063532E+02,5.652432E-01,9.809319E+02,5.553016E-01
1.841510E+02,6.837033E-01,2.100189E+02,5.840878E-01,1.985714E+02,6.169270E-01,1.123874E+02,5.821425E-01,4.065135E+02,5.652947E-01,9.807573E+02,5.553056E-01
1.842053E+02,6.837150E-01,2.102185E+02,5.840720E-01,1.985624E+02,6.169643E-01,1.123161E+02,5.821712E-01,4.065913E+02,5.653127E-01,9.806245E+02,5.553429E-01
1.842349E+02,6.837321E-01,2.100838E+02,5.841208E-01,1.985513E+02,6.169940E-01,1.123950E+02,5.822222E-01,4.066327E+02,5.653467E-01,9.806651E+02,5.553294E-01
1.842505E+02,6.837272E-01,2.101485E+02,5.841376E-01,1.985372E+02,6.170280E-01,1.124577E+02,5.822361E-01,4.065058E+02,5.653842E-01,9.804098E+02,5.554059E-01
1.843152E+02,6.837447E-01,2.101615E+02,5.841916E-01,1.985314E+02,6.170547E-01,1.123486E+02,5.822551E-01,4.066463E+02,5.654239E-01,9.798511E+02,5.554201E-01
1.842657E+02,6.837628E-01,2.102287E+02,5.842282E-01,1.984391E+02,6.171133E-01,1.123981E+02,5.822626E-01,4.066368E+02,5.654909E-01,9.802346E+02,5.554106E-01
1.843257E+02,6.837564E-01,2.101227E+02,5.842402E-01,1.984085E+02,6.171253E-01,1.123914E+02,5.823006E-01,4.064742E+02,5.654857E-01,9.800490E+02,5.554451E-01
1.843162E+02,6.837853E-01,2.100470E+02,5.843002E-01,1.984282E+02,6.171783E-01,1.122794E+02,5.823320E-01,4.062097E+02,5.655441E-01,9.798972E+02,5.554755E-01
1.843624E+02,6.837750E-01,2.100480E+02,5.843485E-01,1.984603E+02,6.172076E-01,1.122766E+02,5.823404E-01,4.064537E+02,5.655714E-01,9.796167E+02,5.555239E-01
1.843124E+02,6.838024E-01,2.100790E+02,5.843738E-01,1.983638E+02,6.172274E-01,1.123306E+02,5.823658E-01,4.065184E+02,5.655886E-01,9.793674E+02,5.555253E-01
1.842563E+02,6.837926E-01,2.100885E+02,5.844028E-01,1.983506E+02,6.172792E-01,1.123768E+02,5.824056E-01,4.066373E+02,5.656522E-01,9.797267E+02,5.555454E-01
1.843529E+02,6.837977E-01,2.101146E+02,5.844418E-01,1.982367E+02,6.173220E-01,1.123793E+02,5.824313E-01,4.064991E+02,5.656813E-01,9.798482E+02,5.555716E-01
1.843612E+02,6.837935E-01,2.100376E+02,5.844963E-01,1.984120E+02,6.173449E-01,1.123604E+02,5.824680E-01,4.062457E+02,5.657412E-01,9.800622E+02,5.555959E-01
1.843674E+02,6.838140E-01,2.098142E+02,5.845226E-01,1.983407E+02,6.173812E-01,1.123152E+02,5.824911E-01,4.062644E+02,5.657446E-01,9.795338E+02,5.556166E-01
1.843051E+02,6.838302E-01,2.098688E+02,5.845308E-01,1.982987E+02,6.174236E-01,1.123630E+02,5.825269E-01,4.061950E+02,5.657925E-01,9.790098E+02,5.556244E-01
1.843563E+02,6.838273E-01,2.099202E+02,5.845715E-01,1.982859E+02,6.174646E-01,1.123443E+02,5.825416E-01,4.062798E+02,5.658422E-01,9.791024E+02,5.556455E-01
1.843201E+02,6.838468E-01,2.099431E+02,5.846113E-01,1.983311E+02,6.174780E-01,1.123214E+02,5.826003E-01,4.062031E+02,5.658406E-01,9.789668E+02,5.556905E-01
1.843232E+02,6.838504E-01,2.099192E+02,5.846453E-01,1.983369E+02,6.175274E-01,1.123434E+02,5.826061E-01,4.061429E+02,5.658898E-01,9.792728E+02,5.556978E-01
1.842202E+02,6.838468E-01,2.097815E+02,5.846885E-01,1.983832E+02,6.175431E-01,1.122863E+02,5.826492E-01,4.060802E+02,5.659145E-01,9.789111E+02,5.557726E-01
1.842418E+02,6.838519E-01,2.098538E+02,5.847016E-01,1.983255E+02,6.175771E-01,1.122790E+02,5.826655E-01,4.060296E+02,5.659291E-01,9.788521E+02,5.557620E-01
1.842013E+02,6.838312E-01,2.098310E+02,5.847468E-01,1.982431E+02,6.176208E-01,1.122024E+02,5.826947E-01,4.060399E+02,5.659563E-01,9.790108E+02,5.557843E-01
1.842817E+02,6.838387E-01,2.098553E+02,5.847900E-01,1.982932E+02,6.176290E-01,1.121816E+02,5.827251E-01,4.059517E+02,5.660061E-01,9.792409E+02,5.558046E-01
1.842347E+02,6.838684E-01,2.097380E+02,5.848083E-01,1.982409E+02,6.176752E-01,1.121952E+02,5.827532E-01,4.058533E+02,5.660283E-01,9.790967E+02,5.558533E-01
1.842297E+02,6.838865E-01,2.097384E+02,5.848314E-01,1.983464E+02,6.176939E-01,1.122628E+02,5.827768E-01,4.057668E+02,5.660671E-01,9.785165E+02,5.558890E-01
1.842686E+02,6.838885E-01,2.097533E+02,5.848589E-01,1.982074E+02,6.177409E-01,1.122999E+02,5.828165E-01,4.059367E+02,5.660912E-01,9.784298E+02,5.559238E-01
1.842965E+02,6.839011E-01,2.098487E+02,5.848877E-01,1.981401E+02,6.177753E-01,1.122110E+02,5.828454E-01,4.059639E+02,5.661527E-01,9.784243E+02,5.559210E-01
