test_id,p_kPa,void_ratio
CD2,206.7914,0.5909315
CD2,206.66,0.5909705
CD2,206.695,0.5909837
CD2,206.6031,0.5910153
CD2,206.6265,0.5910366
CD2,206.6757,0.5910673
CD2,206.6223,0.5910889
CD2,206.5604,0.5911322
CD2,206.5347,0.5911416
CD2,206.6703,0.5911806
CD2,206.6889,0.591197
CD2,206.6041,0.59122
CD2,206.5595,0.5912513
CD2,206.479,0.5912768
CD2,206.4099,0.591291
CD2,206.3555,0.5913411
CD2,206.3486,0.591356
CD2,206.3866,0.5913584
CD2,206.2911,0.5913868
CD2,206.2738,0.5914224
CD2,206.4039,0.5914695
CD2,206.3546,0.5914707
CD2,206.3156,0.5914969
CD2,206.3563,0.5915295
CD2,206.3209,0.5915719
CD2,206.28,0.5915957
CD2,206.3389,0.5916231
CD2,206.376,0.5916592
CD2,206.3182,0.5916782
CD2,206.2814,0.5917005
CD2,206.3256,0.591727
CD2,206.2657,0.5917299
CD2,206.2237,0.5917733
CD2,206.0611,0.5917967
CD2,206.2531,0.5918419
CD2,206.1798,0.5918566
CD2,206.2178,0.5918876
CD2,206.1553,0.5919131
CD2,206.2342,0.5919465
CD2,206.1133,0.591981
CD2,206.187,0.5919978
CD2,206.1452,0.5920526
CD2,206.2195,0.592056
CD2,206.1256,0.5921018
CD2,206.271,0.5920962
CD2,206.1997,0.5921567
CD2,206.1715,0.5921783
CD2,206.058,0.5921978
CD2,206.1962,0.5922057
CD2,206.1099,0.5922173
CD2,206.1353,0.5922498
CD2,205.9077,0.5922932
CD2,206.0638,0.5923258
CD2,206.0834,0.5923479
CD2,206.0549,0.5923592
CD2,206.0767,0.5924029
CD2,206.0817,0.5924374
CD2,206.0497,0.5924551
CD2,206.0745,0.5924834
CD2,206.085,0.592521
CD2,206.1923,0.5925515
CD2,206.0938,0.5925672
CD2,206.106,0.5925897
CD2,206.0561,0.5926305
CD2,206.1839,0.5926485
CD2,206.0584,0.5926732
CD2,205.9867,0.5927049
CD2,206.0015,0.5927243
CD2,205.7663,0.5927422
CD2,205.8809,0.5927771
CD2,205.8826,0.5928081
CD2,205.8691,0.5928361
CD2,205.9384,0.5928556
CD2,205.9434,0.5928808
CD2,205.868,0.5929089
CD2,205.8432,0.5929329
CD2,205.7316,0.5929554
CD2,205.9371,0.5929844
CD2,205.8259,0.5930157
CD2,205.9781,0.593055
CD2,205.9057,0.5930726
CD2,206.0162,0.5930966
CD2,205.876,0.5931265
CD2,205.8701,0.5931549
CD2,205.7508,0.5932007
CD2,205.8678,0.5932097
CD2,205.6855,0.5932352
CD2,205.7894,0.5932564
CD2,205.71,0.5932827
CD2,205.7545,0.5933015
CD2,205.5834,0.5933616
CD2,205.569,0.5933738
CD2,205.6079,0.5934105
CD2,205.6252,0.5934321
CD2,205.6121,0.5934617
CD2,205.6883,0.5934985
CD2,205.614,0.5935247
CD2,205.7042,0.5935436
CD2,205.6584,0.5935744
CD2,205.6862,0.593595
CD2,205.5897,0.5936354
CD2,205.6373,0.5936692
CD2,205.5627,0.5936751
CD2,205.7183,0.593721
CD2,205.6005,0.5937432
CD2,205.558,0.5937689
CD2,205.5728,0.5937976
CD2,205.468,0.5938111
CD2,205.504,0.5938339
CD2,205.4956,0.5938788
CD2,205.3481,0.5939201
CD2,205.3451,0.5939387
CD2,205.4289,0.5939497
CD2,205.4447,0.5939661
CD2,205.3245,0.5939982
CD2,205.4238,0.594019
CD2,205.2365,0.5940438
CD2,205.243,0.594068
CD2,205.1859,0.5941023
CD2,205.3294,0.5941098
CD2,205.2221,0.594164
CD2,205.1538,0.594184
CD2,205.0693,0.5941916
CD2,205.1065,0.5942105
CD2,205.0342,0.594253
CD2,205.1377,0.5942835
CD2,205.0176,0.5943176
CD2,205.094,0.5943111
CD2,205.0782,0.5943719
CD2,204.9889,0.5943805
CD2,204.8616,0.5944039
CD2,205.0353,0.5944189
CD2,204.9603,0.5944621
CD2,204.8237,0.5944835
CD2,204.8045,0.5945081
CD2,205.0071,0.5945217
CD2,204.9196,0.5945397
CD2,204.9469,0.5945819
CD2,204.7917,0.5946139
CD2,204.8497,0.5946193
CD2,204.8085,0.5946416
CD2,204.9807,0.5946789
CD2,204.9299,0.5946921
CD2,204.9134,0.5947261
CD2,204.8303,0.5947357
CD2,204.8947,0.5947708
CD2,204.9204,0.5947989
CD2,205.0071,0.5948103
CD2,204.9342,0.5948734
CD2,204.8564,0.5949019
CD2,204.6853,0.5949259
CD2,204.864,0.5949543
CD2,204.8763,0.594974
CD2,204.9026,0.5950109
CD2,204.8045,0.5950211
CD2,204.8977,0.5950488
CD2,204.7554,0.5950769
CD2,204.8545,0.5951056
CD2,204.8735,0.5951136
CD2,204.8393,0.5951407
CD2,204.7059,0.5951846
CD2,204.6853,0.5951991
CD2,204.7482,0.5952281
CD2,204.8589,0.5952715
CD2,204.7087,0.5952882
CD2,204.7739,0.5953178
CD2,204.8744,0.5953496
CD2,204.6748,0.5953858
CD2,204.7251,0.5954029
CD2,204.6949,0.5954334
CD2,204.7078,0.5954626
CD2,204.5932,0.5954926
CD2,204.5383,0.5955196
CD2,204.4783,0.595532
CD2,204.4934,0.595562
CD2,204.4468,0.5955911
CD2,204.4605,0.5956118
CD2,204.3982,0.595613
CD2,204.4468,0.5956656
CD2,204.4295,0.5956812
CD2,204.4234,0.59571
CD2,204.1436,0.5957289
CD2,204.2244,0.5957597
CD2,204.2858,0.5957648
CD2,204.3571,0.5958066
CD2,204.2674,0.5958349
CD2,204.3212,0.5958428
CD2,204.3094,0.5958689
CD2,204.3124,0.5958901
CD2,204.1787,0.5959115
CD2,204.2678,0.5959314
CD2,204.2987,0.5959835
CD2,204.3056,0.5960036
CD2,204.1396,0.5960161
CD2,204.129,0.5960625
CD2,204.1878,0.5960704
CD2,204.1586,0.5960884
CD2,203.999,0.5961121
CD2,203.9646,0.5961554
CD2,204.0435,0.596179
CD2,204.1313,0.5962061
CD2,204.0748,0.5962215
CD2,204.1621,0.5962496
CD2,204.0842,0.5962856
CD2,204.0051,0.5962918
CD2,204.0635,0.5963297
CD2,204.0014,0.5963618
CD2,204.0559,0.59638
CD2,203.9662,0.5964062
CD2,203.9353,0.5964516
CD2,203.8942,0.5964698
CD2,203.8478,0.5964749
CD2,203.751,0.5965022
CD2,203.7671,0.596517
CD2,203.7926,0.5965414
CD2,203.8446,0.5965746
CD2,203.7939,0.5965904
CD2,203.8898,0.5966031
CD2,203.797,0.5966374
CD2,203.7696,0.5966862
CD2,203.7085,0.5966921
CD2,203.7208,0.5967021
CD2,203.6928,0.5967272
CD2,203.7913,0.5967536
CD2,203.648,0.5967909
CD2,203.6934,0.5967984
CD2,203.5869,0.5968394
CD2,203.6919,0.5968434
CD2,203.615,0.5968611
CD2,203.7082,0.5969083
CD2,203.7692,0.5969233
CD2,203.7951,0.5969463
CD2,203.7291,0.5969831
CD2,203.6256,0.5970224
CD2,203.6572,0.5970434
CD2,203.5905,0.5970593
CD2,203.6454,0.5970799
CD2,203.5085,0.5970985
CD2,203.5305,0.5971455
CD2,203.576,0.5971629
CD2,203.5825,0.5971939
CD2,203.5763,0.5972217
CD2,203.5657,0.5972422
CD2,203.5892,0.5972769
CD2,203.5472,0.5973014
CD2,203.5823,0.5973313
CD2,203.6134,0.5973534
CD2,203.6791,0.597377
CD2,203.682,0.5974035
CD2,203.4386,0.597409
CD2,203.3947,0.597474
CD2,203.375,0.5974658
CD2,203.3367,0.5974903
CD2,203.3369,0.5975174
CD2,203.3522,0.5975295
CD2,203.2582,0.5975538
CD2,203.3485,0.5975894
CD2,203.2304,0.5976032
CD2,203.3712,0.5976332
CD2,203.2973,0.5976458
CD2,203.4485,0.5976728
CD2,203.365,0.5977046
CD2,203.3441,0.5977283
CD2,203.3118,0.5977342
CD2,203.3295,0.5977844
CD2,203.3763,0.5977859
CD2,203.2403,0.5978089
CD2,203.0864,0.5978401
CD2,203.2333,0.5978634
CD2,203.2565,0.5979014
CD2,203.2544,0.5979107
CD2,203.1209,0.5979504
CD2,203.0758,0.59799
CD2,203.117,0.5980099
CD2,203.2737,0.5980417
CD2,203.248,0.5980496
CD2,203.1674,0.5980789
CD2,203.1694,0.5981221
CD2,203.0873,0.59813
CD2,203.0348,0.5981641
CD2,202.9549,0.5981755
CD2,203.0453,0.5982076
CD2,203.0012,0.5982265
CD2,202.872,0.5982578
CD2,202.9775,0.5982778
CD2,202.9284,0.598319
CD2,203.0154,0.5983408
CD2,202.8436,0.5983494
CD2,202.9241,0.5983833
CD2,202.8972,0.5983967
CD2,202.9432,0.5984396
CD2,202.7401,0.5984605
CD2,202.8672,0.598488
CD2,202.8207,0.5985089
CD2,202.8597,0.598527
CD2,202.7474,0.5985431
CD2,202.897,0.5985516
CD2,202.723,0.5985914
CD2,202.801,0.598618
CD2,202.9359,0.5986252
CD2,202.7977,0.5986405
CD2,202.7894,0.5986609
CD2,202.6471,0.598676
CD2,202.7052,0.5987226
CD2,202.698,0.5987355
CD2,202.7678,0.5987661
CD2,202.7486,0.5987995
CD2,202.7964,0.5988269
CD2,202.7813,0.5988448
CD2,202.7589,0.59887
CD2,202.7501,0.5988922
CD2,202.6093,0.5989306
CD2,202.596,0.5989429
CD2,202.5622,0.5989615
CD2,202.6745,0.5990001
CD2,202.6386,0.5990245
CD2,202.6271,0.5990475
CD2,202.5438,0.5990651
CD2,202.7236,0.5991004
CD2,202.6649,0.5991072
CD2,202.6757,0.5991598
CD2,202.52,0.5991677
CD2,202.4621,0.5992088
CD2,202.422,0.599211
CD2,202.5751,0.5992625
CD2,202.5795,0.5992538
CD2,202.4906,0.5992824
CD2,202.3479,0.5993241
CD2,202.4655,0.5993461
CD2,202.5545,0.5993573
CD2,202.4998,0.5994426
CD2,202.435,0.5994601
CD2,202.2538,0.5994399
CD2,202.3675,0.5994719
CD2,202.3241,0.5994736
CD2,202.2697,0.5995077
CD2,202.2499,0.5995261
CD2,202.3572,0.5995262
CD2,202.4046,0.5995786
CD2,202.431,0.5995932
CD2,202.4291,0.5996368
CD2,202.3461,0.5996361
CD2,202.1834,0.5996874
CD2,202.3116,0.5997073
CD2,202.0509,0.599724
CD2,202.2257,0.5997395
CD2,202.1499,0.5997518
CD2,202.2816,0.5997687
CD2,202.1512,0.5998223
CD2,202.251,0.5998475
CD2,202.069,0.599861
CD2,202.0216,0.5998673
CD2,202.0574,0.5999114
CD2,201.9649,0.5999233
CD2,201.9907,0.5999438
CD2,202.0572,0.5999735
CD2,202.0487,0.5999853
CD2,202.1107,0.6000114
CD2,202.1042,0.6000484
CD2,202.1353,0.6000769
CD2,202.1672,0.6000992
CD2,202.2084,0.6001263
CD2,202.2495,0.6001487
CD2,202.2463,0.6001885
CD2,202.1533,0.6002118
CD2,202.1388,0.6002314
CD2,202.138,0.6002526
CD2,202.1511,0.6002804
CD2,202.1238,0.6003116
CD2,202.0148,0.6003194
CD2,202.0034,0.6003369
CD2,201.9735,0.6003595
CD2,202.0743,0.6003588
CD2,201.9722,0.6004142
CD2,201.9549,0.6004258
CD2,201.9484,0.6004458
CD2,202.0072,0.6004702
CD2,201.9777,0.6004722
CD2,201.8963,0.6005134
CD2,201.8583,0.600545
CD2,201.8943,0.6005442
CD2,201.903,0.6005938
CD2,201.8788,0.6006044
CD2,201.848,0.6006146
CD2,201.7556,0.6006434
CD2,201.9338,0.6006734
CD2,201.758,0.6006971
CD2,201.7984,0.6007254
CD2,201.776,0.6007246
CD2,201.7202,0.600768
CD2,201.6705,0.6007843
CD2,201.6972,0.6008075
CD2,201.5435,0.6008433
CD2,201.6049,0.6008673
CD2,201.5729,0.6008833
CD2,201.5992,0.6009305
CD2,201.5327,0.6009624
CD2,201.6767,0.6009877
CD2,201.6282,0.60102
CD2,201.5563,0.6010359
CD2,201.572,0.6010607
CD2,201.6025,0.601084
CD2,201.6559,0.6011137
CD2,201.7629,0.6011379
CD2,201.7157,0.6011601
CD2,201.7048,0.6011809
CD2,201.6919,0.6012044
CD2,201.6985,0.6012183
CD2,201.6217,0.6012472
CD2,201.6155,0.6012837
CD2,201.5758,0.6012893
CD2,201.6766,0.6013217
CD2,201.5365,0.60135
CD2,201.7029,0.601374
CD2,201.6196,0.601394
CD2,201.746,0.6014035
CD2,201.6435,0.6014061
CD2,201.6699,0.6014523
CD2,201.5665,0.6014729
CD2,201.505,0.6014728
CD2,201.507,0.6014963
CD2,201.5633,0.6015223
CD2,201.4565,0.601568
CD2,201.5331,0.601601
CD2,201.4018,0.6015997
CD2,201.4323,0.6016558
CD2,201.4775,0.601671
CD2,201.4104,0.6017064
CD2,201.3446,0.6017186
CD2,201.4866,0.6017407
CD2,201.2558,0.6017815
CD2,201.3892,0.6018066
CD2,201.3977,0.6018403
CD2,201.3011,0.6018468
CD2,201.366,0.6018968
CD2,201.3984,0.6018993
CD2,201.3213,0.6019425
CD2,201.3435,0.6019572
CD2,201.1827,0.6019881
CD2,201.2127,0.6020125
CD2,201.2586,0.6020219
CD2,201.1934,0.6020568
CD2,201.2613,0.6020711
CD2,201.1879,0.6021026
CD2,201.1391,0.6021237
CD2,201.1333,0.6021619
CD2,201.0915,0.6021637
CD2,201.1298,0.6022036
CD2,201.0992,0.6022299
CD2,200.9737,0.6022476
CD2,200.926,0.6022661
CD2,200.9985,0.6022788
CD2,201.0699,0.6022995
CD2,201.0599,0.6023292
CD2,200.8957,0.6023541
CD2,200.9114,0.602342
CD2,200.9437,0.6023902
CD2,200.931,0.6023785
CD2,200.8733,0.6024202
CD2,200.934,0.6024484
CD2,200.9156,0.6024881
CD2,200.9126,0.6024939
CD2,201.003,0.6025212
CD2,200.9288,0.602546
CD2,200.9734,0.6025597
CD2,200.9579,0.6026137
CD2,200.976,0.6026211
CD2,200.8953,0.6026391
CD2,200.8056,0.6026693
CD2,200.7737,0.6026786
CD2,200.793,0.6027046
CD2,200.7454,0.6027326
CD2,200.7586,0.6027394
CD2,200.6686,0.6027822
CD2,200.7586,0.6028108
CD2,200.866,0.6028202
CD2,200.8737,0.6028626
CD2,200.8586,0.6028675
CD2,200.873,0.6028971
CD2,200.7851,0.6029351
CD2,200.773,0.6029482
CD2,200.7385,0.6029826
CD2,200.7658,0.602997
CD2,200.7279,0.6030317
CD2,200.7386,0.6030464
CD2,200.782,0.603073
CD2,200.8215,0.6030961
CD2,200.7567,0.6031189
CD2,200.8785,0.6031307
CD2,200.7472,0.6031485
CD2,200.7198,0.6031836
CD3,99.91655,0.576
CD3,99.91073,0.5760067
CD3,99.68317,0.5760119
CD3,101.6157,0.5759538
CD3,103.8426,0.5758513
CD3,105.8235,0.5757574
CD3,107.6496,0.5756438
CD3,109.4142,0.5755244
CD3,111.0773,0.5754145
CD3,112.7989,0.5753386
CD3,114.2341,0.5752053
CD3,115.8266,0.5751081
CD3,117.164,0.5750179
CD3,118.5744,0.574913
CD3,119.8052,0.5748012
CD3,121.0876,0.5747135
CD3,122.1552,0.5746049
CD3,123.373,0.5745192
CD3,124.3951,0.5744296
CD3,125.5332,0.5743409
CD3,126.4632,0.5742655
CD3,127.4892,0.5741546
CD3,128.3845,0.5740728
CD3,129.3844,0.5739794
CD3,130.2106,0.5738834
CD3,131.1291,0.5738346
CD3,131.922,0.5737206
CD3,132.8003,0.573672
CD3,133.51,0.5735937
CD3,134.3133,0.5734823
CD3,135.0116,0.5734285
CD3,135.8071,0.5733858
CD3,136.4244,0.5733114
CD3,137.1279,0.573248
CD3,137.8016,0.5731675
CD3,138.5318,0.5731032
CD3,139.0965,0.5730495
CD3,139.7,0.5729983
CD3,140.3115,0.5729337
CD3,140.9612,0.5728679
CD3,141.4976,0.5728168
CD3,142.126,0.5727624
CD3,142.5874,0.5726993
CD3,143.2341,0.5726352
CD3,143.7185,0.5725893
CD3,144.3107,0.5725264
CD3,144.8217,0.5724749
CD3,145.3191,0.5724069
CD3,145.8142,0.5723539
CD3,146.2982,0.5722845
CD3,146.7555,0.5721981
CD3,147.3213,0.5721405
CD3,147.6982,0.5721042
CD3,148.1517,0.5720151
CD3,148.6051,0.5719828
CD3,149.1345,0.5719725
CD3,149.498,0.5719175
CD3,149.9743,0.5718775
CD3,150.3588,0.5718447
CD3,150.803,0.571789
CD3,151.2024,0.571764
CD3,151.6105,0.5717345
CD3,152.0311,0.5716999
CD3,152.3916,0.5716473
CD3,152.7517,0.571641
CD3,153.2059,0.5716019
CD3,153.572,0.5715872
CD3,153.9656,0.5715502
CD3,154.343,0.5715289
CD3,154.7174,0.5714882
CD3,155.0612,0.5714484
CD3,155.4509,0.5714595
CD3,155.7486,0.5714177
CD3,156.0895,0.5713936
CD3,156.4525,0.5713575
CD3,156.7851,0.5713421
CD3,157.178,0.5713129
CD3,157.4569,0.5713013
CD3,157.8466,0.5712705
CD3,158.0736,0.5712415
CD3,158.4926,0.5712059
CD3,158.7102,0.5712102
CD3,159.0681,0.5711869
CD3,159.3595,0.571145
CD3,159.7521,0.5711167
CD3,159.9735,0.5711364
CD3,160.3514,0.571111
CD3,160.5632,0.5710679
CD3,160.8718,0.5710785
CD3,161.1427,0.5710474
CD3,161.4914,0.571047
CD3,161.7591,0.5710362
CD3,162.013,0.5710313
CD3,162.2794,0.5710207
CD3,162.5814,0.5710051
CD3,162.8501,0.5709939
CD3,163.1696,0.5709701
CD3,163.406,0.5709492
CD3,163.6873,0.5709655
CD3,163.9184,0.5709542
CD3,164.265,0.5709397
CD3,164.4156,0.57095
CD3,164.7392,0.5709294
CD3,164.9715,0.5709374
CD3,165.2869,0.570935
CD3,165.513,0.5709352
CD3,165.759,0.5709134
CD3,165.9957,0.5709087
CD3,166.2989,0.5709071
CD3,166.5218,0.5709109
CD3,166.7923,0.5708877
CD3,166.9926,0.5708993
CD3,167.286,0.5709085
CD3,167.4584,0.570913
CD3,167.7379,0.5709151
CD3,167.9442,0.5709279
CD3,168.2268,0.5709031
CD3,168.3937,0.5709065
CD3,168.676,0.5709245
CD3,168.8524,0.5709135
CD3,169.1372,0.5709278
CD3,169.3034,0.5709195
CD3,169.5623,0.5709394
CD3,169.7303,0.5709347
CD3,170.036,0.570928
CD3,170.2022,0.5709671
CD3,170.476,0.5709617
CD3,170.6182,0.5709541
CD3,170.8968,0.5709902
CD3,171.0279,0.5709899
CD3,171.2992,0.570994
CD3,171.4507,0.5710188
CD3,171.6997,0.5710393
CD3,171.8819,0.5710419
CD3,172.1158,0.5710642
CD3,172.2456,0.5710936
CD3,172.5097,0.5710985
CD3,172.6624,0.5710975
CD3,172.8765,0.5711246
CD3,173.0716,0.5711445
CD3,173.3026,0.5711663
CD3,173.4238,0.5711941
CD3,173.6523,0.5712112
CD3,173.8213,0.5712357
CD3,174.0755,0.5712371
CD3,174.1835,0.5712534
CD3,174.4244,0.5712929
CD3,174.5136,0.5713123
CD3,174.7913,0.5713279
CD3,174.9492,0.571363
CD3,175.1457,0.5713988
CD3,175.269,0.5714155
CD3,175.511,0.5714221
CD3,175.6374,0.5714411
CD3,175.8697,0.5714687
CD3,175.9771,0.5715074
CD3,176.2135,0.5715129
CD3,176.307,0.5715593
CD3,176.5547,0.5715614
CD3,176.6877,0.5715891
CD3,176.879,0.5716134
CD3,176.9965,0.5716363
CD3,177.2462,0.5716504
CD3,177.329,0.5716888
CD3,177.5384,0.5716915
CD3,177.6186,0.5717105
CD3,177.8475,0.5717681
CD3,177.9502,0.5717808
CD3,178.1508,0.5717934
CD3,178.2766,0.5718024
CD3,178.4871,0.5718226
CD3,178.5731,0.5718613
CD3,178.8519,0.5718813
CD3,178.9303,0.5719041
CD3,179.1363,0.5719317
CD3,179.2251,0.5719335
CD3,179.4521,0.5719675
CD3,179.5137,0.5720058
CD3,179.7559,0.572021
CD3,179.8525,0.572047
CD3,180.0434,0.5720714
CD3,180.1312,0.572097
CD3,180.3297,0.5721198
CD3,180.4274,0.5721461
CD3,180.6365,0.5721651
CD3,180.7055,0.5722163
CD3,180.8621,0.5722427
CD3,181.0493,0.5722699
CD3,181.177,0.5722848
CD3,181.2456,0.572319
CD3,181.4867,0.572357
CD3,181.5656,0.5723756
CD3,181.7941,0.572395
CD3,181.8369,0.5724201
CD3,182.0444,0.5724744
CD3,182.1277,0.5724923
CD3,182.324,0.5725194
CD3,182.389,0.5725458
CD3,182.5799,0.5725773
CD3,182.6209,0.5726264
CD3,182.855,0.5726514
CD3,182.8972,0.572694
CD3,183.1213,0.5727203
CD3,183.1917,0.5727375
CD3,183.3663,0.5727841
CD3,183.4372,0.5728093
CD3,183.5909,0.5728483
CD3,183.69,0.5728751
CD3,183.9037,0.5728973
CD3,183.931,0.5729328
CD3,184.1359,0.572956
CD3,184.2224,0.5729983
CD3,184.378,0.5730375
CD3,184.4577,0.5730834
CD3,184.6568,0.5731006
CD3,184.6824,0.573129
CD3,184.8767,0.5731557
CD3,184.925,0.5731927
CD3,185.103,0.573219
CD3,185.1334,0.5732595
CD3,185.3537,0.5732936
CD3,185.4072,0.5733335
CD3,185.6078,0.5733564
CD3,185.6542,0.5733871
CD3,185.809,0.5734433
CD3,185.9314,0.573462
CD3,186.0775,0.5735122
CD3,186.1289,0.5735397
CD3,186.2861,0.5735719
CD3,186.274,0.5735987
CD3,186.4785,0.5736511
CD3,186.5389,0.5737023
CD3,186.7074,0.5737317
CD3,186.7486,0.5737947
CD3,186.8801,0.5738215
CD3,186.9669,0.5738531
CD3,187.1312,0.573902
CD3,187.2154,0.5739475
CD3,187.365,0.5739748
CD3,187.4426,0.5740313
CD3,187.618,0.5740646
CD3,187.6146,0.5740871
CD3,187.8263,0.5741544
CD3,187.8548,0.5741712
CD3,187.9654,0.5742293
CD3,188.0621,0.5742327
CD3,188.2183,0.574287
CD3,188.271,0.5743162
CD3,188.419,0.5743433
CD3,188.4354,0.5743957
CD3,188.6129,0.5744448
CD3,188.6482,0.5744901
CD3,188.8087,0.5745284
CD3,188.8439,0.5745796
CD3,189.0156,0.574613
CD3,189.0389,0.5746602
CD3,189.1968,0.5747108
CD3,189.2217,0.5747363
CD3,189.3402,0.5747879
CD3,189.4199,0.5748418
CD3,189.5696,0.5748704
CD3,189.6103,0.5749194
CD3,189.7733,0.5749739
CD3,189.8452,0.5750158
CD3,189.9719,0.5750301
CD3,190.0058,0.5750882
CD3,190.1327,0.5751517
CD3,190.1702,0.5751589
CD3,190.2584,0.5752108
CD3,190.3539,0.5752406
CD3,190.5056,0.5752854
CD3,190.5071,0.5753113
CD3,190.5904,0.5753869
CD3,190.7141,0.5754374
CD3,190.795,0.5754679
CD3,190.8682,0.5755202
CD3,190.9655,0.5755909
CD3,191.0381,0.5756207
CD3,191.1423,0.5756726
CD3,191.2576,0.5757181
CD3,191.3685,0.5757753
CD3,191.4103,0.5758192
CD3,191.4713,0.5758538
CD3,191.5367,0.5759319
CD3,191.7192,0.5759803
CD3,191.776,0.5760101
CD3,191.8748,0.5760545
CD3,191.89,0.5760993
CD3,192.055,0.576134
CD3,192.0615,0.5761807
CD3,192.2204,0.5762202
CD3,192.2088,0.5762626
CD3,192.3207,0.5763153
CD3,192.3538,0.5763499
CD3,192.5209,0.5764092
CD3,192.5409,0.5764657
CD3,192.6781,0.5764978
CD3,192.6456,0.576563
CD3,192.8083,0.5766101
CD3,192.8311,0.576657
CD3,192.9825,0.5767114
CD3,193.0202,0.5767417
CD3,193.1157,0.5768215
CD3,193.1444,0.5768593
CD3,193.2816,0.5768971
CD3,193.2875,0.5769621
CD3,193.3505,0.5770101
CD3,193.3886,0.5770689
CD3,193.5229,0.5771
CD3,193.5596,0.5771552
CD3,193.6743,0.577216
CD3,193.7041,0.5772685
CD3,193.8492,0.5772842
CD3,193.8576,0.5773191
CD3,193.9454,0.5774174
CD3,193.998,0.5774513
CD3,194.1108,0.5775132
CD3,194.0939,0.5775626
CD3,194.2241,0.577606
CD3,194.267,0.5776553
CD3,194.3409,0.5777141
CD3,194.4382,0.5777502
CD3,194.4448,0.5778186
CD3,194.5278,0.5778604
CD3,194.6494,0.5779233
CD3,194.6755,0.5779693
CD3,194.8101,0.5780215
CD3,194.8144,0.5780443
CD3,194.8845,0.5781157
CD3,194.9835,0.5781706
CD3,195.1153,0.5782149
CD3,195.1429,0.5782688
CD3,195.2022,0.5783119
CD3,195.1884,0.5783661
CD3,195.3166,0.578437
CD3,195.351,0.5784697
CD3,195.4699,0.5785415
CD3,195.4914,0.5785818
CD3,195.6021,0.5786275
CD3,195.6711,0.5786857
CD3,195.7252,0.578765
CD3,195.7125,0.5788155
CD3,195.8437,0.578864
CD3,195.8114,0.5789052
CD3,195.9592,0.5789453
CD3,195.9983,0.5790233
CD3,196.0389,0.579052
CD3,196.0367,0.5791232
CD3,196.1542,0.5791654
CD3,196.1606,0.5792225
CD3,196.3472,0.5792854
CD3,196.3298,0.5793343
CD3,196.4161,0.579366
CD3,196.4468,0.5794249
CD3,196.522,0.5794872
CD3,196.5392,0.5795296
CD3,196.6229,0.5796018
CD3,196.6682,0.5796442
CD3,196.6657,0.5797055
CD3,196.7079,0.5797796
CD3,196.8914,0.5798287
CD3,196.9038,0.5798882
CD3,196.9374,0.5799183
CD3,196.9912,0.5799858
CD3,197.117,0.5800455
CD3,197.1009,0.5800876
CD3,197.1376,0.5801523
CD3,197.1545,0.5802061
CD3,197.2374,0.5802668
CD3,197.2807,0.5803136
CD3,197.3205,0.5803832
CD3,197.392,0.5804335
CD3,197.4256,0.5804998
CD3,197.508,0.5805458
CD3,197.5476,0.5806066
CD3,197.5389,0.580655
CD3,197.6237,0.5806919
CD3,197.7014,0.5807541
CD3,197.7607,0.580818
CD3,197.773,0.5808558
CD3,197.8315,0.5809148
CD3,197.9115,0.5809747
CD3,197.9292,0.5810146
CD3,197.9676,0.5810965
CD3,198.0615,0.5811481
CD3,198.1301,0.5811896
CD3,198.1122,0.5812813
CD3,198.2727,0.5813236
CD3,198.1988,0.5813686
CD3,198.3318,0.581444
CD3,198.3087,0.5814894
CD3,198.4494,0.5815548
CD3,198.4365,0.581604
CD3,198.5439,0.5816357
CD3,198.5554,0.5817134
CD3,198.6345,0.5817532
CD3,198.6152,0.5818031
CD3,198.7066,0.5818731
CD3,198.6611,0.5819451
CD3,198.8118,0.5820107
CD3,198.747,0.5820483
CD3,198.9347,0.582159
CD3,198.9241,0.5821822
CD3,198.9848,0.5822296
CD3,198.9993,0.5822876
CD3,199.1512,0.5823573
CD3,199.0525,0.5824113
CD3,199.1664,0.5824923
CD3,199.1702,0.5825327
CD3,199.3066,0.5825892
CD3,199.2949,0.582641
CD3,199.3804,0.5826993
CD3,199.3853,0.5827545
CD3,199.4568,0.5827851
CD3,199.4281,0.5828547
CD3,199.5096,0.5829192
CD3,199.5231,0.5829806
CD3,199.6282,0.5830217
CD3,199.5943,0.5830901
CD3,199.6864,0.5831536
CD3,199.6576,0.5831999
CD3,199.7296,0.5832902
CD3,199.7374,0.5833615
CD3,199.7786,0.5834287
CD3,199.7443,0.5834576
CD3,199.8348,0.5835338
CD3,199.8255,0.5835997
CD3,199.881,0.5836384
CD3,199.9211,0.5837016
CD3,200.0179,0.5837544
CD3,200.0568,0.5838014
CD3,200.0414,0.5838696
CD3,200.1078,0.5839268
CD3,200.2083,0.5839711
CD3,200.1428,0.5840392
CD3,200.1956,0.5841092
CD3,200.3199,0.5841661
CD3,200.2153,0.5842211
CD3,200.3328,0.5842779
CD3,200.3027,0.5843395
CD3,200.3496,0.5844185
CD3,200.3801,0.5844831
CD3,200.4703,0.5845267
CD3,200.4681,0.5845762
CD3,200.544,0.584651
CD3,200.5111,0.5846736
CD3,200.6157,0.5847419
CD3,200.599,0.5847912
CD3,200.7012,0.584843
CD3,200.6486,0.5848996
CD3,200.7851,0.5849678
CD3,200.7604,0.5850329
CD3,200.834,0.5850927
CD3,200.8682,0.5851784
CD3,200.9365,0.5852496
CD3,200.8906,0.5853176
