CD1_eax_prc,CD1_evol_prc,CD1_q_kPa,CD2_eax_prc,CD2_evol_prc,CD2_q_kPa,CD3_eax_prc,CD3_evol_prc,CD3_q_kPa,CD4_eax_prc,CD4_evol_prc,CD4_q_kPa,CD5_eax_prc,CD5_evol_prc,CD5_q_kPa,CD6_eax_prc,CD6_evol_prc,CD6_q_kPa
6.439529E+00,7.718800E-01,2.401719E+02,6.428652E+00,-4.133536E+00,4.223441E+02,6.372498E+00,-7.727389E-01,3.063392E+02,6.415147E+00,-3.890565E+00,2.218146E+02,6.298534E+00,-2.831484E+00,7.329207E+02,6.335813E+00,-2.158975E+00,1.740676E+03
6.455320E+00,7.695442E-01,2.399188E+02,6.442557E+00,-4.143278E+00,4.217378E+02,6.384099E+00,-7.773273E-01,3.063121E+02,6.427244E+00,-3.896460E+00,2.215747E+02,6.310718E+00,-2.838004E+00,7.330180E+02,6.350401E+00,-2.165454E+00,1.741924E+03
6.465413E+00,7.710614E-01,2.401588E+02,6.456803E+00,-4.152105E+00,4.215233E+02,6.397579E+00,-7.816830E-01,3.065413E+02,6.441808E+00,-3.904677E+00,2.216523E+02,6.322333E+00,-2.846122E+00,7.320755E+02,6.366207E+00,-2.173264E+00,1.742035E+03
6.482429E+00,7.724864E-01,2.400146E+02,6.469693E+00,-4.161595E+00,4.211183E+02,6.410363E+00,-7.858252E-01,3.064316E+02,6.454747E+00,-3.913169E+00,2.217089E+02,6.338801E+00,-2.851953E+00,7.318985E+02,6.378655E+00,-2.181924E+00,1.742083E+03
6.490859E+00,7.712649E-01,2.401937E+02,6.482319E+00,-4.171177E+00,4.209934E+02,6.421913E+00,-7.908597E-01,3.065648E+02,6.466965E+00,-3.918876E+00,2.214427E+02,6.351166E+00,-2.857876E+00,7.318348E+02,6.392489E+00,-2.190688E+00,1.742027E+03
6.502794E+00,7.704271E-01,2.400044E+02,6.492495E+00,-4.179944E+00,4.208262E+02,6.437897E+00,-7.936719E-01,3.064179E+02,6.481419E+00,-3.926954E+00,2.216057E+02,6.362727E+00,-2.865557E+00,7.317254E+02,6.407505E+00,-2.196593E+00,1.740385E+03
6.515708E+00,7.710228E-01,2.403585E+02,6.507745E+00,-4.188416E+00,4.208114E+02,6.447131E+00,-7.983766E-01,3.068544E+02,6.494446E+00,-3.933528E+00,2.214350E+02,6.375155E+00,-2.871141E+00,7.311473E+02,6.426728E+00,-2.201662E+00,1.740213E+03
6.535857E+00,7.701142E-01,2.403604E+02,6.520350E+00,-4.196837E+00,4.204311E+02,6.459822E+00,-8.008420E-01,3.068436E+02,6.507420E+00,-3.938991E+00,2.213402E+02,6.388643E+00,-2.877598E+00,7.307711E+02,6.440283E+00,-2.207935E+00,1.741539E+03
6.544596E+00,7.695184E-01,2.406044E+02,6.532720E+00,-4.207198E+00,4.203026E+02,6.474721E+00,-8.055192E-01,3.068105E+02,6.518452E+00,-3.945390E+00,2.210146E+02,6.402489E+00,-2.883699E+00,7.306160E+02,6.445243E+00,-2.217326E+00,1.741935E+03
6.555767E+00,7.707871E-01,2.402999E+02,6.548150E+00,-4.214657E+00,4.197849E+02,6.485148E+00,-8.103718E-01,3.069178E+02,6.532547E+00,-3.953684E+00,2.209327E+02,6.412196E+00,-2.891761E+00,7.307107E+02,6.458050E+00,-2.223475E+00,1.741509E+03
6.572377E+00,7.690406E-01,2.401814E+02,6.561739E+00,-4.222947E+00,4.196849E+02,6.500833E+00,-8.127929E-01,3.068801E+02,6.543974E+00,-3.960424E+00,2.209226E+02,6.425509E+00,-2.898547E+00,7.306288E+02,6.465285E+00,-2.231174E+00,1.739859E+03
6.582901E+00,7.705513E-01,2.400245E+02,6.575435E+00,-4.233082E+00,4.191330E+02,6.512501E+00,-8.167405E-01,3.069804E+02,6.557768E+00,-3.969342E+00,2.208383E+02,6.440113E+00,-2.905330E+00,7.303094E+02,6.494951E+00,-2.239287E+00,1.739646E+03
6.596549E+00,7.706563E-01,2.404561E+02,6.588541E+00,-4.239858E+00,4.192751E+02,6.526626E+00,-8.186774E-01,3.069275E+02,6.570681E+00,-3.975236E+00,2.209241E+02,6.453170E+00,-2.912663E+00,7.302410E+02,6.492465E+00,-2.247566E+00,1.740721E+03
6.610775E+00,7.694391E-01,2.405853E+02,6.601938E+00,-4.248439E+00,4.190551E+02,6.539840E+00,-8.219104E-01,3.072322E+02,6.583542E+00,-3.981278E+00,2.207003E+02,6.466124E+00,-2.917817E+00,7.300886E+02,6.512393E+00,-2.253276E+00,1.741375E+03
6.623102E+00,7.693406E-01,2.405451E+02,6.610783E+00,-4.257245E+00,4.190204E+02,6.550910E+00,-8.287760E-01,3.073409E+02,6.596303E+00,-3.988903E+00,2.204455E+02,6.480820E+00,-2.923758E+00,7.295836E+02,6.518789E+00,-2.258858E+00,1.740860E+03
6.633168E+00,7.691134E-01,2.406846E+02,6.624911E+00,-4.264795E+00,4.188804E+02,6.564406E+00,-8.312795E-01,3.071486E+02,6.608290E+00,-3.993916E+00,2.203229E+02,6.489894E+00,-2.928893E+00,7.295809E+02,6.533945E+00,-2.268081E+00,1.739570E+03
6.649415E+00,7.697349E-01,2.408563E+02,6.637889E+00,-4.273949E+00,4.186420E+02,6.577507E+00,-8.346985E-01,3.072531E+02,6.623472E+00,-4.001763E+00,2.202133E+02,6.503755E+00,-2.937381E+00,7.293911E+02,6.546961E+00,-2.273946E+00,1.739595E+03
6.660793E+00,7.687727E-01,2.410316E+02,6.649296E+00,-4.283550E+00,4.185072E+02,6.589917E+00,-8.398282E-01,3.074106E+02,6.636137E+00,-4.009369E+00,2.202589E+02,6.514580E+00,-2.943178E+00,7.283316E+02,6.559252E+00,-2.281411E+00,1.740088E+03
6.674265E+00,7.690856E-01,2.409815E+02,6.668694E+00,-4.293383E+00,4.181175E+02,6.603319E+00,-8.430104E-01,3.072954E+02,6.648187E+00,-4.016566E+00,2.198568E+02,6.529774E+00,-2.949544E+00,7.281718E+02,6.573606E+00,-2.290408E+00,1.740353E+03
6.688012E+00,7.684384E-01,2.409287E+02,6.676382E+00,-4.301939E+00,4.179576E+02,6.615862E+00,-8.474169E-01,3.073420E+02,6.662521E+00,-4.022889E+00,2.199478E+02,6.543385E+00,-2.957941E+00,7.278547E+02,6.585329E+00,-2.296325E+00,1.739736E+03
6.699588E+00,7.677848E-01,2.406254E+02,6.685546E+00,-4.309383E+00,4.176624E+02,6.628601E+00,-8.498633E-01,3.073194E+02,6.674764E+00,-4.030624E+00,2.200377E+02,6.556460E+00,-2.962928E+00,7.277425E+02,6.611869E+00,-2.302137E+00,1.738132E+03
6.713165E+00,7.680205E-01,2.410133E+02,6.706394E+00,-4.318011E+00,4.176643E+02,6.642227E+00,-8.537476E-01,3.075931E+02,6.687436E+00,-4.038965E+00,2.196586E+02,6.570530E+00,-2.970820E+00,7.274480E+02,6.613901E+00,-2.312110E+00,1.738466E+03
6.725719E+00,7.691198E-01,2.409773E+02,6.714701E+00,-4.326197E+00,4.174311E+02,6.656414E+00,-8.571730E-01,3.076605E+02,6.699654E+00,-4.044537E+00,2.196978E+02,6.581335E+00,-2.975801E+00,7.269837E+02,6.637117E+00,-2.316353E+00,1.739079E+03
6.738303E+00,7.677398E-01,2.412733E+02,6.729545E+00,-4.334429E+00,4.170692E+02,6.667902E+00,-8.618332E-01,3.077006E+02,6.712578E+00,-4.050642E+00,2.195223E+02,6.595000E+00,-2.983036E+00,7.268372E+02,6.639973E+00,-2.324305E+00,1.739390E+03
6.750883E+00,7.668097E-01,2.411499E+02,6.743010E+00,-4.344296E+00,4.169973E+02,6.680785E+00,-8.649816E-01,3.078323E+02,6.724171E+00,-4.057041E+00,2.194699E+02,6.607734E+00,-2.986246E+00,7.269862E+02,6.655420E+00,-2.331346E+00,1.737532E+03
6.766618E+00,7.681384E-01,2.412147E+02,6.754647E+00,-4.351935E+00,4.170313E+02,6.692477E+00,-8.712150E-01,3.076322E+02,6.737295E+00,-4.062397E+00,2.192135E+02,6.621466E+00,-2.993739E+00,7.266027E+02,6.668701E+00,-2.337237E+00,1.737212E+03
6.777761E+00,7.684577E-01,2.411205E+02,6.770856E+00,-4.359425E+00,4.168162E+02,6.707103E+00,-8.727564E-01,3.078387E+02,6.752618E+00,-4.070955E+00,2.190747E+02,6.634184E+00,-3.001464E+00,7.261199E+02,6.681826E+00,-2.343992E+00,1.737723E+03
6.789120E+00,7.677462E-01,2.413459E+02,6.780467E+00,-4.368161E+00,4.164208E+02,6.720101E+00,-8.774611E-01,3.080242E+02,6.764019E+00,-4.076140E+00,2.188517E+02,6.646609E+00,-3.008584E+00,7.261043E+02,6.700893E+00,-2.353021E+00,1.737834E+03
6.804663E+00,7.663597E-01,2.413131E+02,6.794402E+00,-4.377639E+00,4.161165E+02,6.731406E+00,-8.802500E-01,3.080929E+02,6.778456E+00,-4.082592E+00,2.185697E+02,6.660000E+00,-3.015693E+00,7.261595E+02,6.706052E+00,-2.359210E+00,1.737712E+03
6.816681E+00,7.660983E-01,2.414133E+02,6.805695E+00,-4.386136E+00,4.156680E+02,6.744122E+00,-8.842886E-01,3.079956E+02,6.787681E+00,-4.091002E+00,2.184667E+02,6.668584E+00,-3.021163E+00,7.254565E+02,6.716918E+00,-2.367813E+00,1.736377E+03
6.829595E+00,7.666019E-01,2.416416E+02,6.820428E+00,-4.393324E+00,4.156325E+02,6.757934E+00,-8.893273E-01,3.079183E+02,6.803108E+00,-4.097159E+00,2.185341E+02,6.683905E+00,-3.028154E+00,7.250989E+02,6.740741E+00,-2.373115E+00,1.735707E+03
6.839320E+00,7.657125E-01,2.416471E+02,6.833780E+00,-4.401311E+00,4.152184E+02,6.771994E+00,-8.920127E-01,3.079444E+02,6.816593E+00,-4.103502E+00,2.181892E+02,6.702829E+00,-3.033018E+00,7.247994E+02,6.747739E+00,-2.381841E+00,1.736088E+03
6.853073E+00,7.664711E-01,2.416334E+02,6.847390E+00,-4.409770E+00,4.153786E+02,6.783638E+00,-8.958187E-01,3.081612E+02,6.827103E+00,-4.109844E+00,2.184220E+02,6.714400E+00,-3.041111E+00,7.242947E+02,6.765499E+00,-2.388772E+00,1.736650E+03
6.867026E+00,7.670262E-01,2.416248E+02,6.858014E+00,-4.416880E+00,4.150072E+02,6.796486E+00,-9.004007E-01,3.082695E+02,6.842473E+00,-4.116193E+00,2.179074E+02,6.724125E+00,-3.044352E+00,7.244129E+02,6.770146E+00,-2.396297E+00,1.736818E+03
6.882554E+00,7.666790E-01,2.416105E+02,6.872106E+00,-4.425339E+00,4.149147E+02,6.809579E+00,-9.050863E-01,3.082747E+02,6.851156E+00,-4.123774E+00,2.180270E+02,6.736592E+00,-3.052329E+00,7.241060E+02,6.789709E+00,-2.402807E+00,1.734234E+03
6.893633E+00,7.658690E-01,2.416631E+02,6.884276E+00,-4.432789E+00,4.144836E+02,6.824635E+00,-9.074799E-01,3.080990E+02,6.869135E+00,-4.128449E+00,2.178014E+02,6.753768E+00,-3.056820E+00,7.239928E+02,6.803210E+00,-2.408555E+00,1.734436E+03
6.906757E+00,7.659933E-01,2.418810E+02,6.900023E+00,-4.442732E+00,4.142208E+02,6.835087E+00,-9.117193E-01,3.083234E+02,6.879432E+00,-4.135973E+00,2.175516E+02,6.765021E+00,-3.064159E+00,7.234862E+02,6.813438E+00,-2.415254E+00,1.735241E+03
6.919493E+00,7.651361E-01,2.419259E+02,6.909901E+00,-4.449637E+00,4.139397E+02,6.848077E+00,-9.155465E-01,3.083663E+02,6.897880E+00,-4.141943E+00,2.172788E+02,6.776483E+00,-3.071181E+00,7.231918E+02,6.826778E+00,-2.422765E+00,1.735212E+03
6.933286E+00,7.655475E-01,2.416695E+02,6.924141E+00,-4.457030E+00,4.136999E+02,6.860492E+00,-9.198240E-01,3.085273E+02,6.907229E+00,-4.150829E+00,2.175050E+02,6.791629E+00,-3.076937E+00,7.231296E+02,6.839687E+00,-2.429508E+00,1.734737E+03
6.946532E+00,7.637817E-01,2.417347E+02,6.935953E+00,-4.467329E+00,4.133923E+02,6.875302E+00,-9.225220E-01,3.082817E+02,6.917978E+00,-4.154719E+00,2.176696E+02,6.803209E+00,-3.083199E+00,7.225687E+02,6.859021E+00,-2.439669E+00,1.733180E+03
6.958947E+00,7.643646E-01,2.420384E+02,6.948817E+00,-4.474902E+00,4.130678E+02,6.887969E+00,-9.264887E-01,3.083475E+02,6.934664E+00,-4.161362E+00,2.175104E+02,6.815942E+00,-3.090834E+00,7.230775E+02,6.877086E+00,-2.444920E+00,1.732689E+03
6.968629E+00,7.637367E-01,2.418301E+02,6.960910E+00,-4.482864E+00,4.129010E+02,6.900795E+00,-9.315803E-01,3.085746E+02,6.945139E+00,-4.168438E+00,2.173198E+02,6.830315E+00,-3.095996E+00,7.222053E+02,6.882010E+00,-2.453071E+00,1.733851E+03
6.980650E+00,7.638610E-01,2.419680E+02,6.986244E+00,-4.493259E+00,4.127288E+02,6.914274E+00,-9.347372E-01,3.085836E+02,6.958628E+00,-4.174652E+00,2.170873E+02,6.841404E+00,-3.101002E+00,7.216810E+02,6.895342E+00,-2.457670E+00,1.734221E+03
6.995851E+00,7.635867E-01,2.419942E+02,6.989300E+00,-4.502536E+00,4.129538E+02,6.926247E+00,-9.393234E-01,3.086872E+02,6.971247E+00,-4.181477E+00,2.172215E+02,6.855751E+00,-3.105427E+00,7.212056E+02,6.911074E+00,-2.465833E+00,1.733239E+03
7.014766E+00,7.621745E-01,2.423992E+02,6.997568E+00,-4.509426E+00,4.127896E+02,6.938665E+00,-9.426981E-01,3.086092E+02,6.983837E+00,-4.186245E+00,2.165430E+02,6.869861E+00,-3.114443E+00,7.210521E+02,6.917990E+00,-2.471990E+00,1.731886E+03
7.022964E+00,7.634431E-01,2.421579E+02,7.009568E+00,-4.518724E+00,4.124207E+02,6.952828E+00,-9.470686E-01,3.087785E+02,6.998224E+00,-4.193032E+00,2.166360E+02,6.883077E+00,-3.121910E+00,7.207154E+02,6.932141E+00,-2.478183E+00,1.732633E+03
7.037749E+00,7.625795E-01,2.424246E+02,7.022095E+00,-4.527589E+00,4.121763E+02,6.964837E+00,-9.498026E-01,3.086749E+02,7.009711E+00,-4.197860E+00,2.163051E+02,6.892923E+00,-3.126072E+00,7.206341E+02,6.955106E+00,-2.487942E+00,1.732272E+03
7.048430E+00,7.626524E-01,2.422395E+02,7.035595E+00,-4.534259E+00,4.119948E+02,6.977845E+00,-9.550633E-01,3.089164E+02,7.021918E+00,-4.206320E+00,2.162661E+02,6.905373E+00,-3.130679E+00,7.204867E+02,6.962391E+00,-2.495739E+00,1.732139E+03
7.062959E+00,7.612445E-01,2.426617E+02,7.057744E+00,-4.542325E+00,4.118598E+02,6.991813E+00,-9.583407E-01,3.089243E+02,7.034796E+00,-4.212713E+00,2.162040E+02,6.920854E+00,-3.138998E+00,7.201913E+02,6.974548E+00,-2.500795E+00,1.730329E+03
7.076282E+00,7.605716E-01,2.424665E+02,7.062571E+00,-4.549790E+00,4.114184E+02,7.002123E+00,-9.619480E-01,3.088547E+02,7.047997E+00,-4.217356E+00,2.163540E+02,6.932824E+00,-3.144817E+00,7.203345E+02,6.987658E+00,-2.506169E+00,1.730370E+03
7.086021E+00,7.610173E-01,2.427541E+02,7.088161E+00,-4.558526E+00,4.115090E+02,7.015230E+00,-9.655742E-01,3.086497E+02,7.061210E+00,-4.224514E+00,2.161548E+02,6.946741E+00,-3.150105E+00,7.200987E+02,7.004224E+00,-2.513185E+00,1.730387E+03
7.102092E+00,7.613173E-01,2.426803E+02,7.089010E+00,-4.565661E+00,4.114640E+02,7.027595E+00,-9.685746E-01,3.086856E+02,7.074336E+00,-4.230247E+00,2.163359E+02,6.957866E+00,-3.155990E+00,7.195805E+02,7.008448E+00,-2.521782E+00,1.730558E+03
7.113460E+00,7.610752E-01,2.427491E+02,7.103222E+00,-4.577069E+00,4.113376E+02,7.039618E+00,-9.733427E-01,3.088601E+02,7.087994E+00,-4.236968E+00,2.159795E+02,6.972501E+00,-3.161988E+00,7.188725E+02,7.025055E+00,-2.528620E+00,1.731157E+03
7.127782E+00,7.596887E-01,2.425868E+02,7.117849E+00,-4.582928E+00,4.107802E+02,7.057690E+00,-9.759815E-01,3.090692E+02,7.099736E+00,-4.242265E+00,2.160449E+02,6.987736E+00,-3.168096E+00,7.183554E+02,7.041813E+00,-2.536216E+00,1.728990E+03
7.141206E+00,7.596758E-01,2.429221E+02,7.130052E+00,-4.591393E+00,4.107004E+02,7.070765E+00,-9.791892E-01,3.089531E+02,7.114819E+00,-4.249524E+00,2.157889E+02,6.997595E+00,-3.173677E+00,7.186914E+02,7.051940E+00,-2.543296E+00,1.728612E+03
7.151236E+00,7.587072E-01,2.427166E+02,7.143947E+00,-4.598044E+00,4.105401E+02,7.079343E+00,-9.837521E-01,3.090300E+02,7.126927E+00,-4.255419E+00,2.158526E+02,7.012711E+00,-3.176098E+00,7.181596E+02,7.075374E+00,-2.550832E+00,1.729361E+03
7.164405E+00,7.590286E-01,2.427661E+02,7.156487E+00,-4.605160E+00,4.104437E+02,7.094491E+00,-9.892941E-01,3.088922E+02,7.138986E+00,-4.261370E+00,2.156361E+02,7.024116E+00,-3.186433E+00,7.183182E+02,7.083688E+00,-2.556549E+00,1.729130E+03
7.183832E+00,7.587865E-01,2.427681E+02,7.169173E+00,-4.614678E+00,4.100333E+02,7.105225E+00,-9.933729E-01,3.090482E+02,7.152172E+00,-4.266120E+00,2.153929E+02,7.038768E+00,-3.190151E+00,7.178750E+02,7.091290E+00,-2.561948E+00,1.729242E+03
7.196668E+00,7.587801E-01,2.425724E+02,7.184050E+00,-4.622923E+00,4.092845E+02,7.118395E+00,-9.972064E-01,3.090640E+02,7.165274E+00,-4.272950E+00,2.152518E+02,7.049889E+00,-3.197001E+00,7.175922E+02,7.102876E+00,-2.569648E+00,1.728271E+03
7.201335E+00,7.583086E-01,2.427346E+02,7.194774E+00,-4.631839E+00,4.092443E+02,7.134806E+00,-1.001213E+00,3.091433E+02,7.177673E+00,-4.278741E+00,2.153025E+02,7.057976E+00,-3.202195E+00,7.174788E+02,7.117978E+00,-2.576844E+00,1.727658E+03
7.214929E+00,7.597487E-01,2.428360E+02,7.208576E+00,-4.639898E+00,4.097963E+02,7.147537E+00,-1.005427E+00,3.092465E+02,7.191037E+00,-4.283666E+00,2.152493E+02,7.080396E+00,-3.208888E+00,7.168369E+02,7.132461E+00,-2.584025E+00,1.728364E+03
7.228558E+00,7.586750E-01,2.432035E+02,7.224820E+00,-4.647439E+00,4.093767E+02,7.157993E+00,-1.009098E+00,3.093810E+02,7.204291E+00,-4.290090E+00,2.152082E+02,7.091353E+00,-3.214983E+00,7.164419E+02,7.146142E+00,-2.591763E+00,1.728546E+03
7.243705E+00,7.586172E-01,2.429121E+02,7.236142E+00,-4.653996E+00,4.091238E+02,7.173617E+00,-1.011891E+00,3.092145E+02,7.217084E+00,-4.296671E+00,2.149396E+02,7.096995E+00,-3.220409E+00,7.163686E+02,7.164199E+00,-2.599242E+00,1.727737E+03
7.257754E+00,7.581715E-01,2.429826E+02,7.247560E+00,-4.660518E+00,4.090754E+02,7.184165E+00,-1.016086E+00,3.093568E+02,7.230673E+00,-4.303604E+00,2.148954E+02,7.115646E+00,-3.226150E+00,7.156825E+02,7.167032E+00,-2.604681E+00,1.727542E+03
7.270647E+00,7.571385E-01,2.429686E+02,7.259897E+00,-4.669596E+00,4.089899E+02,7.195875E+00,-1.019590E+00,3.093644E+02,7.242876E+00,-4.310256E+00,2.148647E+02,7.124929E+00,-3.231395E+00,7.155739E+02,7.186343E+00,-2.611683E+00,1.726603E+03
7.282259E+00,7.571450E-01,2.429817E+02,7.274304E+00,-4.677649E+00,4.088470E+02,7.211052E+00,-1.023578E+00,3.094204E+02,7.255619E+00,-4.316907E+00,2.147197E+02,7.140748E+00,-3.238206E+00,7.155878E+02,7.194277E+00,-2.618470E+00,1.727012E+03
7.294790E+00,7.567721E-01,2.429588E+02,7.288989E+00,-4.685197E+00,4.085537E+02,7.223477E+00,-1.027508E+00,3.097607E+02,7.269324E+00,-4.321323E+00,2.147794E+02,7.155575E+00,-3.243303E+00,7.151004E+02,7.211640E+00,-2.624775E+00,1.727480E+03
7.307089E+00,7.575628E-01,2.429328E+02,7.302065E+00,-4.696140E+00,4.085213E+02,7.236186E+00,-1.030830E+00,3.098333E+02,7.281240E+00,-4.316701E+00,2.145795E+02,7.167974E+00,-3.250821E+00,7.148969E+02,7.221908E+00,-2.631815E+00,1.726289E+03
7.317794E+00,7.558763E-01,2.432111E+02,7.314546E+00,-4.704935E+00,4.080559E+02,7.250745E+00,-1.033226E+00,3.097066E+02,7.294360E+00,-4.333597E+00,2.144990E+02,7.180524E+00,-3.255829E+00,7.146616E+02,7.237628E+00,-2.637827E+00,1.724250E+03
7.330175E+00,7.558892E-01,2.434155E+02,7.326717E+00,-4.711869E+00,4.080906E+02,7.263017E+00,-1.037890E+00,3.095203E+02,7.305200E+00,-4.338863E+00,2.140741E+02,7.194449E+00,-3.260763E+00,7.148413E+02,7.258981E+00,-2.645360E+00,1.724462E+03
7.345810E+00,7.554842E-01,2.432627E+02,7.338120E+00,-4.717947E+00,4.075447E+02,7.275865E+00,-1.040233E+00,3.096807E+02,7.322352E+00,-4.343804E+00,2.139638E+02,7.203278E+00,-3.265223E+00,7.140868E+02,7.260892E+00,-2.652018E+00,1.724769E+03
7.362377E+00,7.549399E-01,2.434384E+02,7.350689E+00,-4.725252E+00,4.075082E+02,7.289034E+00,-1.045932E+00,3.096143E+02,7.332969E+00,-4.349282E+00,2.136714E+02,7.220994E+00,-3.269855E+00,7.141431E+02,7.280041E+00,-2.658541E+00,1.725213E+03
7.370508E+00,7.559813E-01,2.433263E+02,7.367388E+00,-4.734451E+00,4.072436E+02,7.301889E+00,-1.048744E+00,3.096749E+02,7.346496E+00,-4.355631E+00,2.139357E+02,7.231436E+00,-3.276145E+00,7.132700E+02,7.295666E+00,-2.667003E+00,1.724220E+03
7.383468E+00,7.553127E-01,2.433868E+02,7.377693E+00,-4.741459E+00,4.069529E+02,7.315000E+00,-1.051873E+00,3.097424E+02,7.358690E+00,-4.361542E+00,2.137286E+02,7.244401E+00,-3.283321E+00,7.128890E+02,7.310369E+00,-2.674652E+00,1.723094E+03
7.394153E+00,7.552999E-01,2.435942E+02,7.392324E+00,-4.750434E+00,4.065984E+02,7.327706E+00,-1.056119E+00,3.098595E+02,7.372168E+00,-4.367956E+00,2.136024E+02,7.258539E+00,-3.288374E+00,7.125878E+02,7.317239E+00,-2.679824E+00,1.723344E+03
7.408361E+00,7.557263E-01,2.435732E+02,7.403155E+00,-4.758129E+00,4.064875E+02,7.339686E+00,-1.061198E+00,3.098717E+02,7.384791E+00,-4.374639E+00,2.132807E+02,7.267776E+00,-3.293941E+00,7.115190E+02,7.327329E+00,-2.687839E+00,1.724376E+03
7.422349E+00,7.539541E-01,2.437786E+02,7.417999E+00,-4.765899E+00,4.062519E+02,7.352983E+00,-1.064805E+00,3.098814E+02,7.401268E+00,-4.379768E+00,2.131623E+02,7.287066E+00,-3.301253E+00,7.113385E+02,7.348033E+00,-2.694764E+00,1.723640E+03
7.435555E+00,7.539991E-01,2.436791E+02,7.429289E+00,-4.773595E+00,4.060291E+02,7.366318E+00,-1.068774E+00,3.100687E+02,7.412219E+00,-4.385102E+00,2.128800E+02,7.295210E+00,-3.306170E+00,7.119684E+02,7.355372E+00,-2.701114E+00,1.722010E+03
7.448868E+00,7.529726E-01,2.438611E+02,7.443173E+00,-4.781292E+00,4.057668E+02,7.378487E+00,-1.074181E+00,3.099796E+02,7.422065E+00,-4.391009E+00,2.129763E+02,7.308719E+00,-3.311575E+00,7.110334E+02,7.373664E+00,-2.706809E+00,1.720571E+03
7.463689E+00,7.526319E-01,2.436631E+02,7.456452E+00,-4.788383E+00,4.059913E+02,7.392511E+00,-1.077395E+00,3.102071E+02,7.436984E+00,-4.397242E+00,2.127471E+02,7.323296E+00,-3.317987E+00,7.108176E+02,7.386925E+00,-2.713074E+00,1.721385E+03
7.475042E+00,7.524305E-01,2.440109E+02,7.468915E+00,-4.796235E+00,4.053066E+02,7.405395E+00,-1.080917E+00,3.100763E+02,7.447463E+00,-4.401980E+00,2.128860E+02,7.332662E+00,-3.323031E+00,7.106599E+02,7.392918E+00,-2.722058E+00,1.721625E+03
7.486963E+00,7.522397E-01,2.438596E+02,7.482103E+00,-4.804559E+00,4.052106E+02,7.418243E+00,-1.083983E+00,3.101295E+02,7.464802E+00,-4.405480E+00,2.126165E+02,7.351352E+00,-3.327277E+00,7.103494E+02,7.409327E+00,-2.730649E+00,1.720962E+03
7.499792E+00,7.520897E-01,2.440695E+02,7.493168E+00,-4.812385E+00,4.046596E+02,7.431880E+00,-1.087480E+00,3.102078E+02,7.477002E+00,-4.411898E+00,2.126440E+02,7.356940E+00,-3.331375E+00,7.104164E+02,7.430734E+00,-2.736599E+00,1.718391E+03
7.512880E+00,7.520040E-01,2.438116E+02,7.508868E+00,-4.820734E+00,4.046289E+02,7.444220E+00,-1.092629E+00,3.101229E+02,7.489296E+00,-4.417896E+00,2.122297E+02,7.371827E+00,-3.336042E+00,7.104379E+02,7.434191E+00,-2.742895E+00,1.719233E+03
7.525933E+00,7.522204E-01,2.438779E+02,7.520954E+00,-4.828250E+00,4.042740E+02,7.457311E+00,-1.096649E+00,3.100311E+02,7.502166E+00,-4.424141E+00,2.124276E+02,7.386601E+00,-3.343001E+00,7.102145E+02,7.452432E+00,-2.748586E+00,1.719041E+03
7.540388E+00,7.514233E-01,2.440345E+02,7.533964E+00,-4.833656E+00,4.042166E+02,7.470037E+00,-1.098385E+00,3.103764E+02,7.511857E+00,-4.430490E+00,2.126591E+02,7.393327E+00,-3.347601E+00,7.092815E+02,7.470297E+00,-2.755710E+00,1.719587E+03
7.554234E+00,7.518347E-01,2.441424E+02,7.548780E+00,-4.842373E+00,4.037566E+02,7.482043E+00,-1.101715E+00,3.102470E+02,7.526868E+00,-4.435703E+00,2.124578E+02,7.411046E+00,-3.354140E+00,7.090916E+02,7.474129E+00,-2.760587E+00,1.719049E+03
7.567216E+00,7.496703E-01,2.440779E+02,7.559149E+00,-4.848419E+00,4.038129E+02,7.496252E+00,-1.107128E+00,3.104258E+02,7.541382E+00,-4.441321E+00,2.123269E+02,7.425017E+00,-3.359623E+00,7.086137E+02,7.491442E+00,-2.768422E+00,1.716287E+03
7.579813E+00,7.502575E-01,2.441518E+02,7.574135E+00,-4.856360E+00,4.034963E+02,7.509869E+00,-1.110999E+00,3.102598E+02,7.550807E+00,-4.447098E+00,2.121569E+02,7.440490E+00,-3.365571E+00,7.082457E+02,7.505072E+00,-2.775520E+00,1.716229E+03
7.591885E+00,7.495267E-01,2.441664E+02,7.587506E+00,-4.849508E+00,4.034285E+02,7.522372E+00,-1.115383E+00,3.101718E+02,7.563255E+00,-4.451985E+00,2.121916E+02,7.451725E+00,-3.371531E+00,7.083372E+02,7.515214E+00,-2.781332E+00,1.717464E+03
7.605266E+00,7.486438E-01,2.442643E+02,7.601441E+00,-4.871549E+00,4.030309E+02,7.535059E+00,-1.120273E+00,3.102547E+02,7.580013E+00,-4.458500E+00,2.121419E+02,7.464157E+00,-3.376949E+00,7.077104E+02,7.535659E+00,-2.788632E+00,1.716064E+03
7.616526E+00,7.484274E-01,2.443224E+02,7.614184E+00,-4.879447E+00,4.030625E+02,7.545811E+00,-1.123280E+00,3.102269E+02,7.592253E+00,-4.462770E+00,2.119887E+02,7.476322E+00,-3.382265E+00,7.076150E+02,7.532829E+00,-2.798797E+00,1.715898E+03
