CD1_eax_prc,CD1_evol_prc,CD1_q_kPa,CD2_eax_prc,CD2_evol_prc,CD2_q_kPa,CD3_eax_prc,CD3_evol_prc,CD3_q_kPa,CD4_eax_prc,CD4_evol_prc,CD4_q_kPa,CD5_eax_prc,CD5_evol_prc,CD5_q_kPa,CD6_eax_prc,CD6_evol_prc,CD6_q_kPa
1.154606E+01,6.284215E-01,2.522761E+02,1.156074E+01,-6.346408E+00,3.448394E+02,1.147061E+01,-2.142147E+00,3.043552E+02,1.150996E+01,-5.576270E+00,1.912324E+02,1.140900E+01,-4.578348E+00,6.411163E+02,1.157972E+01,-4.245889E+00,1.514623E+03
1.155852E+01,6.280894E-01,2.522462E+02,1.157472E+01,-6.351504E+00,3.444099E+02,1.148324E+01,-2.146813E+00,3.044504E+02,1.152133E+01,-5.579346E+00,1.915989E+02,1.142091E+01,-4.580945E+00,6.410598E+02,1.159276E+01,-4.249030E+00,1.513475E+03
1.157123E+01,6.271722E-01,2.522926E+02,1.158817E+01,-6.353324E+00,3.443724E+02,1.150090E+01,-2.148420E+00,3.044058E+02,1.153443E+01,-5.581433E+00,1.917113E+02,1.143472E+01,-4.583727E+00,6.408507E+02,1.160600E+01,-4.248473E+00,1.510827E+03
1.158400E+01,6.266964E-01,2.518734E+02,1.159704E+01,-6.356988E+00,3.442149E+02,1.151475E+01,-2.151666E+00,3.047942E+02,1.154740E+01,-5.584769E+00,1.917785E+02,1.144673E+01,-4.585828E+00,6.407874E+02,1.161611E+01,-4.250579E+00,1.511450E+03
1.159743E+01,6.259635E-01,2.523104E+02,1.161032E+01,-6.360647E+00,3.443072E+02,1.152367E+01,-2.154292E+00,3.044984E+02,1.156011E+01,-5.586086E+00,1.917976E+02,1.146005E+01,-4.589379E+00,6.406088E+02,1.162975E+01,-4.251904E+00,1.511909E+03
1.161041E+01,6.253357E-01,2.522633E+02,1.162325E+01,-6.362616E+00,3.443792E+02,1.153577E+01,-2.157893E+00,3.046133E+02,1.157370E+01,-5.589912E+00,1.919853E+02,1.147299E+01,-4.591242E+00,6.404400E+02,1.164345E+01,-4.254965E+00,1.510956E+03
1.162416E+01,6.252821E-01,2.522808E+02,1.164021E+01,-6.367519E+00,3.439764E+02,1.154851E+01,-2.159970E+00,3.045212E+02,1.158665E+01,-5.592466E+00,1.920278E+02,1.148651E+01,-4.595243E+00,6.397405E+02,1.165918E+01,-4.255365E+00,1.509082E+03
1.163722E+01,6.249499E-01,2.520561E+02,1.165255E+01,-6.369506E+00,3.435551E+02,1.156049E+01,-2.162422E+00,3.046296E+02,1.160012E+01,-5.594021E+00,1.916810E+02,1.149905E+01,-4.597020E+00,6.397856E+02,1.167503E+01,-4.255604E+00,1.508924E+03
1.164946E+01,6.252371E-01,2.524348E+02,1.166791E+01,-6.373100E+00,3.437522E+02,1.157229E+01,-2.166372E+00,3.045969E+02,1.161278E+01,-5.596852E+00,1.915711E+02,1.150670E+01,-4.599508E+00,6.403718E+02,1.167661E+01,-4.258273E+00,1.508412E+03
1.166222E+01,6.242235E-01,2.521778E+02,1.168227E+01,-6.375867E+00,3.439253E+02,1.159196E+01,-2.168895E+00,3.044981E+02,1.162486E+01,-5.599818E+00,1.917803E+02,1.152471E+01,-4.602563E+00,6.400868E+02,1.169970E+01,-4.257329E+00,1.509438E+03
1.167650E+01,6.224255E-01,2.522653E+02,1.168757E+01,-6.378235E+00,3.438793E+02,1.160128E+01,-2.171707E+00,3.041864E+02,1.163663E+01,-5.603767E+00,1.918163E+02,1.153879E+01,-4.605512E+00,6.396888E+02,1.170938E+01,-4.260630E+00,1.507944E+03
1.168853E+01,6.226141E-01,2.518954E+02,1.170106E+01,-6.382751E+00,3.433947E+02,1.161695E+01,-2.174502E+00,3.041436E+02,1.165061E+01,-5.604978E+00,1.918014E+02,1.155126E+01,-4.608251E+00,6.399261E+02,1.172897E+01,-4.262626E+00,1.506888E+03
1.170367E+01,6.230534E-01,2.519053E+02,1.171456E+01,-6.385157E+00,3.432919E+02,1.162415E+01,-2.177993E+00,3.041453E+02,1.166160E+01,-5.608973E+00,1.914786E+02,1.156196E+01,-4.610106E+00,6.402264E+02,1.173921E+01,-4.264673E+00,1.505551E+03
1.171526E+01,6.238313E-01,2.520964E+02,1.172634E+01,-6.387641E+00,3.431517E+02,1.164053E+01,-2.180192E+00,3.038969E+02,1.167982E+01,-5.609947E+00,1.915034E+02,1.157691E+01,-4.613335E+00,6.398947E+02,1.175110E+01,-4.265765E+00,1.506089E+03
1.173036E+01,6.218426E-01,2.520485E+02,1.174154E+01,-6.389474E+00,3.436689E+02,1.165106E+01,-2.183057E+00,3.037296E+02,1.168834E+01,-5.612291E+00,1.914742E+02,1.158953E+01,-4.616208E+00,6.398999E+02,1.175954E+01,-4.265847E+00,1.506139E+03
1.174338E+01,6.214055E-01,2.520977E+02,1.175782E+01,-6.392726E+00,3.434772E+02,1.166736E+01,-2.186252E+00,3.037792E+02,1.170447E+01,-5.615905E+00,1.912208E+02,1.160408E+01,-4.619301E+00,6.396763E+02,1.177908E+01,-4.270635E+00,1.504971E+03
1.175361E+01,6.212683E-01,2.520184E+02,1.176634E+01,-6.395977E+00,3.436601E+02,1.168154E+01,-2.186988E+00,3.038988E+02,1.171691E+01,-5.619462E+00,1.915594E+02,1.161229E+01,-4.621776E+00,6.394187E+02,1.179055E+01,-4.270235E+00,1.503824E+03
1.176724E+01,6.226077E-01,2.523172E+02,1.178011E+01,-6.399572E+00,3.432250E+02,1.168769E+01,-2.191460E+00,3.038612E+02,1.173064E+01,-5.621145E+00,1.915682E+02,1.162452E+01,-4.625654E+00,6.396476E+02,1.179416E+01,-4.274832E+00,1.502868E+03
1.177681E+01,6.205161E-01,2.519657E+02,1.179463E+01,-6.402049E+00,3.428931E+02,1.170035E+01,-2.193435E+00,3.036366E+02,1.174424E+01,-5.622255E+00,1.914810E+02,1.164562E+01,-4.627124E+00,6.393490E+02,1.182079E+01,-4.274561E+00,1.502660E+03
1.179547E+01,6.200575E-01,2.521830E+02,1.180798E+01,-6.404263E+00,3.423599E+02,1.171647E+01,-2.194718E+00,3.035068E+02,1.175769E+01,-5.626955E+00,1.913861E+02,1.165718E+01,-4.630513E+00,6.392168E+02,1.182954E+01,-4.276112E+00,1.502766E+03
1.180782E+01,6.193504E-01,2.520888E+02,1.182332E+01,-6.406373E+00,3.425014E+02,1.172890E+01,-2.198958E+00,3.035890E+02,1.176898E+01,-5.628045E+00,1.910933E+02,1.167006E+01,-4.632890E+00,6.389445E+02,1.184292E+01,-4.278688E+00,1.501655E+03
1.181904E+01,6.192861E-01,2.522053E+02,1.183137E+01,-6.409005E+00,3.422050E+02,1.174390E+01,-2.200178E+00,3.036399E+02,1.178242E+01,-5.629831E+00,1.910851E+02,1.167666E+01,-4.635075E+00,6.390542E+02,1.185562E+01,-4.280948E+00,1.501265E+03
1.182965E+01,6.191554E-01,2.523389E+02,1.184726E+01,-6.412895E+00,3.425362E+02,1.175777E+01,-2.202248E+00,3.040897E+02,1.179550E+01,-5.631846E+00,1.905796E+02,1.169521E+01,-4.639011E+00,6.387731E+02,1.186774E+01,-4.282106E+00,1.499773E+03
1.184599E+01,6.194296E-01,2.523186E+02,1.186036E+01,-6.416593E+00,3.423161E+02,1.176597E+01,-2.206075E+00,3.038678E+02,1.180475E+01,-5.634015E+00,1.910355E+02,1.170795E+01,-4.640411E+00,6.388848E+02,1.187892E+01,-4.282513E+00,1.501059E+03
1.185768E+01,6.184032E-01,2.523760E+02,1.187105E+01,-6.417354E+00,3.429041E+02,1.177999E+01,-2.207101E+00,3.037914E+02,1.181791E+01,-5.636514E+00,1.910022E+02,1.172053E+01,-4.643039E+00,6.382930E+02,1.189570E+01,-4.285607E+00,1.501791E+03
1.187009E+01,6.176381E-01,2.522443E+02,1.188749E+01,-6.420625E+00,3.422941E+02,1.179628E+01,-2.211082E+00,3.035526E+02,1.183264E+01,-5.638626E+00,1.904431E+02,1.173241E+01,-4.646390E+00,6.377722E+02,1.190642E+01,-4.287634E+00,1.501252E+03
1.188294E+01,6.171281E-01,2.522881E+02,1.190062E+01,-6.426005E+00,3.422607E+02,1.180409E+01,-2.215548E+00,3.039112E+02,1.184510E+01,-5.640172E+00,1.909537E+02,1.174575E+01,-4.650081E+00,6.382573E+02,1.191629E+01,-4.289901E+00,1.498236E+03
1.189521E+01,6.146680E-01,2.522542E+02,1.191435E+01,-6.428967E+00,3.417599E+02,1.182229E+01,-2.217186E+00,3.035969E+02,1.185707E+01,-5.642246E+00,1.907260E+02,1.175724E+01,-4.651757E+00,6.382692E+02,1.193804E+01,-4.290980E+00,1.498695E+03
1.190786E+01,6.144537E-01,2.522101E+02,1.192374E+01,-6.430077E+00,3.421479E+02,1.182874E+01,-2.220472E+00,3.039205E+02,1.187076E+01,-5.644794E+00,1.906975E+02,1.176975E+01,-4.655610E+00,6.382233E+02,1.194596E+01,-4.292479E+00,1.498589E+03
1.192426E+01,6.145780E-01,2.522908E+02,1.193976E+01,-6.433650E+00,3.415182E+02,1.184541E+01,-2.222860E+00,3.035785E+02,1.188513E+01,-5.647562E+00,1.908420E+02,1.178454E+01,-4.659147E+00,6.382956E+02,1.195857E+01,-4.295831E+00,1.498612E+03
1.193757E+01,6.150409E-01,2.522669E+02,1.195283E+01,-6.437794E+00,3.418976E+02,1.185565E+01,-2.225426E+00,3.035921E+02,1.189784E+01,-5.651298E+00,1.907636E+02,1.179740E+01,-4.662517E+00,6.375897E+02,1.197564E+01,-4.297459E+00,1.497914E+03
1.195101E+01,6.138515E-01,2.522956E+02,1.196539E+01,-6.439530E+00,3.414669E+02,1.187479E+01,-2.228814E+00,3.035187E+02,1.191401E+01,-5.653744E+00,1.908758E+02,1.180883E+01,-4.665384E+00,6.380292E+02,1.198628E+01,-4.298344E+00,1.497242E+03
1.195864E+01,6.145501E-01,2.523267E+02,1.197982E+01,-6.443379E+00,3.413100E+02,1.188354E+01,-2.230480E+00,3.036435E+02,1.192763E+01,-5.655676E+00,1.903671E+02,1.182439E+01,-4.668895E+00,6.375791E+02,1.200259E+01,-4.299829E+00,1.496420E+03
1.197164E+01,6.115564E-01,2.522925E+02,1.198839E+01,-6.445665E+00,3.415915E+02,1.189777E+01,-2.234229E+00,3.033177E+02,1.194041E+01,-5.658738E+00,1.905277E+02,1.183544E+01,-4.671505E+00,6.374824E+02,1.201397E+01,-4.300998E+00,1.496901E+03
1.198938E+01,6.133608E-01,2.518802E+02,1.200192E+01,-6.449162E+00,3.413777E+02,1.190862E+01,-2.237170E+00,3.032560E+02,1.195446E+01,-5.659399E+00,1.904186E+02,1.184691E+01,-4.673329E+00,6.376156E+02,1.202775E+01,-4.304086E+00,1.496396E+03
1.200220E+01,6.121371E-01,2.522268E+02,1.201818E+01,-6.451130E+00,3.416588E+02,1.192926E+01,-2.239688E+00,3.033347E+02,1.196102E+01,-5.662782E+00,1.906346E+02,1.186163E+01,-4.675822E+00,6.376311E+02,1.204170E+01,-4.305804E+00,1.495987E+03
1.201399E+01,6.109607E-01,2.521954E+02,1.202711E+01,-6.452090E+00,3.414200E+02,1.194143E+01,-2.241921E+00,3.033859E+02,1.197467E+01,-5.664170E+00,1.905488E+02,1.187663E+01,-4.678793E+00,6.371426E+02,1.205409E+01,-4.306488E+00,1.493494E+03
1.202747E+01,6.113014E-01,2.521637E+02,1.204378E+01,-6.457794E+00,3.410320E+02,1.195219E+01,-2.245114E+00,3.031288E+02,1.198861E+01,-5.666865E+00,1.906556E+02,1.188777E+01,-4.681073E+00,6.370975E+02,1.206058E+01,-4.307806E+00,1.495226E+03
1.203858E+01,6.096256E-01,2.520694E+02,1.205826E+01,-6.459737E+00,3.410722E+02,1.196322E+01,-2.248108E+00,3.031984E+02,1.200112E+01,-5.669118E+00,1.903454E+02,1.190098E+01,-4.683670E+00,6.368696E+02,1.207883E+01,-4.310395E+00,1.495271E+03
1.205174E+01,6.096920E-01,2.521739E+02,1.207330E+01,-6.461105E+00,3.402719E+02,1.197396E+01,-2.250051E+00,3.031692E+02,1.201245E+01,-5.673016E+00,1.905951E+02,1.191420E+01,-4.686223E+00,6.364854E+02,1.209526E+01,-4.311887E+00,1.493845E+03
1.206507E+01,6.103992E-01,2.521045E+02,1.207864E+01,-6.463284E+00,3.403576E+02,1.198683E+01,-2.253530E+00,3.032088E+02,1.202676E+01,-5.673863E+00,1.905384E+02,1.192645E+01,-4.689894E+00,6.356579E+02,1.211055E+01,-4.313917E+00,1.492464E+03
1.207727E+01,6.091949E-01,2.522113E+02,1.209534E+01,-6.466614E+00,3.401232E+02,1.199937E+01,-2.255175E+00,3.029440E+02,1.203942E+01,-5.677425E+00,1.905535E+02,1.193903E+01,-4.692350E+00,6.352178E+02,1.211606E+01,-4.315388E+00,1.491220E+03
1.209008E+01,6.087491E-01,2.519075E+02,1.210762E+01,-6.469356E+00,3.397990E+02,1.201750E+01,-2.258065E+00,3.030685E+02,1.205335E+01,-5.678191E+00,1.902122E+02,1.195236E+01,-4.693710E+00,6.352851E+02,1.212687E+01,-4.317345E+00,1.491984E+03
1.210562E+01,6.079777E-01,2.522276E+02,1.212122E+01,-6.471426E+00,3.394592E+02,1.202454E+01,-2.259647E+00,3.029878E+02,1.206523E+01,-5.680719E+00,1.900533E+02,1.196660E+01,-4.696769E+00,6.348966E+02,1.214850E+01,-4.317965E+00,1.493925E+03
1.211712E+01,6.075276E-01,2.522741E+02,1.213260E+01,-6.474272E+00,3.399895E+02,1.204315E+01,-2.261827E+00,3.029488E+02,1.207746E+01,-5.681392E+00,1.902528E+02,1.197996E+01,-4.699476E+00,6.353339E+02,1.215906E+01,-4.320497E+00,1.492587E+03
1.212978E+01,6.085348E-01,2.522243E+02,1.215278E+01,-6.477860E+00,3.396558E+02,1.206400E+01,-2.264531E+00,3.025633E+02,1.209051E+01,-5.685084E+00,1.901632E+02,1.199194E+01,-4.701925E+00,6.350252E+02,1.217165E+01,-4.322996E+00,1.491350E+03
1.214279E+01,6.072191E-01,2.521789E+02,1.216078E+01,-6.480098E+00,3.396835E+02,1.206860E+01,-2.266421E+00,3.026827E+02,1.211011E+01,-5.686498E+00,1.896195E+02,1.200399E+01,-4.705276E+00,6.352582E+02,1.218325E+01,-4.323940E+00,1.490625E+03
1.215783E+01,6.058733E-01,2.524934E+02,1.217666E+01,-6.482041E+00,3.395818E+02,1.208167E+01,-2.269519E+00,3.025389E+02,1.211706E+01,-5.688109E+00,1.896643E+02,1.201739E+01,-4.708360E+00,6.355578E+02,1.219973E+01,-4.325671E+00,1.491197E+03
1.216693E+01,6.071012E-01,2.523630E+02,1.218342E+01,-6.484790E+00,3.398253E+02,1.209038E+01,-2.272617E+00,3.028525E+02,1.212926E+01,-5.690444E+00,1.899573E+02,1.202990E+01,-4.709669E+00,6.351611E+02,1.221381E+01,-4.329553E+00,1.491537E+03
1.218237E+01,6.057361E-01,2.524936E+02,1.219595E+01,-6.488422E+00,3.395469E+02,1.210307E+01,-2.274365E+00,3.025699E+02,1.214391E+01,-5.692840E+00,1.901154E+02,1.204311E+01,-4.713400E+00,6.349425E+02,1.222443E+01,-4.331452E+00,1.490056E+03
1.219440E+01,6.064733E-01,2.526868E+02,1.221435E+01,-6.491306E+00,3.393951E+02,1.212211E+01,-2.277598E+00,3.025164E+02,1.215655E+01,-5.694624E+00,1.897732E+02,1.205624E+01,-4.715404E+00,6.347460E+02,1.224133E+01,-4.333079E+00,1.488607E+03
1.220841E+01,6.056440E-01,2.526877E+02,1.222143E+01,-6.491576E+00,3.389536E+02,1.213146E+01,-2.279457E+00,3.026716E+02,1.216823E+01,-5.697243E+00,1.900601E+02,1.207039E+01,-4.718290E+00,6.343211E+02,1.225108E+01,-4.333758E+00,1.488658E+03
1.221817E+01,6.043025E-01,2.525253E+02,1.223724E+01,-6.495906E+00,3.391728E+02,1.214383E+01,-2.282813E+00,3.026552E+02,1.218269E+01,-5.699599E+00,1.898943E+02,1.208198E+01,-4.723038E+00,6.346404E+02,1.226448E+01,-4.334920E+00,1.488778E+03
1.223627E+01,6.041203E-01,2.521909E+02,1.224936E+01,-6.497925E+00,3.389547E+02,1.215500E+01,-2.287005E+00,3.023118E+02,1.219427E+01,-5.701558E+00,1.899471E+02,1.209485E+01,-4.726163E+00,6.343997E+02,1.227929E+01,-4.339249E+00,1.489345E+03
1.224218E+01,6.037475E-01,2.524419E+02,1.226184E+01,-6.500466E+00,3.389919E+02,1.216845E+01,-2.287929E+00,3.023472E+02,1.220691E+01,-5.704248E+00,1.897397E+02,1.210758E+01,-4.728503E+00,6.345483E+02,1.229232E+01,-4.341702E+00,1.487703E+03
1.226012E+01,6.024981E-01,2.522248E+02,1.227593E+01,-6.503712E+00,3.385817E+02,1.218190E+01,-2.291575E+00,3.024405E+02,1.222401E+01,-5.706564E+00,1.896428E+02,1.212021E+01,-4.730261E+00,6.346195E+02,1.230415E+01,-4.342800E+00,1.486759E+03
1.227091E+01,6.021252E-01,2.524238E+02,1.228688E+01,-6.505739E+00,3.388651E+02,1.220035E+01,-2.293550E+00,3.025550E+02,1.223259E+01,-5.707565E+00,1.894952E+02,1.213246E+01,-4.733775E+00,6.342916E+02,1.231775E+01,-4.344500E+00,1.485795E+03
1.228788E+01,6.021767E-01,2.523369E+02,1.230367E+01,-6.509984E+00,3.386275E+02,1.221332E+01,-2.296317E+00,3.024164E+02,1.224666E+01,-5.710180E+00,1.897085E+02,1.214211E+01,-4.735597E+00,6.334577E+02,1.233145E+01,-4.346307E+00,1.487122E+03
1.229997E+01,6.005502E-01,2.527259E+02,1.231714E+01,-6.511204E+00,3.383567E+02,1.222208E+01,-2.298743E+00,3.026804E+02,1.226386E+01,-5.711489E+00,1.896273E+02,1.215997E+01,-4.738586E+00,6.335466E+02,1.234594E+01,-4.347166E+00,1.487291E+03
1.230697E+01,6.016816E-01,2.523047E+02,1.232685E+01,-6.513714E+00,3.383957E+02,1.223429E+01,-2.302158E+00,3.023537E+02,1.227083E+01,-5.714974E+00,1.894747E+02,1.217009E+01,-4.740147E+00,6.338284E+02,1.235903E+01,-4.350487E+00,1.486847E+03
1.232421E+01,6.007387E-01,2.524435E+02,1.234260E+01,-6.516171E+00,3.383452E+02,1.224608E+01,-2.304995E+00,3.024064E+02,1.228896E+01,-5.715919E+00,1.896092E+02,1.218528E+01,-4.742336E+00,6.333651E+02,1.237505E+01,-4.351875E+00,1.485223E+03
1.233677E+01,6.007709E-01,2.523709E+02,1.235637E+01,-6.518158E+00,3.379507E+02,1.225905E+01,-2.308152E+00,3.023929E+02,1.230241E+01,-5.718879E+00,1.895703E+02,1.219929E+01,-4.745178E+00,6.334714E+02,1.238765E+01,-4.354762E+00,1.486204E+03
1.234980E+01,5.999008E-01,2.524123E+02,1.236668E+01,-6.521532E+00,3.383028E+02,1.227357E+01,-2.310474E+00,3.023901E+02,1.231019E+01,-5.721414E+00,1.895784E+02,1.220537E+01,-4.748864E+00,6.339716E+02,1.239305E+01,-4.356119E+00,1.486444E+03
1.236142E+01,5.998494E-01,2.523796E+02,1.237831E+01,-6.522777E+00,3.378735E+02,1.228622E+01,-2.314146E+00,3.023325E+02,1.232315E+01,-5.724476E+00,1.894587E+02,1.222373E+01,-4.751763E+00,6.337614E+02,1.240569E+01,-4.357416E+00,1.485478E+03
1.237396E+01,5.998944E-01,2.526001E+02,1.239212E+01,-6.527894E+00,3.380720E+02,1.229745E+01,-2.316688E+00,3.022567E+02,1.233689E+01,-5.725798E+00,1.895378E+02,1.223289E+01,-4.753400E+00,6.331414E+02,1.242034E+01,-4.359948E+00,1.484934E+03
1.238691E+01,5.989601E-01,2.526430E+02,1.240524E+01,-6.530875E+00,3.376117E+02,1.231193E+01,-2.318870E+00,3.022103E+02,1.234913E+01,-5.729452E+00,1.896985E+02,1.224839E+01,-4.757570E+00,6.331685E+02,1.243602E+01,-4.360070E+00,1.483817E+03
1.240032E+01,5.975864E-01,2.524697E+02,1.241860E+01,-6.533147E+00,3.383156E+02,1.232485E+01,-2.320198E+00,3.021369E+02,1.236155E+01,-5.730813E+00,1.894782E+02,1.226416E+01,-4.759527E+00,6.325887E+02,1.245312E+01,-4.363127E+00,1.484116E+03
1.241326E+01,5.975414E-01,2.524841E+02,1.243360E+01,-6.534720E+00,3.378859E+02,1.233778E+01,-2.323167E+00,3.020612E+02,1.237438E+01,-5.734023E+00,1.896935E+02,1.227763E+01,-4.761376E+00,6.325291E+02,1.246515E+01,-4.363501E+00,1.484671E+03
1.242617E+01,5.968750E-01,2.526018E+02,1.244496E+01,-6.537572E+00,3.378424E+02,1.235002E+01,-2.324956E+00,3.022972E+02,1.238716E+01,-5.735722E+00,1.896474E+02,1.228779E+01,-4.763103E+00,6.327913E+02,1.247205E+01,-4.363476E+00,1.483497E+03
1.243731E+01,5.957628E-01,2.526921E+02,1.245730E+01,-6.541959E+00,3.378743E+02,1.236239E+01,-2.327814E+00,3.018736E+02,1.240113E+01,-5.737950E+00,1.892820E+02,1.229998E+01,-4.766809E+00,6.326769E+02,1.248998E+01,-4.366665E+00,1.483320E+03
1.245254E+01,5.977557E-01,2.524642E+02,1.247132E+01,-6.543314E+00,3.377424E+02,1.237632E+01,-2.330007E+00,3.018273E+02,1.241164E+01,-5.740199E+00,1.893266E+02,1.231524E+01,-4.769102E+00,6.319862E+02,1.250370E+01,-4.366678E+00,1.481276E+03
1.246335E+01,5.964871E-01,2.527511E+02,1.248346E+01,-6.546424E+00,3.377042E+02,1.238436E+01,-2.333234E+00,3.019523E+02,1.242624E+01,-5.741770E+00,1.894171E+02,1.232661E+01,-4.770075E+00,6.309303E+02,1.251921E+01,-4.368686E+00,1.481591E+03
1.247641E+01,5.955849E-01,2.524013E+02,1.249787E+01,-6.549050E+00,3.378015E+02,1.239889E+01,-2.335369E+00,3.022473E+02,1.243790E+01,-5.743800E+00,1.895707E+02,1.234228E+01,-4.773774E+00,6.316209E+02,1.253055E+01,-4.370877E+00,1.481572E+03
1.249048E+01,5.942713E-01,2.528418E+02,1.250892E+01,-6.551638E+00,3.376048E+02,1.241446E+01,-2.336149E+00,3.018263E+02,1.245246E+01,-5.744473E+00,1.891747E+02,1.235195E+01,-4.775244E+00,6.314681E+02,1.253907E+01,-4.370477E+00,1.481657E+03
1.250205E+01,5.941791E-01,2.526696E+02,1.252171E+01,-6.553490E+00,3.380644E+02,1.242978E+01,-2.339977E+00,3.017716E+02,1.246445E+01,-5.747972E+00,1.892459E+02,1.236835E+01,-4.779804E+00,6.315183E+02,1.255692E+01,-4.374119E+00,1.480557E+03
1.251487E+01,5.945713E-01,2.528412E+02,1.253402E+01,-6.555949E+00,3.380362E+02,1.243926E+01,-2.341260E+00,3.016865E+02,1.247706E+01,-5.749764E+00,1.893890E+02,1.238246E+01,-4.781918E+00,6.315445E+02,1.256921E+01,-4.373880E+00,1.479280E+03
1.252701E+01,5.929898E-01,2.528658E+02,1.254762E+01,-6.559283E+00,3.377623E+02,1.244775E+01,-2.346075E+00,3.013765E+02,1.249065E+01,-5.751382E+00,1.893418E+02,1.239128E+01,-4.784206E+00,6.314561E+02,1.258248E+01,-4.376213E+00,1.479002E+03
1.254070E+01,5.936305E-01,2.526389E+02,1.256085E+01,-6.561515E+00,3.376324E+02,1.246866E+01,-2.347087E+00,3.010695E+02,1.250298E+01,-5.755534E+00,1.896674E+02,1.240511E+01,-4.786525E+00,6.313483E+02,1.259331E+01,-4.376412E+00,1.479182E+03
1.255265E+01,5.923019E-01,2.526631E+02,1.257445E+01,-6.564000E+00,3.375554E+02,1.248151E+01,-2.350081E+00,3.011184E+02,1.251599E+01,-5.756054E+00,1.894861E+02,1.241652E+01,-4.789206E+00,6.311075E+02,1.260520E+01,-4.377768E+00,1.477829E+03
1.256503E+01,5.920876E-01,2.526740E+02,1.258641E+01,-6.566949E+00,3.373875E+02,1.248790E+01,-2.353921E+00,3.009585E+02,1.252834E+01,-5.758397E+00,1.894234E+02,1.243092E+01,-4.790855E+00,6.311675E+02,1.261729E+01,-4.380029E+00,1.476380E+03
1.257862E+01,5.923940E-01,2.528020E+02,1.260126E+01,-6.569974E+00,3.371613E+02,1.250511E+01,-2.355236E+00,3.016283E+02,1.254719E+01,-5.759977E+00,1.895062E+02,1.244440E+01,-4.795352E+00,6.307579E+02,1.262751E+01,-4.381618E+00,1.475177E+03
1.259115E+01,5.917662E-01,2.527854E+02,1.261441E+01,-6.572188E+00,3.370883E+02,1.251935E+01,-2.358102E+00,3.011243E+02,1.255242E+01,-5.763034E+00,1.892691E+02,1.245655E+01,-4.797098E+00,6.305396E+02,1.264427E+01,-4.384539E+00,1.475684E+03
1.260394E+01,5.909368E-01,2.526363E+02,1.262790E+01,-6.574537E+00,3.371187E+02,1.253326E+01,-2.360419E+00,3.012415E+02,1.257035E+01,-5.764733E+00,1.891894E+02,1.246904E+01,-4.799683E+00,6.310059E+02,1.265963E+01,-4.385512E+00,1.476117E+03
1.261715E+01,5.903411E-01,2.524819E+02,1.263664E+01,-6.576465E+00,3.370322E+02,1.253671E+01,-2.363904E+00,3.011256E+02,1.257981E+01,-5.768028E+00,1.892952E+02,1.248200E+01,-4.801982E+00,6.309793E+02,1.267637E+01,-4.385112E+00,1.476418E+03
1.263066E+01,5.898568E-01,2.526811E+02,1.265071E+01,-6.579685E+00,3.375891E+02,1.255979E+01,-2.366420E+00,3.010399E+02,1.259186E+01,-5.768766E+00,1.892860E+02,1.249470E+01,-4.804456E+00,6.309028E+02,1.269385E+01,-4.386088E+00,1.475050E+03
1.264278E+01,5.891046E-01,2.527198E+02,1.266343E+01,-6.582336E+00,3.372949E+02,1.257145E+01,-2.368801E+00,3.008471E+02,1.260761E+01,-5.772180E+00,1.894314E+02,1.250732E+01,-4.808181E+00,6.306873E+02,1.270305E+01,-4.388052E+00,1.474945E+03
1.265655E+01,5.896746E-01,2.528335E+02,1.267708E+01,-6.584446E+00,3.370026E+02,1.257817E+01,-2.371505E+00,3.009641E+02,1.261837E+01,-5.774210E+00,1.896599E+02,1.252029E+01,-4.810134E+00,6.301683E+02,1.270819E+01,-4.389821E+00,1.474344E+03
1.266812E+01,5.889417E-01,2.527230E+02,1.269024E+01,-6.587974E+00,3.367598E+02,1.259466E+01,-2.373351E+00,3.008983E+02,1.263008E+01,-5.775840E+00,1.893905E+02,1.253439E+01,-4.811880E+00,6.303099E+02,1.272989E+01,-4.390171E+00,1.475010E+03
1.268124E+01,5.883846E-01,2.525709E+02,1.270315E+01,-6.589357E+00,3.367269E+02,1.260513E+01,-2.375305E+00,3.009259E+02,1.264404E+01,-5.777715E+00,1.895923E+02,1.254630E+01,-4.816801E+00,6.296861E+02,1.274265E+01,-4.390996E+00,1.474096E+03
1.269211E+01,5.881960E-01,2.523261E+02,1.271704E+01,-6.592892E+00,3.362594E+02,1.261822E+01,-2.377732E+00,3.009328E+02,1.266020E+01,-5.781426E+00,1.895487E+02,1.255887E+01,-4.816468E+00,6.302992E+02,1.275191E+01,-4.393458E+00,1.472102E+03
1.270610E+01,5.872874E-01,2.524725E+02,1.273079E+01,-6.595357E+00,3.366159E+02,1.263350E+01,-2.379449E+00,3.008402E+02,1.266923E+01,-5.783094E+00,1.893955E+02,1.257242E+01,-4.822447E+00,6.302756E+02,1.276466E+01,-4.393515E+00,1.471897E+03
1.271976E+01,5.878552E-01,2.523041E+02,1.274091E+01,-6.597911E+00,3.361877E+02,1.264291E+01,-2.381830E+00,3.007937E+02,1.268724E+01,-5.784552E+00,1.890303E+02,1.258461E+01,-4.823298E+00,6.295076E+02,1.278191E+01,-4.394285E+00,1.472149E+03
