CD1_Ed_prc,CD1_Gnorm_fe_fp_MPa,CD2_Ed_prc,CD2_Gnorm_fe_fp_MPa,CD3_Ed_prc,CD3_Gnorm_fe_fp_MPa,CD4_Ed_prc,CD4_Gnorm_fe_fp_MPa,CD5_Ed_prc,CD5_Gnorm_fe_fp_MPa,CD6_Ed_prc,CD6_Gnorm_fe_fp_MPa,CU1_Ed_prc,CU1_Gnorm_fe_fp_MPa,CU2_Ed_prc,CU2_Gnorm_fe_fp_MPa,CU3_Ed_prc,CU3_Gnorm_fe_fp_MPa,CU4_Ed_prc,CU4_Gnorm_fe_fp_MPa,CU5_Ed_prc,CU5_Gnorm_fe_fp_MPa,CU6_Ed_prc,CU6_Gnorm_fe_fp_MPa,CU7_Ed_prc,CU7_Gnorm_fe_fp_MPa
2.078321E+01,3.549073E-02,2.490961E+01,-8.718594E-02,2.231625E+01,-1.425322E-02,2.435614E+01,-1.883913E-02,2.361682E+01,-6.976024E-02,2.371165E+01,-2.155072E-01,2.105350E+01,1.188693E-01,2.082840E+01,8.770017E-01,2.101350E+01,1.285788E-01,2.115210E+01,-1.829714E-01,2.103699E+01,6.000521E-02,2.289963E+01,1.702205E-01,2.099134E+01,2.628592E-01
2.080569E+01,-2.241795E-02,2.493293E+01,-1.004233E-01,2.234063E+01,-1.368862E-02,2.437857E+01,6.336417E-03,2.364071E+01,-1.563146E-01,2.373613E+01,-1.854266E-01,2.107616E+01,1.982340E-01,2.084963E+01,8.651656E-01,2.103577E+01,1.422918E-01,2.117220E+01,-2.319179E-01,2.105833E+01,4.492957E-02,2.292375E+01,2.767490E-01,2.101159E+01,2.582948E-01
2.082843E+01,5.048647E-02,2.495655E+01,-1.478511E-01,2.236498E+01,-1.927304E-02,2.440229E+01,-4.573771E-02,2.366389E+01,-1.151035E-01,2.376013E+01,-1.940780E-01,2.109873E+01,1.826794E-01,2.087123E+01,8.598714E-01,2.105761E+01,1.281875E-01,2.119371E+01,-2.252211E-01,2.107970E+01,8.640030E-02,2.294600E+01,2.968265E-01,2.103152E+01,2.405468E-01
2.085185E+01,-2.821813E-02,2.498123E+01,-1.185729E-01,2.238930E+01,-2.419180E-02,2.442682E+01,-9.367139E-02,2.368809E+01,-8.167166E-02,2.378404E+01,-1.436612E-01,2.112178E+01,1.763216E-01,2.089308E+01,8.631299E-01,2.107876E+01,1.556148E-01,2.121586E+01,-1.746874E-01,2.110130E+01,1.639484E-01,2.296797E+01,2.746988E-01,2.104940E+01,2.175322E-01
2.087367E+01,-3.474335E-02,2.500536E+01,-1.103736E-01,2.241363E+01,-1.299921E-02,2.445008E+01,-2.309470E-02,2.371163E+01,-9.968659E-02,2.380845E+01,-1.525233E-01,2.114390E+01,2.385349E-01,2.091493E+01,8.095359E-01,2.110117E+01,1.947916E-01,2.123691E+01,-1.374275E-01,2.112365E+01,1.545936E-01,2.299059E+01,3.582678E-01,2.106936E+01,2.525784E-01
2.089648E+01,-4.585361E-02,2.502901E+01,-1.001160E-01,2.243668E+01,-3.195618E-02,2.447425E+01,-6.801711E-02,2.373553E+01,-6.140949E-02,2.383269E+01,-1.078594E-01,2.116551E+01,1.816565E-01,2.093684E+01,8.031527E-01,2.112338E+01,2.346423E-01,2.125794E+01,-1.473923E-01,2.114518E+01,1.732267E-01,2.301421E+01,3.178485E-01,2.108770E+01,2.705435E-01
2.091900E+01,-1.597648E-02,2.505392E+01,-9.053417E-02,2.246044E+01,-3.001030E-02,2.449874E+01,-4.604019E-02,2.375941E+01,-5.049357E-02,2.385756E+01,-1.086161E-01,2.118800E+01,2.152336E-01,2.095883E+01,8.057988E-01,2.114622E+01,1.416794E-01,2.127857E+01,-1.957055E-01,2.116688E+01,2.030061E-01,2.303761E+01,1.949133E-01,2.110634E+01,2.218717E-01
2.094205E+01,2.805800E-02,2.507782E+01,-1.131366E-01,2.248451E+01,2.310560E-03,2.452208E+01,-7.026619E-02,2.378227E+01,-4.629902E-02,2.388105E+01,-1.842342E-01,2.120953E+01,1.506275E-01,2.098063E+01,7.966439E-01,2.116961E+01,1.850297E-01,2.129937E+01,-1.729070E-01,2.118895E+01,1.081871E-01,2.306065E+01,1.339095E-01,2.112456E+01,1.647106E-01
2.096397E+01,2.235714E-02,2.510159E+01,-9.476025E-02,2.250880E+01,-1.027224E-02,2.454572E+01,-2.891045E-02,2.380607E+01,-1.049580E-01,2.390400E+01,-1.303664E-01,2.123174E+01,2.673257E-01,2.100321E+01,8.106618E-01,2.119117E+01,1.949573E-01,2.131915E+01,-1.896772E-01,2.121123E+01,1.643258E-01,2.308367E+01,1.059618E-01,2.114446E+01,1.708633E-01
2.098702E+01,6.147488E-02,2.512573E+01,-1.006925E-01,2.253281E+01,-2.602828E-02,2.456948E+01,8.245989E-03,2.382921E+01,-1.053624E-01,2.392722E+01,-1.349665E-01,2.125325E+01,1.419437E-01,2.102569E+01,7.814769E-01,2.121451E+01,2.049573E-01,2.133965E+01,-1.067562E-01,2.123468E+01,9.767454E-02,2.310677E+01,1.910271E-01,2.116450E+01,1.738632E-01
2.100918E+01,6.588226E-03,2.514970E+01,-5.605057E-02,2.255691E+01,-4.931394E-02,2.459248E+01,-2.447871E-03,2.385299E+01,-1.210261E-01,2.395106E+01,-7.485140E-02,2.127559E+01,2.033025E-01,2.104837E+01,7.711647E-01,2.123770E+01,2.102696E-01,2.136026E+01,-1.096931E-01,2.125855E+01,1.983169E-01,2.312998E+01,3.450594E-01,2.118465E+01,2.709027E-01
2.103186E+01,2.181912E-02,2.517410E+01,-7.712185E-02,2.258001E+01,-4.190106E-02,2.461615E+01,-2.175676E-03,2.387729E+01,-6.425006E-02,2.397558E+01,-1.109840E-01,2.129750E+01,1.227255E-01,2.107117E+01,8.148879E-01,2.126102E+01,2.145627E-01,2.138054E+01,-9.900951E-02,2.128064E+01,1.328442E-01,2.315168E+01,1.479786E-01,2.120352E+01,1.811254E-01
2.105384E+01,-1.833187E-02,2.519803E+01,-5.409068E-02,2.260312E+01,-4.411391E-02,2.463965E+01,3.012291E-03,2.390225E+01,-5.538684E-02,2.399974E+01,-1.821543E-01,2.131956E+01,2.261177E-01,2.109401E+01,7.801401E-01,2.128405E+01,1.951318E-01,2.140069E+01,-6.415989E-02,2.130318E+01,1.589634E-01,2.317578E+01,1.590916E-01,2.122308E+01,1.430498E-01
2.107591E+01,5.508568E-02,2.522169E+01,-5.357642E-02,2.262679E+01,-5.529101E-02,2.466241E+01,-2.743856E-02,2.392581E+01,-8.275494E-02,2.402252E+01,-1.633587E-01,2.134182E+01,2.091414E-01,2.111645E+01,7.654870E-01,2.130727E+01,1.763722E-01,2.142067E+01,-1.179859E-01,2.132601E+01,6.829873E-02,2.319602E+01,2.157021E-01,2.124442E+01,1.916527E-01
2.109883E+01,3.022342E-03,2.524592E+01,-6.288681E-02,2.265046E+01,-6.577704E-02,2.468630E+01,-4.245767E-02,2.394984E+01,-9.903453E-02,2.404613E+01,-1.865895E-01,2.136472E+01,1.300620E-01,2.113926E+01,7.816038E-01,2.133055E+01,1.811846E-01,2.144087E+01,-1.323836E-01,2.134925E+01,9.531564E-02,2.321534E+01,2.900800E-01,2.126450E+01,1.703500E-01
2.112123E+01,5.587897E-02,2.526978E+01,-2.595698E-02,2.267446E+01,-5.188550E-02,2.470895E+01,-2.290265E-02,2.397390E+01,-1.869332E-01,2.406927E+01,-2.139335E-01,2.138681E+01,1.506197E-01,2.116198E+01,7.886146E-01,2.135440E+01,1.790801E-01,2.145978E+01,-1.110050E-01,2.137213E+01,9.950675E-02,2.323273E+01,3.357951E-01,2.128670E+01,1.293214E-01
2.114340E+01,-1.621663E-03,2.529343E+01,-5.134259E-02,2.269762E+01,-1.681919E-02,2.473172E+01,-1.112655E-03,2.399739E+01,-1.615267E-01,2.409286E+01,-2.161076E-01,2.140907E+01,1.764574E-01,2.118472E+01,7.784421E-01,2.137791E+01,2.049589E-01,2.148190E+01,-4.417646E-02,2.139478E+01,5.526974E-02,2.324879E+01,5.558168E-01,2.130837E+01,8.106046E-02
2.116558E+01,6.640303E-02,2.531774E+01,-2.755054E-02,2.272076E+01,-5.878075E-02,2.475514E+01,-4.106812E-02,2.402254E+01,-1.682231E-01,2.411753E+01,-1.753199E-01,2.143164E+01,1.070514E-01,2.120782E+01,8.358871E-01,2.140164E+01,1.870891E-01,2.150384E+01,-8.477791E-02,2.141813E+01,1.554431E-01,2.326244E+01,7.102973E-01,2.133106E+01,9.534219E-02
2.118826E+01,1.005720E-02,2.534203E+01,-7.911932E-04,2.274424E+01,-5.452242E-02,2.477869E+01,-4.252808E-02,2.404610E+01,-1.122945E-01,2.414139E+01,-1.957070E-01,2.145413E+01,1.365629E-01,2.123034E+01,8.503278E-01,2.142604E+01,2.189723E-01,2.152590E+01,-6.616680E-02,2.144160E+01,7.329658E-02,2.327589E+01,8.173075E-01,2.135394E+01,1.200463E-01
2.121077E+01,2.880290E-02,2.536595E+01,4.451174E-02,2.276851E+01,-6.120557E-02,2.480206E+01,-4.517742E-02,2.407109E+01,-1.140133E-01,2.416586E+01,-2.080728E-01,2.147681E+01,1.316333E-01,2.125289E+01,8.493110E-01,2.144993E+01,1.324524E-01,2.154812E+01,-8.139278E-02,2.146447E+01,2.125666E-01,2.328692E+01,8.659592E-01,2.137726E+01,9.504074E-02
2.123319E+01,5.812187E-02,2.538970E+01,-5.777316E-02,2.279185E+01,-9.106412E-02,2.482539E+01,-1.973207E-02,2.409572E+01,-8.354966E-02,2.418973E+01,-2.417442E-01,2.149892E+01,1.880277E-01,2.127556E+01,8.372032E-01,2.147396E+01,1.846329E-01,2.156795E+01,-5.064871E-02,2.148766E+01,1.035531E-01,2.329790E+01,7.064453E-01,2.140228E+01,-3.622895E-04
2.125540E+01,2.261703E-02,2.541356E+01,-2.676732E-02,2.281463E+01,-1.125100E-01,2.484894E+01,-3.783979E-03,2.411916E+01,-8.678297E-02,2.421289E+01,-2.619378E-01,2.152104E+01,2.606957E-01,2.129819E+01,8.469245E-01,2.149784E+01,1.407720E-01,2.158926E+01,-5.036094E-02,2.151214E+01,1.975317E-01,2.330784E+01,8.684781E-01,2.142713E+01,8.070389E-02
2.127770E+01,9.009662E-03,2.543714E+01,-2.984554E-02,2.283868E+01,-1.327846E-01,2.487246E+01,-2.340662E-02,2.414269E+01,-1.223517E-01,2.423583E+01,-2.598068E-01,2.154293E+01,1.658751E-01,2.132030E+01,8.511594E-01,2.152218E+01,2.059388E-01,2.160857E+01,-9.790382E-02,2.153663E+01,2.832638E-02,2.331808E+01,5.993173E-01,2.145270E+01,4.515978E-02
2.129987E+01,-2.643349E-03,2.546110E+01,-5.095441E-02,2.286291E+01,-1.074509E-01,2.489595E+01,2.074126E-02,2.416649E+01,-1.084879E-01,2.425972E+01,-3.330246E-01,2.156448E+01,1.703182E-01,2.134288E+01,8.989160E-01,2.154668E+01,1.477861E-01,2.162901E+01,-8.329296E-02,2.156092E+01,9.532901E-02,2.333005E+01,6.466603E-01,2.148004E+01,5.571530E-02
2.132220E+01,4.969425E-02,2.548490E+01,-6.021694E-02,2.288616E+01,-2.285430E-02,2.491916E+01,2.484970E-02,2.419056E+01,-8.896894E-02,2.428254E+01,-2.994641E-01,2.158631E+01,1.664457E-01,2.136499E+01,8.966400E-01,2.157060E+01,1.711839E-01,2.164935E+01,-5.000195E-02,2.158475E+01,5.244706E-02,2.334446E+01,3.098644E-01,2.150611E+01,2.162632E-02
2.134435E+01,4.975311E-03,2.550895E+01,-6.351302E-02,2.290992E+01,-9.109102E-02,2.494378E+01,-2.184124E-02,2.421445E+01,-2.809075E-02,2.430485E+01,-2.865876E-01,2.160892E+01,2.426155E-01,2.138716E+01,9.156290E-01,2.159479E+01,1.152372E-01,2.167037E+01,-1.227079E-02,2.160994E+01,7.740489E-02,2.336098E+01,3.560477E-01,2.153335E+01,4.766518E-02
2.136676E+01,3.425238E-02,2.553312E+01,-7.092557E-02,2.293474E+01,-1.111012E-01,2.496686E+01,-5.379827E-02,2.423852E+01,-4.537556E-02,2.432743E+01,-2.575503E-01,2.163100E+01,1.880116E-01,2.140918E+01,9.003699E-01,2.161903E+01,1.395500E-01,2.168946E+01,-1.221302E-01,2.163483E+01,1.755271E-01,2.338029E+01,2.275750E-01,2.156167E+01,5.642008E-02
2.138912E+01,-5.289184E-02,2.555711E+01,-6.059129E-02,2.295946E+01,-8.402003E-02,2.499101E+01,1.753497E-02,2.426197E+01,-3.514381E-02,2.435063E+01,-2.330927E-01,2.165300E+01,2.632226E-01,2.143096E+01,8.666497E-01,2.164317E+01,1.098727E-01,2.171018E+01,-1.704909E-01,2.165999E+01,1.077022E-01,2.340391E+01,1.475556E-01,2.158986E+01,1.748911E-02
2.141128E+01,1.661323E-03,2.558067E+01,-4.967019E-02,2.298223E+01,-8.310700E-02,2.501443E+01,5.872929E-03,2.428604E+01,-4.570996E-02,2.437526E+01,-2.472781E-01,2.167500E+01,1.688484E-01,2.145246E+01,8.510498E-01,2.166704E+01,1.439057E-01,2.173069E+01,-1.696871E-01,2.168508E+01,9.428008E-02,2.343039E+01,1.556763E-01,2.161808E+01,6.672893E-02
2.143381E+01,-1.760235E-02,2.560452E+01,-7.721020E-02,2.300628E+01,-9.364361E-02,2.503770E+01,6.042902E-03,2.430934E+01,-6.412076E-02,2.439966E+01,-1.979867E-01,2.169720E+01,2.292332E-01,2.147418E+01,8.474053E-01,2.169101E+01,1.610471E-01,2.175077E+01,-1.499400E-01,2.170965E+01,7.053475E-02,2.346171E+01,1.626403E-01,2.164671E+01,4.243690E-02
2.145628E+01,-4.650228E-03,2.562846E+01,-7.933554E-02,2.303076E+01,-4.683863E-02,2.506160E+01,4.625088E-02,2.433249E+01,-9.350280E-02,2.442366E+01,-2.263124E-01,2.171925E+01,1.405686E-01,2.149573E+01,9.121743E-01,2.171563E+01,1.403134E-01,2.177233E+01,-1.582753E-01,2.173514E+01,6.158772E-02,2.349527E+01,1.417081E-01,2.167480E+01,7.884752E-02
2.147891E+01,1.226353E-02,2.565234E+01,-9.091269E-02,2.305482E+01,-2.003736E-02,2.508504E+01,-4.069827E-02,2.435633E+01,-7.535912E-02,2.444622E+01,-1.870516E-01,2.174120E+01,1.248412E-01,2.151701E+01,9.021375E-01,2.173966E+01,1.694958E-01,2.179211E+01,-1.839450E-01,2.176050E+01,2.057599E-02,2.353082E+01,1.020143E-01,2.170228E+01,-3.303467E-03
2.150125E+01,-1.334932E-02,2.567628E+01,-8.700064E-02,2.307816E+01,-2.300880E-02,2.510823E+01,1.544943E-02,2.438019E+01,-1.022510E-01,2.447067E+01,-1.665770E-01,2.176342E+01,1.303584E-01,2.153798E+01,8.857684E-01,2.176322E+01,1.550527E-01,2.181339E+01,-2.015733E-01,2.178699E+01,1.211858E-01,2.356634E+01,1.185167E-01,2.173104E+01,4.053132E-02
2.152375E+01,-5.099012E-02,2.570003E+01,-1.166545E-01,2.310103E+01,-2.934781E-03,2.513166E+01,1.767892E-02,2.440426E+01,-6.361040E-02,2.449524E+01,-1.946907E-01,2.178576E+01,1.746599E-01,2.155958E+01,8.394816E-01,2.178645E+01,1.830923E-01,2.183428E+01,-2.697709E-01,2.181207E+01,1.596611E-01,2.360140E+01,1.598486E-01,2.175785E+01,6.199015E-02
2.154599E+01,-4.799493E-02,2.572415E+01,-5.694243E-02,2.312497E+01,-9.113989E-02,2.515583E+01,-1.679672E-02,2.442790E+01,-3.518627E-02,2.451933E+01,-1.471746E-01,2.180786E+01,2.374471E-01,2.158183E+01,8.943137E-01,2.181012E+01,2.001308E-01,2.185490E+01,-3.088727E-01,2.183708E+01,1.576200E-01,2.363573E+01,1.792708E-01,2.178608E+01,1.155399E-01
2.156836E+01,-6.970506E-02,2.574806E+01,-9.606270E-02,2.314861E+01,-3.968085E-02,2.517830E+01,-3.311287E-02,2.445164E+01,-7.544196E-02,2.454378E+01,-1.588905E-01,2.182984E+01,2.242404E-01,2.160256E+01,7.934887E-01,2.183302E+01,1.503537E-01,2.187491E+01,-2.150355E-01,2.186198E+01,1.411004E-01,2.366931E+01,1.729582E-01,2.181259E+01,8.072171E-02
2.159086E+01,-2.671277E-02,2.577145E+01,-9.532241E-02,2.317138E+01,-5.350452E-02,2.520289E+01,2.916409E-02,2.447533E+01,-1.376576E-01,2.456818E+01,-1.916905E-01,2.185176E+01,1.562869E-01,2.162475E+01,7.903301E-01,2.185550E+01,2.160567E-01,2.189733E+01,-2.407711E-01,2.188696E+01,3.757843E-02,2.370113E+01,1.716903E-01,2.183815E+01,9.841935E-02
2.161396E+01,-5.899591E-02,2.579467E+01,-7.762498E-02,2.319463E+01,-3.038377E-02,2.522646E+01,-3.023181E-03,2.449896E+01,-1.141488E-01,2.459198E+01,-1.937356E-01,2.187378E+01,2.004300E-01,2.164723E+01,7.635494E-01,2.187744E+01,1.858321E-01,2.191630E+01,-2.469070E-01,2.191083E+01,6.553855E-02,2.373118E+01,2.110006E-01,2.186340E+01,1.463557E-01
2.163624E+01,-7.800355E-02,2.581848E+01,-1.666581E-01,2.321921E+01,-4.290082E-02,2.524980E+01,-2.333958E-02,2.452283E+01,-1.034539E-01,2.461534E+01,-2.330657E-01,2.189585E+01,2.662929E-01,2.166980E+01,8.164612E-01,2.189939E+01,2.102355E-01,2.193478E+01,-2.692369E-01,2.193455E+01,2.101229E-01,2.375998E+01,2.357613E-01,2.188864E+01,1.469529E-01
2.165765E+01,-8.719543E-02,2.584257E+01,-1.602128E-01,2.324274E+01,-1.646279E-02,2.527417E+01,-4.758759E-02,2.454660E+01,-8.968215E-02,2.463740E+01,-1.807611E-01,2.191750E+01,1.927008E-01,2.169120E+01,7.915042E-01,2.192206E+01,2.227963E-01,2.195405E+01,-2.495161E-01,2.195837E+01,1.349023E-01,2.378476E+01,1.820526E-01,2.191189E+01,1.362948E-01
2.168123E+01,-1.011449E-01,2.586616E+01,-1.496967E-01,2.326566E+01,-3.862765E-02,2.529792E+01,-7.144548E-02,2.457014E+01,-7.957195E-02,2.466025E+01,-1.282453E-01,2.193960E+01,2.156245E-01,2.171278E+01,7.464286E-01,2.194328E+01,1.719587E-01,2.197470E+01,-2.005999E-01,2.198127E+01,1.778837E-01,2.380863E+01,1.951387E-01,2.193520E+01,1.075296E-01
2.170368E+01,-5.311629E-02,2.588995E+01,-1.172382E-01,2.329007E+01,-3.692308E-02,2.532141E+01,-6.479565E-02,2.459379E+01,-7.405433E-02,2.468403E+01,-1.815850E-01,2.196160E+01,1.903569E-01,2.173491E+01,7.233160E-01,2.196551E+01,2.147828E-01,2.199521E+01,-1.677981E-01,2.200417E+01,1.415340E-01,2.382983E+01,2.071874E-01,2.195743E+01,1.442173E-01
2.172559E+01,-6.187340E-02,2.591478E+01,-1.456890E-01,2.331359E+01,-3.905515E-02,2.534578E+01,-8.710338E-02,2.461742E+01,-1.435451E-02,2.470731E+01,-2.115563E-01,2.198364E+01,1.547635E-01,2.175748E+01,7.935210E-01,2.198670E+01,1.507146E-01,2.201615E+01,-1.791054E-01,2.202567E+01,1.609348E-01,2.385174E+01,2.779246E-01,2.197785E+01,1.723082E-01
2.174805E+01,2.256641E-02,2.593784E+01,-8.134924E-02,2.333809E+01,-4.190502E-02,2.536976E+01,-1.242040E-01,2.464126E+01,-4.453241E-02,2.473039E+01,-1.456277E-01,2.200577E+01,1.693186E-01,2.177920E+01,8.083628E-01,2.200878E+01,2.022736E-01,2.203717E+01,-1.109210E-01,2.204843E+01,7.443453E-02,2.387542E+01,1.427472E-01,2.199934E+01,1.343882E-01
2.176979E+01,-4.111463E-02,2.596266E+01,-1.356893E-01,2.336271E+01,-3.559504E-02,2.539243E+01,-1.005668E-01,2.466509E+01,-4.602234E-02,2.475382E+01,-1.262465E-01,2.202790E+01,1.624986E-01,2.180020E+01,7.772223E-01,2.203041E+01,1.143125E-01,2.205866E+01,-8.880875E-02,2.207103E+01,4.139555E-02,2.389759E+01,1.948560E-01,2.202040E+01,1.368716E-01
2.179248E+01,-8.933684E-04,2.598508E+01,-1.028631E-01,2.338701E+01,-4.733354E-02,2.541695E+01,-3.944482E-02,2.468906E+01,2.999026E-02,2.477810E+01,-1.711932E-01,2.205027E+01,1.656766E-01,2.182277E+01,8.481613E-01,2.205256E+01,2.100260E-01,2.208012E+01,-1.486926E-01,2.209319E+01,2.731250E-02,2.392135E+01,2.289937E-01,2.204167E+01,1.584655E-01
2.181460E+01,-1.031991E-02,2.600980E+01,-5.332380E-02,2.341108E+01,-6.152612E-02,2.544036E+01,-7.919694E-02,2.471286E+01,2.137939E-02,2.480172E+01,-1.841314E-01,2.207265E+01,1.759891E-01,2.184370E+01,8.772779E-01,2.207441E+01,6.761747E-02,2.210148E+01,-1.618651E-01,2.211545E+01,1.071111E-01,2.394570E+01,2.938941E-01,2.206362E+01,1.483843E-01
2.183620E+01,4.853722E-02,2.603513E+01,-7.470160E-02,2.343452E+01,-5.247370E-02,2.546386E+01,-1.330215E-01,2.473637E+01,3.802891E-03,2.482511E+01,-2.657051E-01,2.209511E+01,1.892504E-01,2.186436E+01,8.620535E-01,2.209651E+01,1.983640E-01,2.212479E+01,-1.268825E-01,2.213778E+01,7.090734E-02,2.396865E+01,2.612368E-01,2.208381E+01,1.398494E-01
2.185871E+01,4.913806E-02,2.605822E+01,-7.700667E-02,2.345798E+01,-2.221998E-02,2.548821E+01,-6.431055E-02,2.475915E+01,6.614081E-03,2.484870E+01,-1.998061E-01,2.211739E+01,1.082594E-01,2.188560E+01,8.426656E-01,2.211874E+01,9.050648E-02,2.214886E+01,-8.060288E-02,2.216053E+01,-2.841073E-02,2.399189E+01,2.727371E-01,2.210311E+01,1.103919E-01
2.188199E+01,1.028300E-01,2.608154E+01,-7.970672E-02,2.348076E+01,-6.211468E-02,2.551162E+01,-1.027313E-01,2.478281E+01,1.439296E-02,2.487260E+01,-2.345180E-01,2.213982E+01,1.399570E-01,2.190753E+01,8.605975E-01,2.213965E+01,1.810072E-01,2.217294E+01,-1.130340E-01,2.218238E+01,6.928616E-02,2.401491E+01,2.393532E-01,2.212347E+01,1.734137E-01
2.190309E+01,9.870808E-02,2.610455E+01,-6.396103E-02,2.350418E+01,-1.054247E-01,2.553446E+01,-4.154944E-02,2.480644E+01,7.877817E-04,2.489551E+01,-2.460055E-01,2.216175E+01,1.037437E-01,2.192917E+01,9.091150E-01,2.216135E+01,1.825150E-01,2.219688E+01,-1.430527E-01,2.220474E+01,1.691170E-01,2.403829E+01,2.674044E-01,2.214415E+01,1.720462E-01
2.192539E+01,6.399475E-02,2.612964E+01,-7.966087E-02,2.352725E+01,-9.373843E-02,2.555768E+01,-5.020851E-02,2.482893E+01,-9.793766E-03,2.491941E+01,-2.105826E-01,2.218387E+01,1.943427E-01,2.195019E+01,8.878923E-01,2.218240E+01,1.417698E-01,2.222138E+01,-1.686339E-01,2.222674E+01,1.224400E-01,2.406182E+01,3.061458E-01,2.216425E+01,1.474977E-01
2.194837E+01,8.191936E-02,2.615183E+01,-8.156553E-02,2.355062E+01,-9.046010E-02,2.558039E+01,-3.239084E-02,2.485262E+01,-6.152603E-02,2.494301E+01,-2.401808E-01,2.220608E+01,1.802979E-01,2.197168E+01,8.764684E-01,2.220478E+01,1.449191E-01,2.224654E+01,-1.840490E-01,2.224904E+01,2.362325E-01,2.408426E+01,2.751549E-01,2.218598E+01,1.336951E-01
2.197068E+01,4.425293E-02,2.617530E+01,-6.461120E-02,2.357373E+01,-5.125492E-02,2.560324E+01,1.895216E-03,2.487626E+01,-5.347414E-02,2.496646E+01,-2.328991E-01,2.222777E+01,1.743598E-01,2.199264E+01,8.587148E-01,2.222582E+01,2.010854E-01,2.227181E+01,-1.600670E-01,2.227094E+01,1.331828E-01,2.410682E+01,3.201518E-01,2.220605E+01,1.618994E-01
2.199381E+01,1.277681E-01,2.619693E+01,-1.130958E-01,2.359635E+01,-1.103818E-01,2.562690E+01,1.095366E-02,2.490005E+01,-7.297469E-02,2.498964E+01,-2.402374E-01,2.224987E+01,1.201455E-01,2.201406E+01,8.662052E-01,2.224720E+01,2.210974E-01,2.229819E+01,-1.560568E-01,2.229237E+01,2.766787E-01,2.413088E+01,3.305000E-01,2.222539E+01,1.196951E-01
2.201616E+01,6.961771E-02,2.622059E+01,-8.865232E-02,2.361910E+01,-4.880125E-02,2.564919E+01,1.569600E-02,2.492312E+01,-8.884644E-02,2.501136E+01,-1.961335E-01,2.227181E+01,8.484368E-02,2.203523E+01,9.061998E-01,2.226813E+01,2.226118E-01,2.232518E+01,-1.431206E-01,2.231318E+01,1.766008E-01,2.415363E+01,2.272996E-01,2.224547E+01,8.440072E-02
2.203872E+01,5.831363E-02,2.624236E+01,-1.001750E-01,2.364224E+01,-5.238786E-02,2.567184E+01,-7.200274E-03,2.494670E+01,-6.818191E-02,2.503362E+01,-1.495432E-01,2.229360E+01,1.323635E-01,2.205661E+01,8.758230E-01,2.228915E+01,2.722078E-01,2.235129E+01,-1.081555E-01,2.233574E+01,1.900625E-01,2.417625E+01,2.465828E-01,2.226427E+01,3.839743E-02
2.206128E+01,4.222850E-02,2.626434E+01,-1.144085E-01,2.366546E+01,-7.199965E-02,2.569534E+01,1.055178E-01,2.497068E+01,-9.025042E-02,2.505759E+01,-1.614101E-01,2.231537E+01,1.200585E-01,2.207817E+01,9.096771E-01,2.231072E+01,2.008308E-01,2.237862E+01,-1.385649E-01,2.235831E+01,1.645392E-01,2.419843E+01,2.530362E-01,2.228530E+01,5.860483E-02
2.208341E+01,7.065477E-02,2.628802E+01,-6.031630E-02,2.368905E+01,-1.249814E-01,2.571868E+01,3.310860E-02,2.499541E+01,-1.319228E-01,2.508103E+01,-2.117267E-01,2.233754E+01,8.274120E-02,2.209903E+01,8.676008E-01,2.233161E+01,2.726249E-01,2.240731E+01,-1.487028E-01,2.238087E+01,2.606785E-01,2.422033E+01,2.737568E-01,2.230661E+01,7.760555E-02
2.210525E+01,2.145796E-02,2.631286E+01,-3.947387E-02,2.371254E+01,-7.957647E-02,2.574164E+01,5.224927E-02,2.501908E+01,-1.719076E-01,2.510454E+01,-1.407679E-01,2.235963E+01,9.102373E-02,2.211994E+01,8.522529E-01,2.235311E+01,2.328007E-01,2.243553E+01,-1.246686E-01,2.240326E+01,1.846541E-01,2.424345E+01,2.541396E-01,2.232667E+01,3.662727E-02
2.212782E+01,2.434620E-02,2.633706E+01,-1.388152E-02,2.373623E+01,-3.429774E-02,2.576585E+01,2.143227E-02,2.504305E+01,-1.398338E-01,2.512945E+01,-1.514888E-01,2.238205E+01,2.171988E-01,2.214121E+01,8.269447E-01,2.237498E+01,2.331075E-01,2.246316E+01,-1.159426E-01,2.242520E+01,9.993980E-02,2.426634E+01,2.504452E-01,2.234651E+01,4.090990E-02
2.214997E+01,5.569278E-03,2.635838E+01,-3.898760E-04,2.375991E+01,-5.601443E-02,2.578986E+01,2.133700E-02,2.506817E+01,-1.560345E-01,2.515350E+01,-2.228389E-01,2.240438E+01,1.116151E-01,2.216242E+01,8.242331E-01,2.239705E+01,2.740539E-01,2.249012E+01,-1.387017E-01,2.244678E+01,1.639197E-01,2.428976E+01,2.735999E-01,2.236827E+01,4.640042E-02
2.217231E+01,2.430721E-02,2.638350E+01,1.221344E-02,2.378332E+01,-5.554223E-02,2.581425E+01,1.320125E-02,2.509157E+01,-1.483112E-01,2.517677E+01,-1.935916E-01,2.242624E+01,9.352244E-02,2.218378E+01,7.760826E-01,2.241746E+01,2.915514E-01,2.251784E+01,-1.653641E-01,2.246751E+01,1.535306E-01,2.431222E+01,3.229435E-01,2.238808E+01,1.243414E-01
