CD1_Ed_prc,CD1_Gnorm_fe_fp_MPa,CD2_Ed_prc,CD2_Gnorm_fe_fp_MPa,CD3_Ed_prc,CD3_Gnorm_fe_fp_MPa,CD4_Ed_prc,CD4_Gnorm_fe_fp_MPa,CD5_Ed_prc,CD5_Gnorm_fe_fp_MPa,CD6_Ed_prc,CD6_Gnorm_fe_fp_MPa,CU1_Ed_prc,CU1_Gnorm_fe_fp_MPa,CU2_Ed_prc,CU2_Gnorm_fe_fp_MPa,CU3_Ed_prc,CU3_Gnorm_fe_fp_MPa,CU4_Ed_prc,CU4_Gnorm_fe_fp_MPa,CU5_Ed_prc,CU5_Gnorm_fe_fp_MPa,CU6_Ed_prc,CU6_Gnorm_fe_fp_MPa,CU7_Ed_prc,CU7_Gnorm_fe_fp_MPa
4.608277E+00,3.167528E-01,5.701724E+00,2.165838E-01,4.821442E+00,3.871145E-01,5.756055E+00,1.421436E-01,5.170577E+00,3.914493E-01,4.864965E+00,7.485218E-01,5.048902E+00,-1.301853E-01,5.035816E+00,5.370081E-01,5.007819E+00,-1.683732E-01,4.659487E+00,5.231184E+00,5.064337E+00,-1.682113E-03,4.855157E+00,-1.249555E-01,5.197997E+00,1.357674E+00
4.630670E+00,3.027851E-01,5.729687E+00,2.079028E-01,4.844513E+00,3.746624E-01,5.783780E+00,1.147179E-01,5.196758E+00,3.873405E-01,4.891344E+00,7.251478E-01,5.071087E+00,-1.973243E-01,5.059124E+00,6.492364E-01,5.029695E+00,-1.650581E-01,4.678700E+00,5.834853E+00,5.086746E+00,-8.718103E-02,4.867218E+00,-7.283470E-03,5.220687E+00,1.585160E+00
4.652979E+00,3.491503E-01,5.758002E+00,2.000965E-01,4.867667E+00,3.554866E-01,5.812005E+00,1.338356E-01,5.223108E+00,3.610309E-01,4.916965E+00,6.671295E-01,5.092791E+00,-1.336170E-01,5.079852E+00,6.562677E-01,5.051462E+00,-1.381594E-01,4.695858E+00,4.679837E+00,5.109042E+00,3.146069E-02,4.878455E+00,3.857053E-02,5.242762E+00,1.618581E+00
4.674298E+00,3.669445E-01,5.786841E+00,2.253073E-01,4.891952E+00,3.801184E-01,5.839734E+00,1.357170E-01,5.249671E+00,3.674790E-01,4.943943E+00,6.589829E-01,5.116372E+00,-1.942168E-01,5.101108E+00,5.324341E-01,5.074066E+00,-2.017798E-01,4.716909E+00,4.971557E+00,5.131383E+00,-7.450177E-02,4.888870E+00,1.520371E-01,5.263824E+00,1.606128E+00
4.695852E+00,2.974450E-01,5.814946E+00,2.083116E-01,4.914173E+00,3.248187E-01,5.868319E+00,1.220947E-01,5.275970E+00,3.546729E-01,4.971092E+00,6.719525E-01,5.137577E+00,-6.718244E-02,5.125185E+00,5.509770E-01,5.096501E+00,-1.848752E-01,4.736877E+00,4.985598E+00,5.153433E+00,-7.628024E-02,4.900564E+00,5.758147E-02,5.285060E+00,1.589699E+00
4.717949E+00,3.292500E-01,5.843127E+00,2.174309E-01,4.939307E+00,3.750488E-01,5.897791E+00,1.871477E-01,5.303003E+00,3.484149E-01,4.999008E+00,6.555642E-01,5.160706E+00,-9.573903E-02,5.148569E+00,6.089849E-01,5.119563E+00,-2.014211E-01,4.756709E+00,4.883237E+00,5.175513E+00,-1.524360E-02,4.910628E+00,3.583625E-02,5.306152E+00,1.687029E+00
4.739830E+00,2.952607E-01,5.871561E+00,2.222720E-01,4.961456E+00,3.754086E-01,5.923815E+00,1.353561E-01,5.329546E+00,3.370662E-01,5.024258E+00,6.510319E-01,5.184080E+00,-7.821014E-02,5.169978E+00,5.698811E-01,5.140995E+00,-2.201711E-01,4.777038E+00,4.548232E+00,5.197664E+00,-5.245982E-02,4.923968E+00,7.292744E-03,5.326333E+00,1.517931E+00
4.761714E+00,3.267149E-01,5.899418E+00,1.933635E-01,4.984267E+00,3.548587E-01,5.951462E+00,1.080753E-01,5.356176E+00,3.515855E-01,5.050189E+00,6.490824E-01,5.205878E+00,-4.590794E-02,5.192820E+00,6.097121E-01,5.163090E+00,-2.317226E-01,4.798716E+00,4.436770E+00,5.219814E+00,1.708635E-02,4.934849E+00,-1.780149E-02,5.347551E+00,1.740741E+00
4.782280E+00,3.235113E-01,5.928656E+00,1.968822E-01,5.008225E+00,3.638974E-01,5.979390E+00,1.548154E-01,5.382524E+00,3.234491E-01,5.076340E+00,6.874107E-01,5.228248E+00,-4.830941E-02,5.214813E+00,5.830744E-01,5.185658E+00,-2.409308E-01,4.820647E+00,4.376682E+00,5.242057E+00,-1.024616E-01,4.945892E+00,3.797270E-01,5.367501E+00,1.669335E+00
4.803939E+00,3.657292E-01,5.957376E+00,1.997186E-01,5.033524E+00,3.803580E-01,6.008289E+00,1.137220E-01,5.409031E+00,3.255342E-01,5.101812E+00,6.463643E-01,5.249620E+00,-2.249508E-02,5.237007E+00,6.394617E-01,5.208155E+00,-1.957396E-01,4.842701E+00,4.321386E+00,5.264048E+00,4.570374E-02,4.957556E+00,1.435420E-01,5.387856E+00,1.575097E+00
4.825827E+00,3.363086E-01,5.985565E+00,1.878173E-01,5.057119E+00,3.474139E-01,6.036424E+00,1.551756E-01,5.435256E+00,3.308261E-01,5.129126E+00,5.930771E-01,5.271421E+00,-5.446783E-02,5.258348E+00,5.867838E-01,5.229767E+00,-1.609831E-01,4.865170E+00,4.001910E+00,5.286138E+00,-9.151020E-02,4.969666E+00,1.941683E-01,5.408633E+00,1.727636E+00
4.847523E+00,3.101379E-01,6.014382E+00,2.043136E-01,5.081501E+00,3.564133E-01,6.064545E+00,1.427113E-01,5.461608E+00,3.280106E-01,5.155327E+00,5.905686E-01,5.292914E+00,-1.588936E-01,5.280242E+00,5.769581E-01,5.252688E+00,-2.139687E-01,4.889379E+00,3.804608E+00,5.308028E+00,5.720717E-02,4.982851E+00,2.747273E-01,5.428761E+00,1.625982E+00
4.869533E+00,3.271216E-01,6.042452E+00,1.906159E-01,5.106217E+00,3.767105E-01,6.092319E+00,1.550069E-01,5.488140E+00,3.221694E-01,5.181688E+00,6.039025E-01,5.314440E+00,-9.458754E-02,5.302406E+00,5.872222E-01,5.276293E+00,-1.934875E-01,4.914709E+00,3.779849E+00,5.329754E+00,-1.435057E-01,4.992751E+00,1.263698E-01,5.449059E+00,1.681769E+00
4.891767E+00,3.290274E-01,6.070758E+00,1.859387E-01,5.129329E+00,3.428725E-01,6.119949E+00,1.043476E-01,5.514632E+00,3.224549E-01,5.206941E+00,6.351675E-01,5.336516E+00,-1.317406E-01,5.324713E+00,5.805689E-01,5.298326E+00,-1.440205E-01,4.940216E+00,3.937862E+00,5.351277E+00,3.036783E-02,5.004860E+00,1.603819E-01,5.469506E+00,1.644839E+00
4.912439E+00,3.013979E-01,6.098813E+00,1.857449E-01,5.154238E+00,3.855621E-01,6.148165E+00,1.222968E-01,5.541276E+00,3.279740E-01,5.232268E+00,6.680132E-01,5.358576E+00,-1.721365E-01,5.346780E+00,5.840984E-01,5.320630E+00,-1.485670E-01,4.964511E+00,3.612024E+00,5.373357E+00,-1.218788E-01,5.016729E+00,-3.317165E-02,5.489915E+00,1.653445E+00
4.932506E+00,3.590173E-01,6.127331E+00,1.721638E-01,5.176586E+00,3.500237E-01,6.175158E+00,7.336595E-02,5.567472E+00,3.107329E-01,5.256465E+00,6.756696E-01,5.379657E+00,-1.558741E-01,5.369089E+00,5.688309E-01,5.342647E+00,-1.814605E-01,4.991072E+00,3.382645E+00,5.395217E+00,-9.176603E-02,5.029273E+00,1.574050E-01,5.510309E+00,1.855096E+00
4.954160E+00,2.845756E-01,6.155686E+00,1.779698E-01,5.201015E+00,3.523797E-01,6.204934E+00,1.291183E-01,5.594427E+00,3.099391E-01,5.282508E+00,5.888223E-01,5.400435E+00,-8.722071E-02,5.391375E+00,6.069049E-01,5.365972E+00,-1.140359E-01,5.019198E+00,3.374282E+00,5.416821E+00,-1.509215E-01,5.041230E+00,2.755614E-01,5.529736E+00,1.944287E+00
4.976320E+00,2.917009E-01,6.183926E+00,1.778401E-01,5.224574E+00,3.503470E-01,6.233190E+00,1.170451E-01,5.621313E+00,3.052010E-01,5.309443E+00,5.696967E-01,5.422341E+00,-1.672789E-01,5.413585E+00,5.947446E-01,5.388029E+00,-1.481467E-01,5.047240E+00,3.479200E+00,5.438803E+00,-8.183410E-02,5.054766E+00,4.041176E-01,5.547936E+00,1.814838E+00
4.999435E+00,3.103939E-01,6.212091E+00,1.693344E-01,5.248226E+00,3.396711E-01,6.261453E+00,8.930099E-02,5.647732E+00,3.078727E-01,5.337916E+00,6.040157E-01,5.444865E+00,-7.190228E-02,5.435642E+00,6.350760E-01,5.410565E+00,-1.385305E-01,5.074274E+00,3.366883E+00,5.460191E+00,-3.414644E-02,5.068073E+00,9.828964E-02,5.567750E+00,1.628201E+00
5.021030E+00,2.942633E-01,6.240780E+00,1.693557E-01,5.271202E+00,3.324248E-01,6.289480E+00,1.161923E-01,5.674120E+00,3.044729E-01,5.363500E+00,6.118920E-01,5.467869E+00,-4.381840E-02,5.458007E+00,5.833051E-01,5.432350E+00,-1.710754E-01,5.102287E+00,3.282630E+00,5.481890E+00,-1.194556E-01,5.083805E+00,7.722458E-02,5.588070E+00,1.782925E+00
5.042421E+00,2.463268E-01,6.269207E+00,1.670743E-01,5.294723E+00,3.501459E-01,6.317500E+00,1.083769E-01,5.700677E+00,2.980481E-01,5.388429E+00,5.626538E-01,5.491028E+00,-1.182434E-01,5.480773E+00,6.656664E-01,5.455077E+00,-1.518074E-01,5.130785E+00,3.070320E+00,5.504008E+00,-6.406053E-02,5.100711E+00,-4.785403E-03,5.608164E+00,1.790837E+00
5.064792E+00,3.326612E-01,6.297399E+00,1.535620E-01,5.317920E+00,3.328218E-01,6.345075E+00,1.089416E-01,5.727397E+00,2.845773E-01,5.415255E+00,5.438986E-01,5.514796E+00,-1.306940E-04,5.502434E+00,5.477254E-01,5.477154E+00,-1.122677E-01,5.160952E+00,3.347435E+00,5.525797E+00,-1.703068E-01,5.116950E+00,7.961657E-02,5.628779E+00,1.828375E+00
5.085734E+00,2.739746E-01,6.325944E+00,1.668286E-01,5.341109E+00,3.319303E-01,6.372848E+00,9.498672E-02,5.753863E+00,2.989802E-01,5.440973E+00,5.547155E-01,5.538318E+00,-5.398676E-02,5.525531E+00,6.079441E-01,5.499209E+00,-1.160063E-01,5.188689E+00,3.133064E+00,5.547519E+00,4.677630E-02,5.139253E+00,8.899770E-02,5.648920E+00,1.734027E+00
5.106689E+00,2.607349E-01,6.353813E+00,1.386372E-01,5.364515E+00,3.606837E-01,6.401064E+00,1.166203E-01,5.780786E+00,2.829388E-01,5.467988E+00,5.841833E-01,5.560608E+00,-2.410059E-02,5.548322E+00,6.468444E-01,5.521605E+00,-1.775825E-01,5.217957E+00,3.072312E+00,5.569619E+00,-1.544181E-01,5.162751E+00,5.827414E-02,5.668052E+00,1.835562E+00
5.129919E+00,3.003287E-01,6.383172E+00,1.445150E-01,5.387381E+00,3.148525E-01,6.428225E+00,1.118327E-01,5.807591E+00,2.746179E-01,5.493531E+00,5.767302E-01,5.583761E+00,-6.730412E-02,5.570245E+00,6.460336E-01,5.543703E+00,-1.654192E-01,5.247649E+00,3.113037E+00,5.591398E+00,1.433715E-02,5.188559E+00,9.491587E-02,5.687737E+00,1.680737E+00
5.153379E+00,2.489358E-01,6.411578E+00,1.452939E-01,5.411741E+00,3.233084E-01,6.456569E+00,1.118080E-01,5.834412E+00,2.861908E-01,5.520742E+00,5.295765E-01,5.607655E+00,-4.687854E-02,5.592929E+00,6.311053E-01,5.566363E+00,-1.675711E-01,5.277168E+00,3.178812E+00,5.613080E+00,3.466814E-02,5.218518E+00,4.198224E-02,5.707661E+00,1.612483E+00
5.173903E+00,3.271227E-01,6.440353E+00,1.456365E-01,5.435498E+00,3.140302E-01,6.484355E+00,8.932352E-02,5.860694E+00,2.840892E-01,5.547026E+00,5.623538E-01,5.630800E+00,-5.552058E-03,5.614780E+00,6.291535E-01,5.588306E+00,-1.486362E-01,5.305983E+00,3.218144E+00,5.634637E+00,4.503068E-02,5.252895E+00,-4.691299E-02,5.727269E+00,1.629520E+00
5.195202E+00,3.015260E-01,6.468574E+00,1.474585E-01,5.459259E+00,3.037232E-01,6.512576E+00,1.199677E-01,5.887036E+00,2.806081E-01,5.572041E+00,6.059803E-01,5.653562E+00,-1.029438E-01,5.638195E+00,6.431109E-01,5.610851E+00,-1.704181E-01,5.334141E+00,3.068153E+00,5.656147E+00,-1.309464E-01,5.290028E+00,-8.999235E-02,5.748265E+00,1.756514E+00
5.216732E+00,3.202805E-01,6.497110E+00,1.494659E-01,5.483061E+00,3.222071E-01,6.540390E+00,1.074421E-01,5.913428E+00,2.943064E-01,5.596422E+00,5.739572E-01,5.674947E+00,-2.578777E-02,5.659177E+00,7.014258E-01,5.633551E+00,-1.723350E-01,5.363746E+00,3.075756E+00,5.678051E+00,-2.505705E-02,5.332716E+00,-5.653691E-02,5.767616E+00,1.892456E+00
5.238283E+00,2.409864E-01,6.525119E+00,1.401147E-01,5.507035E+00,3.159465E-01,6.567869E+00,1.124208E-01,5.939752E+00,2.804123E-01,5.623097E+00,5.878704E-01,5.697358E+00,-7.676494E-02,5.680158E+00,5.893219E-01,5.656047E+00,-1.272436E-01,5.393279E+00,3.423408E+00,5.699802E+00,-1.080061E-01,5.376105E+00,-6.596152E-02,5.786858E+00,1.790073E+00
5.260420E+00,2.865584E-01,6.554189E+00,1.300180E-01,5.530789E+00,3.172089E-01,6.595509E+00,7.885218E-02,5.966600E+00,2.862866E-01,5.649399E+00,5.528205E-01,5.719586E+00,9.031561E-03,5.703193E+00,6.706249E-01,5.678783E+00,-1.661079E-01,5.419858E+00,3.408855E+00,5.721261E+00,-6.757498E-02,5.424503E+00,-2.458364E-02,5.805963E+00,1.683786E+00
5.282033E+00,2.477430E-01,6.583151E+00,1.433407E-01,5.554577E+00,3.182908E-01,6.623876E+00,1.098975E-01,5.993298E+00,2.761825E-01,5.675013E+00,5.691085E-01,5.741255E+00,-8.837906E-02,5.725014E+00,6.516052E-01,5.701643E+00,-1.565405E-01,5.446391E+00,3.372299E+00,5.742902E+00,-9.473006E-02,5.477004E+00,-5.318177E-02,5.824928E+00,1.584756E+00
5.303297E+00,2.631080E-01,6.611534E+00,1.501767E-01,5.578342E+00,3.284122E-01,6.652191E+00,8.464926E-02,6.019886E+00,2.659810E-01,5.701580E+00,5.814813E-01,5.762898E+00,-8.390542E-02,5.747189E+00,7.516848E-01,5.723526E+00,-1.438309E-01,5.472937E+00,3.695665E+00,5.764867E+00,-1.556363E-01,5.531708E+00,-3.781922E-02,5.844225E+00,1.678693E+00
5.325209E+00,2.795921E-01,6.640374E+00,1.563541E-01,5.602247E+00,3.093245E-01,6.680179E+00,1.152883E-01,6.046826E+00,2.727584E-01,5.727352E+00,5.535041E-01,5.785218E+00,5.727106E-03,5.767820E+00,6.040359E-01,5.745806E+00,-8.960836E-02,5.497176E+00,3.706493E+00,5.786267E+00,-1.377874E-02,5.588200E+00,-7.905797E-02,5.864954E+00,1.919608E+00
5.345644E+00,2.715634E-01,6.668555E+00,1.488566E-01,5.626483E+00,3.243789E-01,6.708490E+00,9.622555E-02,6.073402E+00,2.803611E-01,5.754029E+00,5.139312E-01,5.807115E+00,-6.088892E-02,5.790436E+00,7.155085E-01,5.767426E+00,-1.344009E-01,5.521422E+00,3.701090E+00,5.807543E+00,-1.055674E-01,5.647935E+00,-6.202361E-02,5.884195E+00,1.755983E+00
5.367430E+00,2.793564E-01,6.697255E+00,1.362682E-01,5.649846E+00,3.127481E-01,6.736098E+00,9.497975E-02,6.099832E+00,2.708179E-01,5.780525E+00,5.012805E-01,5.828648E+00,6.460848E-03,5.811284E+00,6.409312E-01,5.789527E+00,-9.946111E-02,5.545312E+00,3.959239E+00,5.828525E+00,-8.700449E-02,5.709033E+00,-4.055903E-02,5.903269E+00,1.913542E+00
5.390569E+00,2.638054E-01,6.725725E+00,1.356015E-01,5.673298E+00,3.146837E-01,6.764132E+00,9.711737E-02,6.126597E+00,2.661572E-01,5.806894E+00,4.822087E-01,5.851263E+00,-8.210130E-02,5.833469E+00,7.441214E-01,5.812349E+00,-9.417678E-02,5.567507E+00,3.892674E+00,5.849575E+00,-1.958634E-01,5.770712E+00,-6.144308E-02,5.922023E+00,1.943804E+00
5.412119E+00,2.663749E-01,6.754002E+00,1.271510E-01,5.696913E+00,3.082406E-01,6.792199E+00,1.088355E-01,6.153042E+00,2.593537E-01,5.833911E+00,4.851749E-01,5.873714E+00,2.711116E-02,5.853729E+00,6.231631E-01,5.833466E+00,-9.262608E-02,5.589582E+00,3.925876E+00,5.870986E+00,4.141248E-02,5.832522E+00,-1.668307E-02,5.941038E+00,1.835359E+00
5.433954E+00,2.465059E-01,6.782770E+00,1.205141E-01,5.720250E+00,3.109561E-01,6.820270E+00,7.504541E-02,6.179785E+00,2.332029E-01,5.860020E+00,4.912165E-01,5.896678E+00,-8.971745E-02,5.876794E+00,6.652542E-01,5.855748E+00,-9.689612E-02,5.611482E+00,4.152841E+00,5.892141E+00,-1.116002E-01,5.895083E+00,-5.891483E-02,5.960481E+00,1.910750E+00
5.455840E+00,2.826295E-01,6.811171E+00,1.336205E-01,5.743777E+00,3.151528E-01,6.848701E+00,1.032614E-01,6.206756E+00,2.491650E-01,5.886753E+00,5.036502E-01,5.918339E+00,-4.131389E-03,5.899379E+00,7.154649E-01,5.877758E+00,-9.081267E-02,5.631852E+00,3.607628E+00,5.913221E+00,3.960854E-02,5.958624E+00,-6.830379E-02,5.979333E+00,1.845522E+00
5.477951E+00,2.740412E-01,6.839007E+00,1.178280E-01,5.767038E+00,2.974584E-01,6.876894E+00,8.270656E-02,6.233378E+00,2.388574E-01,5.913239E+00,5.113543E-01,5.940047E+00,-5.280181E-02,5.920028E+00,6.780163E-01,5.900093E+00,-8.619450E-02,5.654695E+00,4.005802E+00,5.934260E+00,-1.080189E-01,6.020484E+00,-6.960439E-02,5.998111E+00,1.944014E+00
5.499254E+00,2.343252E-01,6.867185E+00,1.226667E-01,5.790645E+00,2.686529E-01,6.904780E+00,6.819911E-02,6.260106E+00,2.425529E-01,5.939599E+00,4.697902E-01,5.962127E+00,4.032601E-02,5.943061E+00,7.080880E-01,5.922564E+00,-6.709573E-02,5.674727E+00,3.383450E+00,5.955919E+00,6.683343E-02,6.081313E+00,5.498604E-03,6.016928E+00,2.014373E+00
5.521436E+00,2.357197E-01,6.895956E+00,1.175767E-01,5.814457E+00,2.901215E-01,6.932936E+00,8.641474E-02,6.286978E+00,2.383039E-01,5.965789E+00,4.459062E-01,5.984055E+00,-8.914470E-02,5.963646E+00,6.440056E-01,5.943887E+00,-9.233265E-02,5.696774E+00,3.331804E+00,5.978115E+00,-4.673861E-02,6.140722E+00,-3.253061E-02,6.036182E+00,1.885176E+00
5.542792E+00,2.861925E-01,6.923844E+00,1.207203E-01,5.837900E+00,2.767306E-01,6.961118E+00,1.007408E-01,6.312971E+00,2.200310E-01,5.991828E+00,4.793549E-01,6.006129E+00,-6.518051E-02,5.986337E+00,7.073716E-01,5.965669E+00,-1.255372E-01,5.718901E+00,3.667315E+00,6.000471E+00,-1.024470E-01,6.199663E+00,-3.490279E-02,6.054971E+00,1.755536E+00
5.564724E+00,2.328290E-01,6.952296E+00,1.293953E-01,5.861180E+00,2.821057E-01,6.988738E+00,8.714220E-02,6.339365E+00,2.132527E-01,6.018255E+00,4.967999E-01,6.027756E+00,-6.872015E-02,6.008048E+00,6.903971E-01,5.987441E+00,-1.797968E-01,5.738366E+00,3.491126E+00,6.022799E+00,-6.584051E-02,6.255198E+00,-3.169690E-02,6.073018E+00,1.894996E+00
5.586516E+00,2.268102E-01,6.980141E+00,1.413701E-01,5.885101E+00,2.717020E-01,7.016891E+00,9.620106E-02,6.365991E+00,2.199987E-01,6.043743E+00,4.992154E-01,6.050396E+00,-1.334236E-01,6.030209E+00,6.767197E-01,6.010230E+00,-1.238631E-01,5.757897E+00,3.088195E+00,6.044887E+00,-1.140582E-01,6.307998E+00,1.430698E-02,6.092018E+00,1.904427E+00
5.607823E+00,2.343025E-01,7.007842E+00,1.191579E-01,5.909085E+00,2.827363E-01,7.044733E+00,9.137769E-02,6.392649E+00,2.162815E-01,6.070198E+00,5.004282E-01,6.072659E+00,5.715262E-03,6.052185E+00,6.320352E-01,6.032547E+00,-1.290397E-01,5.778550E+00,3.123055E+00,6.067378E+00,-3.130004E-02,6.355893E+00,9.180207E-02,6.110667E+00,1.638538E+00
5.629215E+00,2.686852E-01,7.036496E+00,1.268611E-01,5.933100E+00,2.876970E-01,7.072602E+00,5.708988E-02,6.419306E+00,2.119924E-01,6.096503E+00,4.714812E-01,6.094420E+00,-1.358414E-01,6.074288E+00,6.845160E-01,6.055505E+00,-1.591477E-01,5.797834E+00,2.614135E+00,6.089238E+00,-1.245464E-01,6.403092E+00,-6.336980E-02,6.131587E+00,1.825810E+00
5.650376E+00,2.029631E-01,7.064717E+00,1.211831E-01,5.957131E+00,2.983830E-01,7.100625E+00,1.080470E-01,6.446314E+00,2.148507E-01,6.122421E+00,5.096390E-01,6.116099E+00,-1.040718E-01,6.096214E+00,6.581453E-01,6.077218E+00,-1.099078E-01,5.819169E+00,2.765159E+00,6.111192E+00,-6.379333E-02,6.444560E+00,1.790665E-02,6.151114E+00,1.886087E+00
5.672740E+00,2.179023E-01,7.093281E+00,1.228725E-01,5.980818E+00,2.827205E-01,7.128427E+00,6.933720E-02,6.472798E+00,1.849759E-01,6.148835E+00,4.367087E-01,6.138399E+00,-1.951022E-01,6.117940E+00,7.517104E-01,6.099489E+00,-1.530211E-01,5.838495E+00,2.530498E+00,6.133409E+00,-1.279058E-01,6.483756E+00,1.254975E-02,6.170129E+00,2.025042E+00
5.694240E+00,2.107946E-01,7.121636E+00,1.380960E-01,6.004685E+00,2.963195E-01,7.156380E+00,9.344277E-02,6.499613E+00,2.066602E-01,6.175449E+00,4.481895E-01,6.160428E+00,-1.155483E-01,6.140005E+00,6.999384E-01,6.121269E+00,-1.571196E-01,5.858153E+00,2.412183E+00,6.155887E+00,-6.888342E-02,6.518366E+00,7.375119E-02,6.188908E+00,2.042612E+00
5.714658E+00,2.230106E-01,7.149406E+00,1.171841E-01,6.028517E+00,2.873810E-01,7.184489E+00,7.954560E-02,6.525979E+00,1.949073E-01,6.201492E+00,4.465300E-01,6.182347E+00,-1.489492E-01,6.160903E+00,6.557801E-01,6.142745E+00,-1.628092E-01,5.877099E+00,2.279572E+00,6.176566E+00,-8.321601E-02,6.551202E+00,-2.484654E-02,6.207353E+00,1.880852E+00
5.737392E+00,2.606062E-01,7.177272E+00,1.133938E-01,6.052481E+00,2.703341E-01,7.212350E+00,1.031610E-01,6.552429E+00,2.065344E-01,6.228252E+00,5.051941E-01,6.205009E+00,2.044970E-02,6.184312E+00,6.153989E-01,6.165581E+00,-1.302541E-01,5.896796E+00,2.168622E+00,6.197651E+00,1.071907E-03,6.579330E+00,2.051011E-02,6.225989E+00,2.012833E+00
5.759311E+00,2.195244E-01,7.205803E+00,1.124111E-01,6.076268E+00,3.018106E-01,7.240031E+00,4.521820E-02,6.579193E+00,2.008091E-01,6.255660E+00,4.471677E-01,6.227492E+00,-4.465916E-02,6.206905E+00,7.563628E-01,6.189078E+00,-9.849022E-02,5.915424E+00,1.698319E+00,6.218551E+00,-6.833681E-02,6.604285E+00,1.011338E-01,6.244888E+00,1.846297E+00
5.781716E+00,2.539117E-01,7.233614E+00,8.361297E-02,6.100202E+00,2.995353E-01,7.267951E+00,8.714209E-02,6.606065E+00,2.119424E-01,6.282289E+00,4.328350E-01,6.249871E+00,-3.064620E-02,6.227559E+00,6.304047E-01,6.213096E+00,-3.926154E-02,5.937441E+00,1.596821E+00,6.240151E+00,1.196377E-02,6.629028E+00,1.915505E-02,6.265263E+00,1.887399E+00
5.802947E+00,2.447834E-01,7.262364E+00,4.365260E-02,6.123886E+00,3.007846E-01,7.295941E+00,5.753975E-02,6.632900E+00,1.969582E-01,6.308465E+00,4.022750E-01,6.272200E+00,-6.392631E-02,6.250420E+00,7.673814E-01,6.233854E+00,-1.209171E-01,5.958711E+00,1.471567E+00,6.262004E+00,-3.864445E-03,6.650699E+00,-6.615291E-02,6.285512E+00,1.757745E+00
5.824191E+00,2.723825E-01,7.290933E+00,-1.129441E-02,6.147506E+00,2.821753E-01,7.323928E+00,6.962378E-02,6.659584E+00,1.900612E-01,6.334289E+00,4.374626E-01,6.294442E+00,-1.133454E-01,6.272114E+00,7.475139E-01,6.255569E+00,-1.222114E-01,5.979676E+00,1.558897E+00,6.283312E+00,1.014077E-02,6.671577E+00,-5.747707E-02,6.307481E+00,1.946267E+00
5.846001E+00,2.094665E-01,7.319015E+00,5.912930E-02,6.171091E+00,3.015144E-01,7.351761E+00,8.503626E-02,6.686493E+00,1.884243E-01,6.360397E+00,4.705712E-01,6.316731E+00,2.727347E-02,6.294174E+00,7.461488E-01,6.278371E+00,-6.977832E-02,5.999255E+00,1.578766E+00,6.304821E+00,-5.499369E-02,6.690929E+00,2.503623E-01,6.326629E+00,1.688531E+00
5.867632E+00,2.632199E-01,7.347133E+00,7.669163E-02,6.194737E+00,2.642619E-01,7.379585E+00,8.254721E-02,6.713304E+00,1.951866E-01,6.386571E+00,4.210436E-01,6.339362E+00,2.194352E-02,6.316580E+00,6.979677E-01,6.301110E+00,-1.131456E-01,6.018183E+00,1.360923E+00,6.326713E+00,7.413411E-02,6.709914E+00,1.510983E-02,6.348073E+00,1.552877E+00
5.888677E+00,2.605272E-01,7.375804E+00,6.802075E-02,6.218496E+00,2.766855E-01,7.407266E+00,5.642649E-02,6.740372E+00,2.047412E-01,6.412808E+00,4.491434E-01,6.361488E+00,-3.000031E-02,6.338598E+00,7.113768E-01,6.323870E+00,-8.513202E-02,6.038003E+00,1.223011E+00,6.348130E+00,6.804450E-02,6.727307E+00,1.640346E-01,6.371107E+00,1.463051E+00
5.909988E+00,2.782364E-01,7.403947E+00,7.045104E-02,6.242539E+00,2.603025E-01,7.434570E+00,7.381781E-02,6.766954E+00,1.789420E-01,6.438413E+00,4.230842E-01,6.383758E+00,1.697978E-02,6.360403E+00,6.525495E-01,6.346176E+00,-9.152440E-02,6.058887E+00,1.152678E+00,6.369330E+00,-4.121762E-02,6.745482E+00,1.759951E-01,6.395586E+00,1.472156E+00
5.932914E+00,3.290383E-01,7.432666E+00,7.943993E-02,6.266493E+00,2.783461E-01,7.462027E+00,6.266349E-02,6.794028E+00,1.985992E-01,6.464767E+00,4.473025E-01,6.405294E+00,8.847095E-03,6.383262E+00,7.989544E-01,6.368731E+00,-6.432133E-02,6.080540E+00,1.202965E+00,6.391683E+00,-4.750245E-02,6.761257E+00,3.303880E-02,6.419464E+00,1.539828E+00
5.953654E+00,2.703645E-01,7.461023E+00,8.642390E-02,6.290317E+00,2.675188E-01,7.489425E+00,6.447832E-02,6.820780E+00,1.878801E-01,6.490925E+00,4.361218E-01,6.427960E+00,-1.027420E-01,6.404282E+00,7.726878E-01,6.391467E+00,-8.132687E-02,6.100560E+00,1.073510E+00,6.412868E+00,-1.643005E-01,6.779122E+00,2.577195E-01,6.444212E+00,1.416638E+00
5.975314E+00,2.549828E-01,7.489242E+00,7.915666E-02,6.314158E+00,2.628415E-01,7.517618E+00,6.939111E-02,6.847249E+00,2.031693E-01,6.516051E+00,4.612979E-01,6.449755E+00,-9.112222E-02,6.424973E+00,7.307954E-01,6.413173E+00,-1.030567E-01,6.122362E+00,1.118522E+00,6.434276E+00,1.681432E-01,6.794639E+00,1.775806E-01,6.468660E+00,1.414014E+00
