test_id,eax_prc,evol_prc,q_kPa
CD1,8.961181,0.7103062,248.5687
CD1,8.975483,0.7106277,248.8046
CD1,8.988198,0.7091748,248.6437
CD1,8.999807,0.7093655,248.7582
CD1,9.012973,0.7087826,248.6257
CD1,9.023262,0.707619,248.8375
CD1,9.037233,0.7077883,248.5963
CD1,9.050759,0.7082726,248.6003
CD1,9.064377,0.7072911,248.6191
CD1,9.074251,0.7071347,248.7474
CD1,9.090046,0.7074818,248.7135
CD1,9.100047,0.7065668,249.0728
CD1,9.115102,0.7059517,248.9084
CD1,9.129351,0.7055403,249.0001
CD1,9.13826,0.7050153,249.0351
CD1,9.154223,0.7040745,248.9586
CD1,9.162873,0.705146,249.1167
CD1,9.176214,0.7032902,249.3455
CD1,9.187726,0.7035452,249.225
CD1,9.202789,0.7019358,249.2344
CD1,9.216859,0.7025123,249.3736
CD1,9.229567,0.7015501,249.2619
CD1,9.241479,0.7024716,249.5579
CD1,9.248969,0.7016873,249.2396
CD1,9.264515,0.7021394,249.4035
CD1,9.282786,0.7008836,249.0595
CD1,9.286886,0.7002686,249.1759
CD1,9.305555,0.6996922,249.1162
CD1,9.313397,0.7003265,249.154
CD1,9.33298,0.6995421,248.9488
CD1,9.339531,0.699405,248.6831
CD1,9.353122,0.6978749,249.0083
CD1,9.369668,0.6988821,248.9779
CD1,9.381729,0.6977635,249.2213
CD1,9.390573,0.6981042,248.9395
CD1,9.404484,0.6979006,249.2575
CD1,9.417761,0.6969727,249.1687
CD1,9.428509,0.6969384,249.3541
CD1,9.44614,0.6954684,249.2131
CD1,9.458286,0.6950891,249.293
CD1,9.467895,0.6955798,248.9867
CD1,9.481874,0.6951941,249.2545
CD1,9.494339,0.6944419,249.2453
CD1,9.508125,0.6948276,249.2473
CD1,9.519859,0.6932054,249.2543
CD1,9.532872,0.6953055,249.3519
CD1,9.545818,0.6938462,249.5718
CD1,9.558032,0.6924339,249.446
CD1,9.570413,0.6923868,249.6889
CD1,9.583346,0.692734,249.7228
CD1,9.594488,0.6916946,249.8583
CD1,9.608263,0.6911246,249.7381
CD1,9.620292,0.6905503,249.9172
CD1,9.633423,0.6892431,249.8606
CD1,9.646013,0.6893074,250.0256
CD1,9.65918,0.690321,249.9144
CD1,9.673916,0.6887523,249.7729
CD1,9.684102,0.6886538,249.9601
CD1,9.698546,0.6888895,250.0107
CD1,9.710905,0.6885873,249.8449
CD1,9.721344,0.687353,249.3445
CD1,9.733842,0.6875094,249.8596
CD1,9.749135,0.6876659,249.4922
CD1,9.762096,0.6859793,249.716
CD1,9.772265,0.6850043,249.7202
CD1,9.787202,0.6857565,249.6871
CD1,9.800306,0.6848607,249.8179
CD1,9.811246,0.6845671,249.962
CD1,9.823057,0.6835385,249.9477
CD1,9.836996,0.6843121,249.9829
CD1,9.850821,0.6834742,250.0671
CD1,9.862555,0.6834078,249.9674
CD1,9.877553,0.6825849,250.2646
CD1,9.886085,0.6823427,250.1784
CD1,9.900223,0.6812177,250.3401
CD1,9.916637,0.6811127,250.18
CD1,9.928647,0.6800798,250.1971
CD1,9.939375,0.6799748,250.2824
CD1,9.952011,0.681297,250.4037
CD1,9.959758,0.6797862,250.5956
CD1,9.977545,0.6798183,250.3656
CD1,9.988713,0.6792097,250.366
CD1,10.00209,0.6796212,250.573
CD1,10.01432,0.6783397,250.6526
CD1,10.02642,0.6775168,250.6094
CD1,10.03972,0.6761496,250.7416
CD1,10.05355,0.6749988,250.5538
CD1,10.06394,0.6751938,250.6476
CD1,10.0777,0.6759267,250.7054
CD1,10.09198,0.6742595,250.7062
CD1,10.10356,0.6746966,250.6485
CD1,10.11665,0.6732459,250.6237
CD1,10.12965,0.6734559,250.6391
CD1,10.14162,0.6732394,250.2258
CD1,10.15418,0.6718144,250.7672
CD1,10.16657,0.6715058,250.6168
CD1,10.17936,0.6722387,250.6866
CD1,10.192,0.670925,250.2831
CD1,10.20488,0.6715186,250.6626
CD1,10.21963,0.6695321,250.3036
CD1,10.23052,0.6705179,250.7107
CD1,10.24434,0.6691785,250.5106
CD1,10.25681,0.6692492,250.7603
CD1,10.27012,0.6676484,250.6759
CD1,10.28324,0.6677256,250.8228
CD1,10.29491,0.6684006,250.6793
CD1,10.30716,0.6672884,250.4736
CD1,10.32117,0.6663927,250.4292
CD1,10.32605,0.6668363,250.4645
CD1,10.34722,0.6661441,250.8727
CD1,10.36246,0.664959,250.7649
CD1,10.36612,0.6653319,250.7474
CD1,10.38314,0.6653512,250.7871
CD1,10.39651,0.6650833,250.9209
CD1,10.41036,0.6648412,251.0041
CD1,10.42252,0.6639797,250.9803
CD1,10.43576,0.6635725,250.9971
CD1,10.44858,0.6632532,251.0866
CD1,10.46084,0.6629918,250.8605
CD1,10.47389,0.6625803,250.8287
CD1,10.48605,0.6625803,250.9865
CD1,10.49816,0.6625268,250.8165
CD1,10.51144,0.6633304,251.0383
CD1,10.52427,0.6610545,250.9616
CD1,10.53727,0.6605188,250.996
CD1,10.55032,0.6596766,251.1202
CD1,10.5635,0.6597345,251.228
CD1,10.57575,0.6600216,251.1263
CD1,10.58898,0.6595523,251.2384
CD1,10.60198,0.6590209,251.1717
CD1,10.61317,0.6587659,251.1525
CD1,10.6267,0.658663,251.2062
CD1,10.64065,0.6586823,251.3429
CD1,10.65289,0.6567922,251.1227
CD1,10.66591,0.6564257,251.212
CD1,10.67848,0.6573344,251.2075
CD1,10.69109,0.6571372,251.3073
CD1,10.70455,0.6560464,251.3564
CD1,10.71713,0.6563015,251.5866
CD1,10.72978,0.6545999,251.4049
CD1,10.74278,0.6558621,251.2055
CD1,10.75564,0.653117,251.3488
CD1,10.76875,0.6544435,251.3091
CD1,10.78039,0.6538028,251.3345
CD1,10.79445,0.6541499,251.597
CD1,10.8087,0.6520755,251.6216
CD1,10.82065,0.6516191,251.6416
CD1,10.83163,0.6517884,251.7456
CD1,10.8454,0.650449,251.7313
CD1,10.85902,0.6511091,251.5833
CD1,10.8723,0.6506633,251.6481
CD1,10.88574,0.6505133,251.7376
CD1,10.89822,0.6498661,251.6157
CD1,10.91053,0.6492704,251.7821
CD1,10.92341,0.6474853,251.7141
CD1,10.9359,0.647406,251.8233
CD1,10.94979,0.6475582,251.8104
CD1,10.9618,0.6462167,251.6116
CD1,10.97532,0.6458117,251.8547
CD1,10.98835,0.6462681,251.9421
CD1,11.00173,0.6472303,251.6492
CD1,11.01438,0.6450402,251.8814
CD1,11.02667,0.6438358,251.809
CD1,11.04151,0.6454774,251.9724
CD1,11.0509,0.6435937,251.9371
CD1,11.06498,0.6430644,252.1939
CD1,11.08024,0.6420829,251.8446
CD1,11.08936,0.64207,251.7839
CD1,11.1009,0.6422672,251.8125
CD1,11.12201,0.6425351,252.1048
CD1,11.13388,0.6418279,251.9177
CD1,11.1433,0.6416972,252.0924
CD1,11.15743,0.6396506,251.9599
CD1,11.17008,0.6398607,252.0494
CD1,11.18265,0.6400814,252.1484
CD1,11.19362,0.6393313,251.9898
CD1,11.20868,0.6389306,252.2035
CD1,11.22419,0.6393828,252.1274
CD1,11.23456,0.637617,252.115
CD1,11.24591,0.6374005,251.9922
CD1,11.25798,0.637317,252.3479
CD1,11.27101,0.6374348,252.318
CD1,11.28627,0.6356347,252.064
CD1,11.29914,0.635924,251.9378
CD1,11.31144,0.6361855,251.9664
CD1,11.32412,0.636164,251.8066
CD1,11.33936,0.6344454,252.0771
CD1,11.34917,0.6341239,252.0253
CD1,11.36292,0.6346683,251.935
CD1,11.37762,0.6331446,252.0895
CD1,11.38981,0.6341582,251.8928
CD1,11.40337,0.6338239,252.0312
CD1,11.41398,0.6331232,252.2308
CD1,11.42956,0.6315031,252.2423
CD1,11.44181,0.6324889,252.161
CD1,11.45467,0.6312267,252.3103
CD1,11.46704,0.6301016,251.9227
CD1,11.48132,0.6296387,252.0246
CD1,11.49439,0.6294544,251.8868
CD1,11.50678,0.6281022,252.0474
CD1,11.5189,0.6285265,252.1712
CD1,11.53197,0.629043,251.7939
CD1,11.54606,0.6284215,252.2761
CD1,11.55852,0.6280894,252.2462
CD1,11.57123,0.6271722,252.2926
CD1,11.584,0.6266964,251.8734
CD1,11.59743,0.6259635,252.3104
CD1,11.61041,0.6253357,252.2633
CD1,11.62416,0.6252821,252.2808
CD1,11.63722,0.6249499,252.0561
CD1,11.64946,0.6252371,252.4348
CD1,11.66222,0.6242235,252.1778
CD1,11.6765,0.6224255,252.2653
CD1,11.68853,0.6226141,251.8954
CD1,11.70367,0.6230534,251.9053
CD1,11.71526,0.6238313,252.0964
CD1,11.73036,0.6218426,252.0485
CD1,11.74338,0.6214055,252.0977
CD1,11.75361,0.6212683,252.0184
CD1,11.76724,0.6226077,252.3172
CD1,11.77681,0.6205161,251.9657
CD1,11.79547,0.6200575,252.183
CD1,11.80782,0.6193504,252.0888
CD1,11.81904,0.6192861,252.2053
CD1,11.82965,0.6191554,252.3389
CD1,11.84599,0.6194296,252.3186
CD1,11.85768,0.6184032,252.376
CD1,11.87009,0.6176381,252.2443
CD1,11.88294,0.6171281,252.2881
CD1,11.89521,0.614668,252.2542
CD1,11.90786,0.6144537,252.2101
CD1,11.92426,0.614578,252.2908
CD1,11.93757,0.6150409,252.2669
CD1,11.95101,0.6138515,252.2956
CD1,11.95864,0.6145501,252.3267
CD1,11.97164,0.6115564,252.2925
CD1,11.98938,0.6133608,251.8802
CD1,12.0022,0.6121371,252.2268
CD1,12.01399,0.6109607,252.1954
CD1,12.02747,0.6113014,252.1637
CD1,12.03858,0.6096256,252.0694
CD1,12.05174,0.609692,252.1739
CD1,12.06507,0.6103992,252.1045
CD1,12.07727,0.6091949,252.2113
CD1,12.09008,0.6087491,251.9075
CD1,12.10562,0.6079777,252.2276
CD1,12.11712,0.6075276,252.2741
CD1,12.12978,0.6085348,252.2243
CD1,12.14279,0.6072191,252.1789
CD1,12.15783,0.6058733,252.4934
CD1,12.16693,0.6071012,252.363
CD1,12.18237,0.6057361,252.4936
CD1,12.1944,0.6064733,252.6868
CD1,12.20841,0.605644,252.6877
CD1,12.21817,0.6043025,252.5253
CD1,12.23627,0.6041203,252.1909
CD1,12.24218,0.6037475,252.4419
CD1,12.26012,0.6024981,252.2248
CD1,12.27091,0.6021252,252.4238
CD1,12.28788,0.6021767,252.3369
CD1,12.29997,0.6005502,252.7259
CD1,12.30697,0.6016816,252.3047
CD1,12.32421,0.6007387,252.4435
CD1,12.33677,0.6007709,252.3709
CD1,12.3498,0.5999008,252.4123
CD1,12.36142,0.5998494,252.3796
CD1,12.37396,0.5998944,252.6001
CD1,12.38691,0.5989601,252.643
CD1,12.40032,0.5975864,252.4697
CD1,12.41326,0.5975414,252.4841
CD1,12.42617,0.596875,252.6018
CD1,12.43731,0.5957628,252.6921
CD1,12.45254,0.5977557,252.4642
CD1,12.46335,0.5964871,252.7511
CD1,12.47641,0.5955849,252.4013
CD1,12.49048,0.5942713,252.8418
CD1,12.50205,0.5941791,252.6696
CD1,12.51487,0.5945713,252.8412
CD1,12.52701,0.5929898,252.8658
CD1,12.5407,0.5936305,252.6389
CD1,12.55265,0.5923019,252.6631
CD1,12.56503,0.5920876,252.674
CD1,12.57862,0.592394,252.802
CD1,12.59115,0.5917662,252.7854
CD1,12.60394,0.5909368,252.6363
CD1,12.61715,0.5903411,252.4819
CD1,12.63066,0.5898568,252.6811
CD1,12.64278,0.5891046,252.7198
CD1,12.65655,0.5896746,252.8335
CD1,12.66812,0.5889417,252.723
CD1,12.68124,0.5883846,252.5709
CD1,12.69211,0.588196,252.3261
CD1,12.7061,0.5872874,252.4725
CD1,12.71976,0.5878552,252.3041
CD1,12.73599,0.5870109,252.447
CD1,12.7447,0.5870773,252.0786
CD1,12.75272,0.585168,252.1687
CD1,12.7781,0.586653,252.089
CD1,12.78475,0.5855344,252.1371
CD1,12.79318,0.5844737,252.3659
CD1,12.80976,0.5849644,252.1447
CD1,12.81675,0.5855473,252.4765
CD1,12.83588,0.5836443,252.1864
CD1,12.84622,0.5840879,252.298
CD1,12.85956,0.5835779,252.3786
CD1,12.87328,0.5829693,252.4137
CD1,12.88612,0.5822043,252.5195
CD1,12.89836,0.5818464,252.7547
CD1,12.91193,0.5809292,252.8121
CD1,12.92469,0.5808713,252.8171
CD1,12.93704,0.5805177,252.7051
CD1,12.94831,0.579577,252.7905
CD1,12.96359,0.5795427,253.0626
CD1,12.97475,0.5788955,252.7798
CD1,12.98836,0.579322,252.7821
CD1,12.99951,0.5783534,252.7004
CD1,13.0106,0.5773462,252.9929
CD1,13.0272,0.5774447,252.9033
CD1,13.03849,0.5769219,252.9776
CD1,13.05212,0.5762468,252.8553
CD1,13.06352,0.5763583,252.8703
CD1,13.07663,0.576129,252.454
CD1,13.08684,0.5759339,252.8685
CD1,13.09928,0.5754368,252.9334
CD1,13.11398,0.5736453,252.8082
CD1,13.12276,0.574436,252.8437
CD1,13.1424,0.5725073,252.8679
CD1,13.15345,0.5732788,252.793
CD1,13.16429,0.5735081,252.8006
CD1,13.18024,0.5721666,252.9026
CD1,13.19067,0.5722523,252.4224
CD1,13.20234,0.5721473,252.7002
CD1,13.21846,0.5714209,252.645
CD1,13.22781,0.5702315,252.6434
CD1,13.23975,0.5711659,252.7268
CD1,13.25238,0.5705187,252.6447
CD1,13.2688,0.5707287,252.7252
CD1,13.28176,0.5708251,252.9109
CD1,13.2925,0.5692758,253.0202
CD1,13.30317,0.5694986,252.9721
CD1,13.31726,0.56787,253.2052
CD1,13.33061,0.5675035,252.8712
CD1,13.34193,0.5678035,252.9135
CD1,13.35438,0.5671049,253.0798
CD1,13.36579,0.5673342,252.9475
CD1,13.38038,0.5662542,252.7052
CD1,13.39346,0.5662863,252.7034
CD1,13.40548,0.5670664,252.6215
CD1,13.41899,0.5653649,252.8408
CD1,13.43043,0.5651827,252.5373
CD1,13.44382,0.5640769,252.9618
CD1,13.45612,0.5633119,253.1093
CD1,13.46919,0.5629326,252.9308
CD1,13.48265,0.5626776,252.8851
CD1,13.49572,0.5618933,252.7202
CD1,13.50727,0.5623904,253.0042
CD1,13.52025,0.562174,252.9211
CD1,13.53333,0.5612589,253.0347
CD1,13.54618,0.5612118,252.6254
CD1,13.55801,0.5608518,252.8575
CD1,13.57299,0.5602839,252.9614
CD1,13.58184,0.5604468,253.0314
CD1,13.59597,0.5580145,253.0524
CD1,13.60771,0.5594589,252.835
CD1,13.623,0.5581388,252.7848
CD1,13.63287,0.5581452,252.9821
CD1,13.64639,0.556928,253.0179
CD1,13.65928,0.5576931,252.8837
CD1,13.6732,0.5572623,252.7242
CD1,13.68622,0.5571252,252.8862
CD1,13.69843,0.556118,252.5283
CD1,13.70993,0.5543843,252.575
CD1,13.72425,0.5563216,252.7161
CD1,13.73503,0.5535678,252.5284
CD1,13.74881,0.5549201,252.8174
CD1,13.76186,0.5537243,252.7045
CD1,13.7737,0.5535936,252.686
CD1,13.78729,0.5531757,252.8052
CD1,13.79922,0.552775,252.8856
CD1,13.81289,0.5519456,252.8067
CD1,13.82487,0.5501198,253.0451
CD1,13.83779,0.5514163,252.4236
CD1,13.85014,0.5508934,252.5943
CD1,13.8633,0.5507949,252.7824
CD1,13.87532,0.5495134,252.9704
CD1,13.88991,0.5486433,252.9626
CD1,13.90183,0.5489433,252.6418
CD1,13.91367,0.5492519,252.657
CD1,13.92511,0.5491276,252.4531
CD1,13.93922,0.5484333,252.6158
CD1,13.95178,0.5474261,252.7046
CD1,13.96558,0.5477133,252.7515
CD1,13.97696,0.5466804,252.9457
CD1,13.99082,0.5456089,252.7972
CD1,14.00309,0.5459882,252.9771
CD1,14.01602,0.5442803,252.9485
CD1,14.0296,0.5448889,253.0871
CD1,14.04187,0.5432731,252.9371
CD1,14.05499,0.5438495,252.7688
CD1,14.06806,0.5435474,253.0586
CD1,14.08051,0.5437959,253.0836
CD1,14.09249,0.5425873,253.1021
CD1,14.1048,0.5416316,252.9154
CD1,14.11752,0.541803,253.0689
CD1,14.1301,0.5406522,252.9602
CD1,14.14367,0.5404358,252.9697
CD1,14.15694,0.5406522,252.6607
CD1,14.17049,0.5403501,252.7254
CD1,14.1803,0.5415737,252.6039
CD1,14.19273,0.541128,252.8451
CD1,14.20768,0.539375,252.7041
CD1,14.21798,0.5383035,252.6892
CD1,14.23169,0.5381857,252.8057
CD1,14.24499,0.5374399,252.8895
CD1,14.25654,0.5369749,252.8184
CD1,14.27054,0.5368377,252.9421
CD1,14.28327,0.5371399,252.9383
CD1,14.29535,0.5359356,252.8341
CD1,14.3075,0.5356098,252.6468
CD1,14.32129,0.5346926,252.8131
CD1,14.33433,0.5352305,252.6653
CD1,14.34672,0.5342169,252.8908
CD1,14.35883,0.5347205,252.7936
CD1,14.36988,0.532974,252.8756
CD1,14.38382,0.5330576,253.0794
CD1,14.39928,0.5322925,253.1676
CD1,14.40958,0.5322668,252.9635
CD1,14.42451,0.5314632,253.1154
CD1,14.43625,0.5305674,253.0818
CD1,14.44682,0.5291617,253.1106
CD1,14.45884,0.5311889,252.7348
CD1,14.47268,0.5307967,252.7442
CD1,14.49178,0.5298924,252.636
CD1,14.50282,0.5290438,252.8575
CD1,14.51027,0.5298024,252.7056
CD1,14.52706,0.5289131,252.7546
CD1,14.53667,0.527473,252.5715
CD1,14.54925,0.5280752,252.52
CD1,14.56102,0.5273894,252.6129
CD1,14.57687,0.5278523,252.6916
CD1,14.58943,0.5261851,252.587
CD1,14.60273,0.5258315,252.8065
CD1,14.61604,0.5244986,252.6387
CD1,14.62791,0.5249614,252.5033
CD1,14.64002,0.5246614,252.5445
CD1,14.6534,0.5231892,252.7203
CD1,14.66446,0.5235042,252.8143
CD1,14.67829,0.5229471,252.662
CD1,14.69169,0.5232021,252.6523
CD1,14.70366,0.5232878,253.0646
CD1,14.71683,0.5224306,253.0964
CD1,14.73045,0.521477,252.8253
CD1,14.74405,0.5225356,252.7552
CD1,14.75588,0.5221692,252.4953
CD1,14.76744,0.5204312,252.7534
CD1,14.78144,0.5201612,252.5799
CD1,14.79451,0.5198291,252.7966
CD1,14.807,0.5203777,252.5981
CD1,14.82002,0.5184683,252.9328
CD1,14.83282,0.5187169,252.5166
CD1,14.84489,0.5178661,252.7422
CD1,14.85832,0.5168075,252.6836
CD1,14.87153,0.5165782,252.8062
CD1,14.88376,0.5170496,252.8918
CD1,14.89531,0.5166575,252.9753
CD1,14.90797,0.5157939,252.9988
CD1,14.92272,0.5161003,252.8415
CD1,14.93488,0.5151403,252.7538
CD1,14.94749,0.5146495,252.6171
CD1,14.95975,0.5145895,252.6641
CD1,14.97224,0.5124723,252.5302
CD1,14.98556,0.5126673,252.5703
CD1,14.99847,0.5113794,252.4412
CD1,15.01077,0.5119151,252.4907
CD1,15.02448,0.5108886,252.3129
CD1,15.03962,0.5095535,252.4218
CD1,15.04926,0.5109615,252.1427
CD1,15.06248,0.5110708,252.3489
CD1,15.07508,0.5087499,252.3108
CD1,15.08893,0.5096586,252.4652
CD1,15.10065,0.5099136,252.7581
CD1,15.11403,0.5091292,252.6754
CD1,15.12671,0.5077106,252.5111
CD1,15.1393,0.507357,252.7034
CD1,15.15049,0.506742,252.7855
CD1,15.16585,0.5066713,252.4193
CD1,15.17745,0.5055976,252.5843
CD1,15.19119,0.5052719,252.3407
CD1,15.20508,0.5059641,252.5139
CD1,15.21692,0.504434,252.5827
CD1,15.23163,0.5034204,252.5639
CD1,15.24308,0.5042497,252.3314
CD1,15.25451,0.5025311,252.4085
CD1,15.27036,0.5027925,252.303
CD1,15.28129,0.5027325,252.2662
CD1,15.2938,0.501196,252.4285
CD1,15.30854,0.5019096,252.3365
CD1,15.32165,0.5026232,252.3855
CD1,15.33231,0.5006924,252.566
CD1,15.34655,0.4995888,252.6176
CD1,15.36223,0.5009217,252.3839
CD1,15.37119,0.5010846,252.4147
CD1,15.3872,0.4996402,252.5513
CD1,15.39759,0.4994431,252.5534
CD1,15.40842,0.4991559,252.3105
CD1,15.42158,0.4979323,252.3064
CD1,15.43731,0.4982087,252.058
CD1,15.44915,0.4970494,252.2169
CD1,15.46245,0.49616,251.8746
CD1,15.47488,0.4971029,252.0198
CD1,15.48604,0.4966636,252.2919
CD1,15.499,0.4973837,252.0408
CD1,15.51389,0.4943492,252.1228
CD1,15.5256,0.49505,252.2428
CD1,15.53939,0.4937085,252.1259
CD1,15.55209,0.493402,252.248
CD1,15.56366,0.4931856,252.2778
CD1,15.57654,0.4925899,252.1593
CD1,15.58977,0.4921656,252.075
CD1,15.60348,0.4914198,252.2414
CD1,15.61555,0.4918913,252.0667
CD1,15.62956,0.4903869,252.2879
CD1,15.64241,0.4916084,252.1325
CD1,15.65514,0.4919877,252.2302
CD1,15.66704,0.4906612,252.1431
CD1,15.67765,0.4895554,252.336
CD1,15.69357,0.489354,252.2786
CD1,15.70559,0.4896219,252.0711
CD1,15.71833,0.4878882,251.9432
CD1,15.73199,0.4882011,252.1408
CD1,15.7421,0.4875346,252.1631
CD1,15.75543,0.4867567,252.1856
CD1,15.77094,0.4874232,251.9164
CD1,15.78618,0.4856059,252.0366
CD1,15.80213,0.4861888,251.9149
CD1,15.80841,0.4870974,251.7494
CD1,15.82407,0.4850959,251.8015
CD1,15.83504,0.4851945,251.6503
CD1,15.84742,0.4836559,251.6438
CD1,15.86243,0.4828201,251.8483
CD1,15.87276,0.4831523,251.8967
CD1,15.88857,0.4834158,251.6169
CD1,15.89995,0.4816158,251.8958
CD1,15.91446,0.4818129,251.6723
CD1,15.9261,0.4826572,251.7984
CD1,15.93891,0.4822779,251.5309
CD1,15.95187,0.481845,251.7595
CD1,15.96543,0.4798307,251.3673
CD1,15.97864,0.4801843,251.7293
CD1,15.99061,0.4801328,251.4799
CD1,16.00581,0.4789885,251.5959
CD1,16.01744,0.4790721,251.2106
CD1,16.03044,0.4790721,251.2817
CD1,16.04299,0.4778506,251.388
CD1,16.0576,0.4767041,251.4318
CD1,16.06919,0.4763333,251.0929
CD1,16.08228,0.4770448,251.7055
CD1,16.09559,0.4775677,251.4609
CD1,16.11283,0.4759605,251.8483
CD1,16.11825,0.4767512,251.7747
CD1,16.13031,0.4762862,251.6659
CD1,16.14579,0.4750626,251.9261
CD1,16.16189,0.4747626,251.5295
CD1,16.17257,0.4753326,251.7209
CD1,16.18558,0.4748483,251.7378
CD1,16.19813,0.4727675,251.8467
CD1,16.2115,0.4745997,251.4646
CD1,16.22894,0.472671,251.595
CD1,16.23998,0.4723817,251.5172
CD1,16.25104,0.4719188,251.8746
CD1,16.26795,0.4713167,251.4887
CD1,16.27991,0.4713167,251.417
CD1,16.29047,0.4720496,251.4501
CD1,16.30188,0.4703095,251.6467
CD1,16.31474,0.4708388,251.5899
CD1,16.33304,0.4716103,251.3758
CD1,16.34035,0.4692766,251.6258
CD1,16.35747,0.4694587,251.5914
CD1,16.37231,0.4692551,251.6747
CD1,16.38582,0.4673072,251.6723
CD1,16.39963,0.467215,251.6153
CD1,16.40615,0.4689551,251.7486
CD1,16.42596,0.4660064,251.767
CD1,16.43445,0.4663257,251.6431
CD1,16.44382,0.4658093,251.6083
CD1,16.45549,0.4671122,251.4481
CD1,16.47993,0.4657321,251.5267
CD1,16.48631,0.463587,251.3836
CD1,16.50213,0.4640435,251.5135
CD1,16.50894,0.4639063,251.3235
CD1,16.52129,0.4638677,251.5267
CD1,16.54528,0.4642663,251.3889
CD1,16.54641,0.4625734,251.5415
CD1,16.56914,0.4633706,251.4804
CD1,16.58132,0.460559,251.3231
CD1,16.58824,0.4603104,251.4177
CD1,16.60974,0.4619776,251.2863
CD1,16.62192,0.460094,251.4865
CD1,16.63363,0.4609447,251.0909
CD1,16.64492,0.4610497,251.494
CD1,16.65762,0.4596482,251.2808
CD1,16.67127,0.458131,251.3442
CD1,16.68516,0.459584,251.1648
CD1,16.69666,0.4598583,251.1223
CD1,16.71021,0.4586089,250.9248
CD1,16.72445,0.4579039,251.1034
CD1,16.73624,0.4575567,250.9969
CD1,16.74896,0.4575117,251.0754
CD1,16.76204,0.4567724,251.1464
CD1,16.77426,0.4570081,251.2633
CD1,16.78784,0.4570403,251.0632
CD1,16.80003,0.4570595,250.931
CD1,16.81343,0.4556216,251.1918
CD1,16.82775,0.4554823,251.0431
CD1,16.83975,0.454593,250.9853
CD1,16.85474,0.455118,250.9153
CD1,16.86547,0.4540894,251.1303
CD1,16.88187,0.4520964,251.2802
CD1,16.89605,0.4540508,251.1481
CD1,16.90526,0.4523107,251.1713
CD1,16.9223,0.4525808,251.0314
CD1,16.93152,0.4516571,251.2575
CD1,16.94564,0.4505385,251.0981
CD1,16.95605,0.4501656,251.0148
CD1,16.97012,0.4493556,251.1356
CD1,16.98406,0.4497863,251.0048
CD1,16.99616,0.4485391,251.0594
CD1,17.01289,0.4479691,251.097
CD1,17.02682,0.4480741,250.9555
CD1,17.03737,0.4474269,250.7987
CD1,17.05276,0.4463469,250.9316
CD1,17.06055,0.4483934,250.8402
CD1,17.07633,0.4462826,250.7651
CD1,17.08935,0.4462419,250.649
CD1,17.09945,0.4451104,250.8845
CD1,17.11414,0.4439939,251.0343
CD1,17.12548,0.4456268,250.7939
CD1,17.13893,0.4443796,250.8652
CD1,17.15414,0.4441503,250.9227
CD1,17.16445,0.4434175,250.802
CD1,17.17728,0.4431239,250.8057
CD1,17.19057,0.4427767,251.0413
CD1,17.20293,0.4422667,250.7864
CD1,17.21956,0.439813,251.0573
CD1,17.22884,0.4421745,250.5243
CD1,17.24092,0.4413452,250.8828
CD1,17.25649,0.4409723,250.761
CD1,17.26676,0.4394873,250.9494
CD1,17.27944,0.4409659,250.68
CD1,17.29597,0.4390694,250.9128
CD1,17.30868,0.4399459,250.7689
CD1,17.32287,0.4385979,250.812
CD1,17.33157,0.4392194,250.4121
CD1,17.34747,0.4392387,250.7175
CD1,17.35788,0.4388272,250.7255
CD1,17.37254,0.4387222,250.8096
CD1,17.38645,0.4369371,250.7979
CD1,17.39763,0.437565,250.5439
CD1,17.40952,0.4375779,250.6841
CD1,17.42201,0.4364657,250.4501
CD1,17.43865,0.4354071,250.8614
CD1,17.45002,0.4353213,250.6162
CD1,17.46268,0.4341834,250.6546
CD1,17.47529,0.4343784,250.7322
CD1,17.48779,0.4344899,250.7263
CD1,17.50131,0.4329662,250.7336
CD1,17.51271,0.4328891,250.5872
CD1,17.5249,0.4325548,250.4015
CD1,17.5391,0.4315219,250.2704
CD1,17.55246,0.431344,250.5051
CD1,17.56565,0.4304418,250.0738
CD1,17.5779,0.4309261,250.4637
CD1,17.59094,0.4293103,250.4829
CD1,17.60422,0.4298996,250.565
CD1,17.6154,0.4297689,250.3198
CD1,17.62837,0.428781,250.4827
CD1,17.64251,0.4283696,250.5426
CD1,17.65431,0.4282388,250.5512
CD1,17.66821,0.4274545,250.3427
CD1,17.68043,0.4272317,250.2472
CD1,17.69226,0.4273238,250.1655
CD1,17.70745,0.4261516,250.2415
CD1,17.72066,0.4260402,250.2405
CD1,17.73103,0.4255516,250.5723
CD1,17.74299,0.4258387,250.3857
CD1,17.75558,0.424478,250.3511
CD1,17.77081,0.4245637,250.5636
CD1,17.78253,0.4246151,250.1069
CD1,17.79627,0.4240536,250.4289
CD1,17.80846,0.42349,250.2617
CD1,17.82144,0.4217971,250.3611
CD1,17.83652,0.4223586,250.2943
CD1,17.84844,0.4204492,250.3197
CD1,17.8635,0.4212935,249.8541
CD1,17.87517,0.4209721,249.9004
CD1,17.88245,0.4206528,249.8897
CD1,17.90193,0.4194763,250.1946
CD1,17.90918,0.419337,250.0327
CD1,17.9197,0.4190691,250.1264
CD1,17.9309,0.4181284,249.9462
CD1,17.9511,0.4182591,249.9336
CD1,17.96714,0.4169712,249.7928
CD1,17.97143,0.4176569,249.866
CD1,17.9936,0.4160347,249.5973
CD1,18.00167,0.4165854,249.5841
